clip_idx,video_id,category,tier,gt,description,question_model,grader_model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",gpt-4o,claude-haiku-4-5-20251001,C,0,1.0,yes,uses their hands to thoroughly mix the garlic and spinach together,Explicitly describes mixing spinach with hands.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",gpt-4o,claude-haiku-4-5-20251001,C,1,1.0,yes,In a kitchen setting,Directly states kitchen setting.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",gpt-4o,claude-haiku-4-5-20251001,C,2,1.0,yes,wooden bowl filled with fresh spinach leaves,Explicitly names both key objects.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,"Mentions garlic on knife, not mozzarella on cutting board."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",gpt-4o,claude-haiku-4-5-20251001,C,4,1.0,yes,two individuals,Clearly states two people involved.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",gpt-4o,claude-haiku-4-5-20251001,D,0,1.0,yes,another person starts mixing the garlic and spinach leaves with their hands,Explicitly describes mixing spinach with hands.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",gpt-4o,claude-haiku-4-5-20251001,D,1,0.0,no,,No setting description provided.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",gpt-4o,claude-haiku-4-5-20251001,D,2,1.0,yes,"wooden bowl, spinach leaves",Both key objects explicitly named.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.0,no,,"Mentions garlic on knife, not mozzarella on cutting board."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",gpt-4o,claude-haiku-4-5-20251001,D,4,1.0,yes,another person,"Implies two people; one drops, another mixes."
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,claude-haiku-4-5-20251001,A,0,1.0,yes,"two people on snowmobiles...ride off across the snow-covered terrain, leaving tracks behind them",Directly states riding snowmobiles with visible tracks.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,claude-haiku-4-5-20251001,A,1,1.0,yes,snowy landscape...snow-covered terrain,Explicitly describes snow and landscape setting.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,claude-haiku-4-5-20251001,A,2,1.0,yes,two people on snowmobiles...leaving tracks behind them,Multiple snowmobiles and tracks clearly stated.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of Arctic Cat logo or any branding.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.5,partial,wearing a helmet,Helmet mentioned but winter gear not explicitly described.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,claude-haiku-4-5-20251001,B,0,0.5,partial,gets on and rides off,Riding mentioned but unclear if main action; getting off first confuses narrative.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,claude-haiku-4-5-20251001,B,1,0.0,no,,"No description of setting, landscape, or snow environment."
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.5,partial,snow mobile,Snowmobile mentioned but singular; no tracks or multiple vehicles.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No mention of logos or snowmobile details.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,No description of clothing or helmet.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,claude-haiku-4-5-20251001,C,0,0.5,partial,on a snowmobile...rides off,Riding snowmobile stated but minimal detail; action unclear.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,claude-haiku-4-5-20251001,C,1,0.0,no,,"No description of setting, snow, landscape, or environment."
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,claude-haiku-4-5-20251001,C,2,0.5,partial,snowmobile,Snowmobile mentioned but no tracks or multiple vehicles described.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,No mention of logos or snowmobile details.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,claude-haiku-4-5-20251001,C,4,0.0,no,,No description of clothing or gear.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,0,0.0,no,man in green shirt walks back and forth along a fence,"Describes walking, not snowmobile riding; completely different scene."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,1,0.0,no,zoo or animal enclosure,"Describes zoo setting, not snow-covered landscape."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,2,0.0,no,small deer,"Describes deer, not snowmobiles; wrong scene entirely."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.0,no,,No snowmobiles or logos mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,4,0.0,no,green shirt and navy shorts,"Describes casual clothing, not helmet or winter gear."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,claude-haiku-4-5-20251001,A,0,0.0,no,A man on a motorcycle pulls a sleigh in the snow.,"Describes motorcycle, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,claude-haiku-4-5-20251001,A,1,1.0,yes,in the snow,Explicitly states snowy outdoor setting.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,claude-haiku-4-5-20251001,A,2,0.0,no,motorcycle,"Mentions motorcycle, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No clothing or footwear details provided.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,claude-haiku-4-5-20251001,A,4,0.5,partial,,"No text mentioned, but absence not explicitly confirmed."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,claude-haiku-4-5-20251001,B,0,0.0,no,A man on a motorbike is pulling a sled,"Describes motorbike, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,claude-haiku-4-5-20251001,B,1,1.0,yes,through snow and ice,Explicitly states snowy outdoor setting.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.0,no,motorbike,"Mentions motorbike, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No clothing or footwear details provided.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.5,partial,,"No text mentioned, but absence not explicitly confirmed."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,claude-haiku-4-5-20251001,C,0,0.0,no,a man rides a motorcycle,"Describes motorcycle, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,claude-haiku-4-5-20251001,C,1,1.0,yes,In a snowy landscape,Explicitly states snowy outdoor setting.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,claude-haiku-4-5-20251001,C,2,0.0,no,motorcycle,"Mentions motorcycle, not bicycle. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,No clothing or footwear details provided.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,claude-haiku-4-5-20251001,C,4,0.5,partial,,"No text mentioned, but absence not explicitly confirmed."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,0,0.0,no,A man in a green shirt and navy shorts walks back and forth along a fence.,"Describes walking with deer, not bicycle riding. Completely different scene."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,1,0.0,no,The setting appears to be a zoo or animal enclosure,"Describes zoo setting, not snowy outdoor area. Contradicts answer key."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,2,0.0,no,,No bicycle mentioned. Completely different scene.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,3,1.0,yes,A man in a green shirt and navy shorts,"Provides clothing details, though not dark clothing as answer key specifies."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,D,4,0.5,partial,,"No text mentioned, but absence not explicitly confirmed."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,A,0,0.0,no,A man in a green shirt and navy shorts walks back and forth along a fence,"Describes walking, not horse riding. Wrong activity entirely."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,A,1,0.0,no,zoo or animal enclosure,"Describes zoo, not ranch with wooded trails."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,A,2,0.0,no,a small deer,"Mentions deer, not horses or ranch sign."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No sign text mentioned. Wrong scene entirely.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,No flags mentioned. Wrong scene entirely.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,claude-haiku-4-5-20251001,B,0,1.0,yes,people are riding horses through the woods,Directly states main subject and activity with required elements.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,claude-haiku-4-5-20251001,B,1,0.5,partial,through the woods,Mentions wooded area but no ranch identification or sign.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.5,partial,riding horses,Mentions horses but no ranch sign reference.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No sign or text mentioned.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,No flags mentioned.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,claude-haiku-4-5-20251001,C,0,1.0,yes,people riding horses through woods,Directly states main subject with both required elements.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,claude-haiku-4-5-20251001,C,1,0.5,partial,"horse ranch sign, horses grazing, people riding horses through woods",Mentions ranch sign and wooded area but lacks explicit ranch name/identification.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,claude-haiku-4-5-20251001,C,2,0.5,partial,"horse ranch sign, horses",Mentions both objects but vaguely; no specific ranch name.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,A horse ranch sign is shown,Sign mentioned but no text content provided.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,claude-haiku-4-5-20251001,C,4,0.0,no,,No flags mentioned.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,claude-haiku-4-5-20251001,D,0,1.0,yes,group of people riding horses along a wooded trail,Directly states main subject with both required elements.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,claude-haiku-4-5-20251001,D,1,1.0,yes,"KOA Ranch, Horses graze, people riding horses along a wooded trail","Explicitly identifies ranch, horses, and wooded trails."
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,claude-haiku-4-5-20251001,D,2,1.0,yes,"sign for KOA Ranch, featuring a silhouette of a horse. Horses graze",Clearly identifies both ranch sign and horses.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.5,partial,sign for KOA Ranch,States 'KOA Ranch' but answer key is 'K-Hill Ranch'. Contradicts answer key.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,claude-haiku-4-5-20251001,D,4,0.0,no,,No flags mentioned in description.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,0,1.0,yes,a skier navigates a snowy hill...they descend the slope,Directly states skiing action and downward movement.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,1,1.0,yes,"At night, a skier navigates a snowy hill",Explicitly mentions nighttime and snowy slope setting.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,2,0.5,partial,flexible poles,Mentions poles but not skis explicitly; only poles described.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of background lights or trees.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,Does not address presence or absence of text.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,claude-haiku-4-5-20251001,B,0,1.0,yes,Someone is skiing at night,Directly states skiing action occurring.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,claude-haiku-4-5-20251001,B,1,0.5,partial,skiing at night,Mentions nighttime but not snowy slope explicitly.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.5,partial,around several poles,Mentions poles but not skis; incomplete object list.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No mention of background elements.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,Does not address presence or absence of text.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,claude-haiku-4-5-20251001,C,0,1.0,yes,A man is skiing,Directly states skiing action.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,claude-haiku-4-5-20251001,C,1,0.5,partial,on a snowy hill,Mentions snowy slope but not nighttime setting.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,claude-haiku-4-5-20251001,C,2,0.5,partial,between poles,Mentions poles but not skis; incomplete object list.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,No mention of background elements.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,claude-haiku-4-5-20251001,C,4,0.0,no,,Does not address presence or absence of text.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,claude-haiku-4-5-20251001,D,0,0.0,no,"In a bustling kitchen, a chef holds a cherry tomato","Describes kitchen scene, not skiing. Contradicts answer key."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,claude-haiku-4-5-20251001,D,1,0.0,no,In a bustling kitchen,"Describes kitchen, not snowy ski slope. Contradicts answer key."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,claude-haiku-4-5-20251001,D,2,0.0,no,cherry tomato...knife,"Describes kitchen objects, not skis or ski poles."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.0,no,,"Describes kitchen interior, not outdoor background."
