video_id,q_idx,condition,score,matched
heWD9j45Emw_000225_000235,0,gap_targeted,1.0,1
heWD9j45Emw_000225_000235,1,gap_targeted,1.0,0
heWD9j45Emw_000225_000235,2,gap_targeted,0.5,1
heWD9j45Emw_000225_000235,3,gap_targeted,0.0,0
heWD9j45Emw_000225_000235,4,gap_targeted,0.0,0
heWD9j45Emw_000225_000235,0,baseline,1.0,1
heWD9j45Emw_000225_000235,1,baseline,0.0,0
heWD9j45Emw_000225_000235,2,baseline,0.5,1
heWD9j45Emw_000225_000235,3,baseline,0.0,0
heWD9j45Emw_000225_000235,4,baseline,0.0,0
iEAWgsSvJAE_000023_000033,0,baseline,1.0,0
iEAWgsSvJAE_000023_000033,1,baseline,1.0,0
iEAWgsSvJAE_000023_000033,2,baseline,0.0,0
iEAWgsSvJAE_000023_000033,3,baseline,0.0,0
iEAWgsSvJAE_000023_000033,4,baseline,0.0,0
iEAWgsSvJAE_000023_000033,0,gap_targeted,0.0,0
iEAWgsSvJAE_000023_000033,1,gap_targeted,1.0,0
iEAWgsSvJAE_000023_000033,2,gap_targeted,0.5,0
iEAWgsSvJAE_000023_000033,3,gap_targeted,0.0,0
iEAWgsSvJAE_000023_000033,4,gap_targeted,0.0,0
iGmGQxox43I_000000_000010,0,baseline,1.0,0
iGmGQxox43I_000000_000010,1,baseline,1.0,0
iGmGQxox43I_000000_000010,2,baseline,0.0,1
iGmGQxox43I_000000_000010,3,baseline,0.0,0
iGmGQxox43I_000000_000010,4,baseline,0.0,0
iGmGQxox43I_000000_000010,0,gap_targeted,1.0,0
iGmGQxox43I_000000_000010,1,gap_targeted,1.0,0
iGmGQxox43I_000000_000010,2,gap_targeted,0.0,1
iGmGQxox43I_000000_000010,3,gap_targeted,0.0,0
iGmGQxox43I_000000_000010,4,gap_targeted,0.5,0
iZP6gjlr_nM_000113_000123,0,gap_targeted,0.0,0
iZP6gjlr_nM_000113_000123,1,gap_targeted,0.0,0
iZP6gjlr_nM_000113_000123,2,gap_targeted,0.0,0
iZP6gjlr_nM_000113_000123,3,gap_targeted,1.0,1
iZP6gjlr_nM_000113_000123,4,gap_targeted,0.0,0
iZP6gjlr_nM_000113_000123,0,baseline,0.5,0
iZP6gjlr_nM_000113_000123,1,baseline,0.0,0
iZP6gjlr_nM_000113_000123,2,baseline,0.0,0
iZP6gjlr_nM_000113_000123,3,baseline,1.0,1
iZP6gjlr_nM_000113_000123,4,baseline,0.0,0
j4CKRgv3jUg_000000_000010,0,baseline,0.0,1
j4CKRgv3jUg_000000_000010,1,baseline,0.0,0
j4CKRgv3jUg_000000_000010,2,baseline,0.5,0
j4CKRgv3jUg_000000_000010,3,baseline,1.0,0
j4CKRgv3jUg_000000_000010,4,baseline,0.0,0
j4CKRgv3jUg_000000_000010,0,gap_targeted,0.0,1
j4CKRgv3jUg_000000_000010,1,gap_targeted,0.0,0
j4CKRgv3jUg_000000_000010,2,gap_targeted,0.5,0
j4CKRgv3jUg_000000_000010,3,gap_targeted,1.0,0
j4CKRgv3jUg_000000_000010,4,gap_targeted,0.0,0
j6CgiNeWQwM_000842_000852,0,baseline,0.0,0
j6CgiNeWQwM_000842_000852,1,baseline,0.0,1
j6CgiNeWQwM_000842_000852,2,baseline,0.0,0
j6CgiNeWQwM_000842_000852,3,baseline,0.0,0
j6CgiNeWQwM_000842_000852,4,baseline,0.0,0
j6CgiNeWQwM_000842_000852,0,gap_targeted,0.0,0
j6CgiNeWQwM_000842_000852,1,gap_targeted,1.0,1
j6CgiNeWQwM_000842_000852,2,gap_targeted,0.0,0
j6CgiNeWQwM_000842_000852,3,gap_targeted,1.0,0
j6CgiNeWQwM_000842_000852,4,gap_targeted,0.0,0
jeweRSnAJeo_000050_000060,0,gap_targeted,0.0,0
jeweRSnAJeo_000050_000060,1,gap_targeted,1.0,0
jeweRSnAJeo_000050_000060,2,gap_targeted,0.5,0
jeweRSnAJeo_000050_000060,3,gap_targeted,0.5,0
jeweRSnAJeo_000050_000060,4,gap_targeted,0.0,0
jeweRSnAJeo_000050_000060,0,baseline,0.0,0
jeweRSnAJeo_000050_000060,1,baseline,1.0,0
jeweRSnAJeo_000050_000060,2,baseline,0.0,0
jeweRSnAJeo_000050_000060,3,baseline,0.5,0
jeweRSnAJeo_000050_000060,4,baseline,0.0,0
lgJywzzdUC8_000000_000010,0,baseline,0.0,0
lgJywzzdUC8_000000_000010,1,baseline,1.0,1
lgJywzzdUC8_000000_000010,2,baseline,0.0,0
lgJywzzdUC8_000000_000010,3,baseline,0.0,0
lgJywzzdUC8_000000_000010,4,baseline,1.0,0
lgJywzzdUC8_000000_000010,0,gap_targeted,0.0,0
lgJywzzdUC8_000000_000010,1,gap_targeted,1.0,1
lgJywzzdUC8_000000_000010,2,gap_targeted,0.0,0
lgJywzzdUC8_000000_000010,3,gap_targeted,0.0,0
lgJywzzdUC8_000000_000010,4,gap_targeted,1.0,0
rGQ64NXktF8_000006_000016,0,gap_targeted,0.0,0
rGQ64NXktF8_000006_000016,1,gap_targeted,0.5,1
rGQ64NXktF8_000006_000016,2,gap_targeted,0.0,0
rGQ64NXktF8_000006_000016,3,gap_targeted,0.0,0
rGQ64NXktF8_000006_000016,4,gap_targeted,0.0,0
rGQ64NXktF8_000006_000016,0,baseline,0.0,0
rGQ64NXktF8_000006_000016,1,baseline,0.0,1
rGQ64NXktF8_000006_000016,2,baseline,0.0,0
rGQ64NXktF8_000006_000016,3,baseline,0.0,0
rGQ64NXktF8_000006_000016,4,baseline,0.0,0
u-olDM7oGGM_000012_000022,0,baseline,0.5,0
u-olDM7oGGM_000012_000022,1,baseline,0.5,0
u-olDM7oGGM_000012_000022,2,baseline,0.5,0
u-olDM7oGGM_000012_000022,3,baseline,0.0,0
u-olDM7oGGM_000012_000022,4,baseline,0.0,0
u-olDM7oGGM_000012_000022,0,gap_targeted,0.0,0
u-olDM7oGGM_000012_000022,1,gap_targeted,0.5,0
u-olDM7oGGM_000012_000022,2,gap_targeted,0.5,0
u-olDM7oGGM_000012_000022,3,gap_targeted,0.0,0
u-olDM7oGGM_000012_000022,4,gap_targeted,0.0,0
v2Hr1CH-yb0_000076_000086,0,baseline,0.0,1
v2Hr1CH-yb0_000076_000086,1,baseline,0.0,0
v2Hr1CH-yb0_000076_000086,2,baseline,1.0,0
v2Hr1CH-yb0_000076_000086,3,baseline,0.0,0
v2Hr1CH-yb0_000076_000086,4,baseline,0.0,1
v2Hr1CH-yb0_000076_000086,0,gap_targeted,0.0,1
v2Hr1CH-yb0_000076_000086,1,gap_targeted,0.0,0
v2Hr1CH-yb0_000076_000086,2,gap_targeted,1.0,0
v2Hr1CH-yb0_000076_000086,3,gap_targeted,0.0,0
v2Hr1CH-yb0_000076_000086,4,gap_targeted,0.0,1
wbOD_G3ttgU_000083_000093,0,gap_targeted,1.0,1
wbOD_G3ttgU_000083_000093,1,gap_targeted,0.5,1
wbOD_G3ttgU_000083_000093,2,gap_targeted,0.0,0
wbOD_G3ttgU_000083_000093,3,gap_targeted,0.5,0
wbOD_G3ttgU_000083_000093,4,gap_targeted,0.5,0
wbOD_G3ttgU_000083_000093,0,baseline,1.0,1
wbOD_G3ttgU_000083_000093,1,baseline,0.5,1
wbOD_G3ttgU_000083_000093,2,baseline,0.0,0
wbOD_G3ttgU_000083_000093,3,baseline,0.5,0
wbOD_G3ttgU_000083_000093,4,baseline,0.5,0
xW6hpK-DBMY_000080_000090,0,baseline,0.0,1
xW6hpK-DBMY_000080_000090,1,baseline,0.0,1
xW6hpK-DBMY_000080_000090,2,baseline,0.0,0
xW6hpK-DBMY_000080_000090,3,baseline,0.0,0
xW6hpK-DBMY_000080_000090,4,baseline,0.0,1
xW6hpK-DBMY_000080_000090,0,gap_targeted,0.0,1
xW6hpK-DBMY_000080_000090,1,gap_targeted,0.0,1
xW6hpK-DBMY_000080_000090,2,gap_targeted,0.5,0
xW6hpK-DBMY_000080_000090,3,gap_targeted,0.0,0
xW6hpK-DBMY_000080_000090,4,gap_targeted,0.0,1
yBO8rAMeqjc_000007_000017,0,baseline,0.5,0
yBO8rAMeqjc_000007_000017,1,baseline,0.5,1
yBO8rAMeqjc_000007_000017,2,baseline,0.0,0
yBO8rAMeqjc_000007_000017,3,baseline,1.0,0
yBO8rAMeqjc_000007_000017,4,baseline,0.0,0
yBO8rAMeqjc_000007_000017,0,gap_targeted,0.0,0
yBO8rAMeqjc_000007_000017,1,gap_targeted,0.5,1
yBO8rAMeqjc_000007_000017,2,gap_targeted,0.0,0
yBO8rAMeqjc_000007_000017,3,gap_targeted,0.5,0
yBO8rAMeqjc_000007_000017,4,gap_targeted,0.0,0
zTJ0Zbv1jBo_000045_000055,0,gap_targeted,0.5,0
zTJ0Zbv1jBo_000045_000055,1,gap_targeted,0.5,1
zTJ0Zbv1jBo_000045_000055,2,gap_targeted,1.0,0
zTJ0Zbv1jBo_000045_000055,3,gap_targeted,0.0,0
zTJ0Zbv1jBo_000045_000055,4,gap_targeted,0.0,0
zTJ0Zbv1jBo_000045_000055,0,baseline,1.0,0
zTJ0Zbv1jBo_000045_000055,1,baseline,0.5,1
zTJ0Zbv1jBo_000045_000055,2,baseline,0.0,0
zTJ0Zbv1jBo_000045_000055,3,baseline,0.0,0
zTJ0Zbv1jBo_000045_000055,4,baseline,0.0,0
