query_vid,tier,ref_vid,cos
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,1YemrpNBpf4_000001_000011,0.297400266
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,1kLhK8KfIEw_000020_000030,-0.243132815
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,21T1JDdJgsM_000047_000057,-0.066015363
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,2kJxrcNRS9w_000047_000057,0.047561299
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,3su234u58DA_000172_000182,-0.061085239
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,3ufJNSez5Is_000008_000018,-0.069677681
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,750QhTe9Z4U_000000_000010,-0.077448808
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,8vkNr_eysXY_000002_000012,0.060521707
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,9eBhetL8n5Q_000222_000232,0.243441880
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,9fuIpQgnNEQ_000049_000059,-0.152621761
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,A0e7Z55s8pE_000008_000018,0.003814490
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,AEkLDauJVi0_000069_000079,0.056020666
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,BHxn3qfPAl4_000018_000028,0.128405899
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,BcW6Y7eufQE_000239_000249,0.199525803
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,Bss3WwpDdS8_000041_000051,0.243027061
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,Ccgwurislg8_000082_000092,-0.027851973
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,D297atE3gag_000203_000213,0.148273766
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,EA3HCx0yTIY_000281_000291,0.250526190
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,F-mRnL_XmJU_000000_000010,0.117430635
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,GOH6fBhoi2o_000010_000020,0.299018115
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,HpRmj5ce32c_000001_000011,-0.254609555
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,N-LZPc27kjM_000229_000239,0.144128025
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,OASCPKazLIM_000132_000142,0.070199087
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,RjPp0ZPW0yc_000000_000010,0.184618607
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,RlfVK8z5wJ0_000000_000010,-0.054325998
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,S-C86j0keqc_000217_000227,0.401486337
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,ShSSAEfnyDs_000000_000010,0.091103062
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,Xdz1cxEjLYc_000007_000017,0.155303091
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,Z5w-wkrjHuw_000345_000355,-0.213783488
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,ZcYB6tPK2Eo_000138_000148,0.240074620
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,_TKzyWZHjm8_000002_000012,0.314225435
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,_oAKCHh_Av4_000003_000013,0.322677135
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,bgt29znHCzs_000343_000353,-0.212086424
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,c_gQ9CSaZY4_000000_000010,0.103227414
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,crjesEwF0Ks_000197_000207,-0.110191464
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,d7_SY48r__8_000060_000070,0.057083782
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,dlBeUWrse3I_000019_000029,0.083978318
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,eb-ufaFcUas_000008_000018,-0.071544021
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,g8Idd47kGqo_000037_000047,-0.124147758
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,gFBO3zrod9Y_000005_000015,0.187767074
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,h8wsO9A9v_c_000016_000026,-0.044599459
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,heWD9j45Emw_000225_000235,0.001525184
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,iEAWgsSvJAE_000023_000033,0.119921237
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,iGmGQxox43I_000000_000010,0.210367486
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,iZP6gjlr_nM_000113_000123,-0.110007934
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,j4CKRgv3jUg_000000_000010,-0.035240211
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,j6CgiNeWQwM_000842_000852,0.069614060
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,jeweRSnAJeo_000050_000060,0.186941132
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,lgJywzzdUC8_000000_000010,-0.162283927
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,rGQ64NXktF8_000006_000016,0.050343134
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,u-olDM7oGGM_000012_000022,-0.149555370
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,v2Hr1CH-yb0_000076_000086,-0.255880475
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,wbOD_G3ttgU_000083_000093,-0.079812817
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,xW6hpK-DBMY_000080_000090,0.508470476
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,yBO8rAMeqjc_000007_000017,-0.051946640
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,zTJ0Zbv1jBo_000045_000055,0.208891496
9fuIpQgnNEQ_000049_000059,tier3_va11y,0m0-Q0zz_-c_000112_000122,0.616174579
9fuIpQgnNEQ_000049_000059,tier3_va11y,0t0DB1B1w8Y_000000_000010,-0.397005588
9fuIpQgnNEQ_000049_000059,tier3_va11y,1-jIze6gy0g_000026_000036,-0.265386403
9fuIpQgnNEQ_000049_000059,tier3_va11y,1HUWWCLza0w_000000_000010,-0.434435278
9fuIpQgnNEQ_000049_000059,tier3_va11y,1YemrpNBpf4_000001_000011,-0.059285808
9fuIpQgnNEQ_000049_000059,tier3_va11y,1kLhK8KfIEw_000020_000030,-0.387895972
9fuIpQgnNEQ_000049_000059,tier3_va11y,21T1JDdJgsM_000047_000057,-0.426568687
9fuIpQgnNEQ_000049_000059,tier3_va11y,2kJxrcNRS9w_000047_000057,-0.128053993
9fuIpQgnNEQ_000049_000059,tier3_va11y,3su234u58DA_000172_000182,-0.506616533
9fuIpQgnNEQ_000049_000059,tier3_va11y,3ufJNSez5Is_000008_000018,-0.385585666
9fuIpQgnNEQ_000049_000059,tier3_va11y,750QhTe9Z4U_000000_000010,-0.334971488
9fuIpQgnNEQ_000049_000059,tier3_va11y,8vkNr_eysXY_000002_000012,-0.030753450
9fuIpQgnNEQ_000049_000059,tier3_va11y,9eBhetL8n5Q_000222_000232,-0.146733388
9fuIpQgnNEQ_000049_000059,tier3_va11y,9fuIpQgnNEQ_000049_000059,-0.480303168
9fuIpQgnNEQ_000049_000059,tier3_va11y,A0e7Z55s8pE_000008_000018,-0.359805554
9fuIpQgnNEQ_000049_000059,tier3_va11y,AEkLDauJVi0_000069_000079,-0.228494942
9fuIpQgnNEQ_000049_000059,tier3_va11y,BHxn3qfPAl4_000018_000028,-0.058870610
9fuIpQgnNEQ_000049_000059,tier3_va11y,BcW6Y7eufQE_000239_000249,-0.370547712
9fuIpQgnNEQ_000049_000059,tier3_va11y,Bss3WwpDdS8_000041_000051,-0.276156723
9fuIpQgnNEQ_000049_000059,tier3_va11y,Ccgwurislg8_000082_000092,-0.269613028
9fuIpQgnNEQ_000049_000059,tier3_va11y,D297atE3gag_000203_000213,-0.128967538
9fuIpQgnNEQ_000049_000059,tier3_va11y,EA3HCx0yTIY_000281_000291,0.332994908
9fuIpQgnNEQ_000049_000059,tier3_va11y,F-mRnL_XmJU_000000_000010,-0.161868304
9fuIpQgnNEQ_000049_000059,tier3_va11y,GOH6fBhoi2o_000010_000020,0.007004019
9fuIpQgnNEQ_000049_000059,tier3_va11y,HpRmj5ce32c_000001_000011,-0.378842384
9fuIpQgnNEQ_000049_000059,tier3_va11y,N-LZPc27kjM_000229_000239,-0.040631007
9fuIpQgnNEQ_000049_000059,tier3_va11y,OASCPKazLIM_000132_000142,-0.087549008
9fuIpQgnNEQ_000049_000059,tier3_va11y,RjPp0ZPW0yc_000000_000010,-0.006071358
9fuIpQgnNEQ_000049_000059,tier3_va11y,RlfVK8z5wJ0_000000_000010,-0.279135108
9fuIpQgnNEQ_000049_000059,tier3_va11y,S-C86j0keqc_000217_000227,0.159845248
9fuIpQgnNEQ_000049_000059,tier3_va11y,ShSSAEfnyDs_000000_000010,-0.133394986
9fuIpQgnNEQ_000049_000059,tier3_va11y,Xdz1cxEjLYc_000007_000017,-0.015123441
9fuIpQgnNEQ_000049_000059,tier3_va11y,Z5w-wkrjHuw_000345_000355,-0.515449643
9fuIpQgnNEQ_000049_000059,tier3_va11y,ZcYB6tPK2Eo_000138_000148,0.048447534
9fuIpQgnNEQ_000049_000059,tier3_va11y,_TKzyWZHjm8_000002_000012,0.091881536
9fuIpQgnNEQ_000049_000059,tier3_va11y,_oAKCHh_Av4_000003_000013,0.151501060
9fuIpQgnNEQ_000049_000059,tier3_va11y,bgt29znHCzs_000343_000353,-0.376698613
9fuIpQgnNEQ_000049_000059,tier3_va11y,c_gQ9CSaZY4_000000_000010,-0.121299408
9fuIpQgnNEQ_000049_000059,tier3_va11y,crjesEwF0Ks_000197_000207,-0.287779927
9fuIpQgnNEQ_000049_000059,tier3_va11y,d7_SY48r__8_000060_000070,-0.173195839
9fuIpQgnNEQ_000049_000059,tier3_va11y,dlBeUWrse3I_000019_000029,-0.059243940
9fuIpQgnNEQ_000049_000059,tier3_va11y,eb-ufaFcUas_000008_000018,-0.351556838
9fuIpQgnNEQ_000049_000059,tier3_va11y,g8Idd47kGqo_000037_000047,-0.446509749
9fuIpQgnNEQ_000049_000059,tier3_va11y,gFBO3zrod9Y_000005_000015,-0.110705838
9fuIpQgnNEQ_000049_000059,tier3_va11y,h8wsO9A9v_c_000016_000026,-0.424967349
9fuIpQgnNEQ_000049_000059,tier3_va11y,heWD9j45Emw_000225_000235,-0.253192365
9fuIpQgnNEQ_000049_000059,tier3_va11y,iEAWgsSvJAE_000023_000033,-0.198263779
9fuIpQgnNEQ_000049_000059,tier3_va11y,iGmGQxox43I_000000_000010,-0.159352764
9fuIpQgnNEQ_000049_000059,tier3_va11y,iZP6gjlr_nM_000113_000123,-0.410605192
9fuIpQgnNEQ_000049_000059,tier3_va11y,j4CKRgv3jUg_000000_000010,-0.301811516
9fuIpQgnNEQ_000049_000059,tier3_va11y,j6CgiNeWQwM_000842_000852,-0.185966164
9fuIpQgnNEQ_000049_000059,tier3_va11y,jeweRSnAJeo_000050_000060,0.072197132
9fuIpQgnNEQ_000049_000059,tier3_va11y,lgJywzzdUC8_000000_000010,-0.269901544
9fuIpQgnNEQ_000049_000059,tier3_va11y,rGQ64NXktF8_000006_000016,-0.258635819
9fuIpQgnNEQ_000049_000059,tier3_va11y,u-olDM7oGGM_000012_000022,-0.451134115
9fuIpQgnNEQ_000049_000059,tier3_va11y,v2Hr1CH-yb0_000076_000086,-0.386113405
9fuIpQgnNEQ_000049_000059,tier3_va11y,wbOD_G3ttgU_000083_000093,-0.361538976
9fuIpQgnNEQ_000049_000059,tier3_va11y,xW6hpK-DBMY_000080_000090,0.132911593
9fuIpQgnNEQ_000049_000059,tier3_va11y,yBO8rAMeqjc_000007_000017,-0.327469140
9fuIpQgnNEQ_000049_000059,tier3_va11y,zTJ0Zbv1jBo_000045_000055,-0.345013529
A0e7Z55s8pE_000008_000018,tier0_cross,0m0-Q0zz_-c_000112_000122,0.579679370
A0e7Z55s8pE_000008_000018,tier0_cross,0t0DB1B1w8Y_000000_000010,-0.253792644
A0e7Z55s8pE_000008_000018,tier0_cross,1-jIze6gy0g_000026_000036,-0.155412912
A0e7Z55s8pE_000008_000018,tier0_cross,1HUWWCLza0w_000000_000010,-0.271373779
A0e7Z55s8pE_000008_000018,tier0_cross,1YemrpNBpf4_000001_000011,0.055019535
A0e7Z55s8pE_000008_000018,tier0_cross,1kLhK8KfIEw_000020_000030,-0.266588628
A0e7Z55s8pE_000008_000018,tier0_cross,21T1JDdJgsM_000047_000057,-0.240640923
A0e7Z55s8pE_000008_000018,tier0_cross,2kJxrcNRS9w_000047_000057,0.018150359
A0e7Z55s8pE_000008_000018,tier0_cross,3su234u58DA_000172_000182,-0.327792525
A0e7Z55s8pE_000008_000018,tier0_cross,3ufJNSez5Is_000008_000018,-0.247102842
A0e7Z55s8pE_000008_000018,tier0_cross,750QhTe9Z4U_000000_000010,-0.179906070
A0e7Z55s8pE_000008_000018,tier0_cross,8vkNr_eysXY_000002_000012,0.031563077
A0e7Z55s8pE_000008_000018,tier0_cross,9eBhetL8n5Q_000222_000232,-0.031782642
A0e7Z55s8pE_000008_000018,tier0_cross,9fuIpQgnNEQ_000049_000059,-0.353682935
A0e7Z55s8pE_000008_000018,tier0_cross,A0e7Z55s8pE_000008_000018,-0.190872625
A0e7Z55s8pE_000008_000018,tier0_cross,AEkLDauJVi0_000069_000079,-0.097122766
A0e7Z55s8pE_000008_000018,tier0_cross,BHxn3qfPAl4_000018_000028,0.026327128
A0e7Z55s8pE_000008_000018,tier0_cross,BcW6Y7eufQE_000239_000249,-0.201168165
A0e7Z55s8pE_000008_000018,tier0_cross,Bss3WwpDdS8_000041_000051,-0.096268870
A0e7Z55s8pE_000008_000018,tier0_cross,Ccgwurislg8_000082_000092,-0.175679192
A0e7Z55s8pE_000008_000018,tier0_cross,D297atE3gag_000203_000213,-0.017549440
A0e7Z55s8pE_000008_000018,tier0_cross,EA3HCx0yTIY_000281_000291,0.390057713
A0e7Z55s8pE_000008_000018,tier0_cross,F-mRnL_XmJU_000000_000010,-0.068421543
A0e7Z55s8pE_000008_000018,tier0_cross,GOH6fBhoi2o_000010_000020,0.212873533
A0e7Z55s8pE_000008_000018,tier0_cross,HpRmj5ce32c_000001_000011,-0.246990860
A0e7Z55s8pE_000008_000018,tier0_cross,N-LZPc27kjM_000229_000239,0.044421479
A0e7Z55s8pE_000008_000018,tier0_cross,OASCPKazLIM_000132_000142,0.011913140
A0e7Z55s8pE_000008_000018,tier0_cross,RjPp0ZPW0yc_000000_000010,0.139058188
A0e7Z55s8pE_000008_000018,tier0_cross,RlfVK8z5wJ0_000000_000010,-0.182840943
A0e7Z55s8pE_000008_000018,tier0_cross,S-C86j0keqc_000217_000227,0.289892614
A0e7Z55s8pE_000008_000018,tier0_cross,ShSSAEfnyDs_000000_000010,-0.058756538
A0e7Z55s8pE_000008_000018,tier0_cross,Xdz1cxEjLYc_000007_000017,0.057098310
A0e7Z55s8pE_000008_000018,tier0_cross,Z5w-wkrjHuw_000345_000355,-0.370931953
A0e7Z55s8pE_000008_000018,tier0_cross,ZcYB6tPK2Eo_000138_000148,0.116915539
A0e7Z55s8pE_000008_000018,tier0_cross,_TKzyWZHjm8_000002_000012,0.278750211
A0e7Z55s8pE_000008_000018,tier0_cross,_oAKCHh_Av4_000003_000013,0.125077620
A0e7Z55s8pE_000008_000018,tier0_cross,bgt29znHCzs_000343_000353,-0.253443539
A0e7Z55s8pE_000008_000018,tier0_cross,c_gQ9CSaZY4_000000_000010,-0.005805925
A0e7Z55s8pE_000008_000018,tier0_cross,crjesEwF0Ks_000197_000207,-0.176789999
A0e7Z55s8pE_000008_000018,tier0_cross,d7_SY48r__8_000060_000070,-0.071710512
A0e7Z55s8pE_000008_000018,tier0_cross,dlBeUWrse3I_000019_000029,-0.004523450
A0e7Z55s8pE_000008_000018,tier0_cross,eb-ufaFcUas_000008_000018,-0.199003011
A0e7Z55s8pE_000008_000018,tier0_cross,g8Idd47kGqo_000037_000047,-0.322921991
A0e7Z55s8pE_000008_000018,tier0_cross,gFBO3zrod9Y_000005_000015,-0.036156815
A0e7Z55s8pE_000008_000018,tier0_cross,h8wsO9A9v_c_000016_000026,-0.286457181
A0e7Z55s8pE_000008_000018,tier0_cross,heWD9j45Emw_000225_000235,-0.131112397
A0e7Z55s8pE_000008_000018,tier0_cross,iEAWgsSvJAE_000023_000033,-0.001273845
A0e7Z55s8pE_000008_000018,tier0_cross,iGmGQxox43I_000000_000010,-0.029094731
A0e7Z55s8pE_000008_000018,tier0_cross,iZP6gjlr_nM_000113_000123,-0.279930651
A0e7Z55s8pE_000008_000018,tier0_cross,j4CKRgv3jUg_000000_000010,-0.194817945
A0e7Z55s8pE_000008_000018,tier0_cross,j6CgiNeWQwM_000842_000852,-0.096435413
A0e7Z55s8pE_000008_000018,tier0_cross,jeweRSnAJeo_000050_000060,0.216043144
A0e7Z55s8pE_000008_000018,tier0_cross,lgJywzzdUC8_000000_000010,-0.143052459
A0e7Z55s8pE_000008_000018,tier0_cross,rGQ64NXktF8_000006_000016,-0.116297096
A0e7Z55s8pE_000008_000018,tier0_cross,u-olDM7oGGM_000012_000022,-0.324301541
A0e7Z55s8pE_000008_000018,tier0_cross,v2Hr1CH-yb0_000076_000086,-0.256709039
A0e7Z55s8pE_000008_000018,tier0_cross,wbOD_G3ttgU_000083_000093,-0.235514060
A0e7Z55s8pE_000008_000018,tier0_cross,xW6hpK-DBMY_000080_000090,0.213083059
A0e7Z55s8pE_000008_000018,tier0_cross,yBO8rAMeqjc_000007_000017,-0.205159873
A0e7Z55s8pE_000008_000018,tier0_cross,zTJ0Zbv1jBo_000045_000055,-0.148523822
A0e7Z55s8pE_000008_000018,tier1_vatex_short,0m0-Q0zz_-c_000112_000122,0.624252379
A0e7Z55s8pE_000008_000018,tier1_vatex_short,0t0DB1B1w8Y_000000_000010,-0.261473477
A0e7Z55s8pE_000008_000018,tier1_vatex_short,1-jIze6gy0g_000026_000036,-0.130008504
A0e7Z55s8pE_000008_000018,tier1_vatex_short,1HUWWCLza0w_000000_000010,-0.149596900
A0e7Z55s8pE_000008_000018,tier1_vatex_short,1YemrpNBpf4_000001_000011,0.228611887
A0e7Z55s8pE_000008_000018,tier1_vatex_short,1kLhK8KfIEw_000020_000030,-0.272241026
A0e7Z55s8pE_000008_000018,tier1_vatex_short,21T1JDdJgsM_000047_000057,-0.145252749
A0e7Z55s8pE_000008_000018,tier1_vatex_short,2kJxrcNRS9w_000047_000057,0.091872498
A0e7Z55s8pE_000008_000018,tier1_vatex_short,3su234u58DA_000172_000182,-0.243556723
A0e7Z55s8pE_000008_000018,tier1_vatex_short,3ufJNSez5Is_000008_000018,-0.236573309
A0e7Z55s8pE_000008_000018,tier1_vatex_short,750QhTe9Z4U_000000_000010,-0.233257949
A0e7Z55s8pE_000008_000018,tier1_vatex_short,8vkNr_eysXY_000002_000012,0.038949117
A0e7Z55s8pE_000008_000018,tier1_vatex_short,9eBhetL8n5Q_000222_000232,0.084295437
A0e7Z55s8pE_000008_000018,tier1_vatex_short,9fuIpQgnNEQ_000049_000059,-0.322072595
A0e7Z55s8pE_000008_000018,tier1_vatex_short,A0e7Z55s8pE_000008_000018,-0.089355126
A0e7Z55s8pE_000008_000018,tier1_vatex_short,AEkLDauJVi0_000069_000079,-0.090886764
A0e7Z55s8pE_000008_000018,tier1_vatex_short,BHxn3qfPAl4_000018_000028,0.228534862
A0e7Z55s8pE_000008_000018,tier1_vatex_short,BcW6Y7eufQE_000239_000249,0.118030392
A0e7Z55s8pE_000008_000018,tier1_vatex_short,Bss3WwpDdS8_000041_000051,0.029842509
A0e7Z55s8pE_000008_000018,tier1_vatex_short,Ccgwurislg8_000082_000092,-0.132711813
A0e7Z55s8pE_000008_000018,tier1_vatex_short,D297atE3gag_000203_000213,0.017989002
A0e7Z55s8pE_000008_000018,tier1_vatex_short,EA3HCx0yTIY_000281_000291,0.418850213
A0e7Z55s8pE_000008_000018,tier1_vatex_short,F-mRnL_XmJU_000000_000010,0.068462864
A0e7Z55s8pE_000008_000018,tier1_vatex_short,GOH6fBhoi2o_000010_000020,0.256650239
A0e7Z55s8pE_000008_000018,tier1_vatex_short,HpRmj5ce32c_000001_000011,-0.276015848
A0e7Z55s8pE_000008_000018,tier1_vatex_short,N-LZPc27kjM_000229_000239,0.080597609
A0e7Z55s8pE_000008_000018,tier1_vatex_short,OASCPKazLIM_000132_000142,0.003175268
A0e7Z55s8pE_000008_000018,tier1_vatex_short,RjPp0ZPW0yc_000000_000010,0.169654891
A0e7Z55s8pE_000008_000018,tier1_vatex_short,RlfVK8z5wJ0_000000_000010,-0.082053930
A0e7Z55s8pE_000008_000018,tier1_vatex_short,S-C86j0keqc_000217_000227,0.392030746
A0e7Z55s8pE_000008_000018,tier1_vatex_short,ShSSAEfnyDs_000000_000010,0.011434090
A0e7Z55s8pE_000008_000018,tier1_vatex_short,Xdz1cxEjLYc_000007_000017,0.149975598
A0e7Z55s8pE_000008_000018,tier1_vatex_short,Z5w-wkrjHuw_000345_000355,-0.373707801
A0e7Z55s8pE_000008_000018,tier1_vatex_short,ZcYB6tPK2Eo_000138_000148,0.166125461
A0e7Z55s8pE_000008_000018,tier1_vatex_short,_TKzyWZHjm8_000002_000012,0.178851292
A0e7Z55s8pE_000008_000018,tier1_vatex_short,_oAKCHh_Av4_000003_000013,0.406036288
A0e7Z55s8pE_000008_000018,tier1_vatex_short,bgt29znHCzs_000343_000353,-0.320371151
A0e7Z55s8pE_000008_000018,tier1_vatex_short,c_gQ9CSaZY4_000000_000010,-0.003850311
A0e7Z55s8pE_000008_000018,tier1_vatex_short,crjesEwF0Ks_000197_000207,-0.144525766
A0e7Z55s8pE_000008_000018,tier1_vatex_short,d7_SY48r__8_000060_000070,-0.006882351
A0e7Z55s8pE_000008_000018,tier1_vatex_short,dlBeUWrse3I_000019_000029,0.041142117
A0e7Z55s8pE_000008_000018,tier1_vatex_short,eb-ufaFcUas_000008_000018,-0.209257096
A0e7Z55s8pE_000008_000018,tier1_vatex_short,g8Idd47kGqo_000037_000047,-0.157387093
A0e7Z55s8pE_000008_000018,tier1_vatex_short,gFBO3zrod9Y_000005_000015,0.081937432
A0e7Z55s8pE_000008_000018,tier1_vatex_short,h8wsO9A9v_c_000016_000026,-0.186889753
A0e7Z55s8pE_000008_000018,tier1_vatex_short,heWD9j45Emw_000225_000235,-0.156719178
A0e7Z55s8pE_000008_000018,tier1_vatex_short,iEAWgsSvJAE_000023_000033,0.009060726
A0e7Z55s8pE_000008_000018,tier1_vatex_short,iGmGQxox43I_000000_000010,0.059750080
A0e7Z55s8pE_000008_000018,tier1_vatex_short,iZP6gjlr_nM_000113_000123,-0.224187180
A0e7Z55s8pE_000008_000018,tier1_vatex_short,j4CKRgv3jUg_000000_000010,-0.175698146
A0e7Z55s8pE_000008_000018,tier1_vatex_short,j6CgiNeWQwM_000842_000852,0.008023650
A0e7Z55s8pE_000008_000018,tier1_vatex_short,jeweRSnAJeo_000050_000060,0.191221297
A0e7Z55s8pE_000008_000018,tier1_vatex_short,lgJywzzdUC8_000000_000010,-0.243071362
A0e7Z55s8pE_000008_000018,tier1_vatex_short,rGQ64NXktF8_000006_000016,-0.048558269
A0e7Z55s8pE_000008_000018,tier1_vatex_short,u-olDM7oGGM_000012_000022,-0.320558846
A0e7Z55s8pE_000008_000018,tier1_vatex_short,v2Hr1CH-yb0_000076_000086,-0.304990053
A0e7Z55s8pE_000008_000018,tier1_vatex_short,wbOD_G3ttgU_000083_000093,-0.179939464
A0e7Z55s8pE_000008_000018,tier1_vatex_short,xW6hpK-DBMY_000080_000090,0.447985560
A0e7Z55s8pE_000008_000018,tier1_vatex_short,yBO8rAMeqjc_000007_000017,-0.173750162
A0e7Z55s8pE_000008_000018,tier1_vatex_short,zTJ0Zbv1jBo_000045_000055,-0.010467888
A0e7Z55s8pE_000008_000018,tier2_vatex_long,0m0-Q0zz_-c_000112_000122,0.324891448
A0e7Z55s8pE_000008_000018,tier2_vatex_long,0t0DB1B1w8Y_000000_000010,0.120334834
A0e7Z55s8pE_000008_000018,tier2_vatex_long,1-jIze6gy0g_000026_000036,0.078910701
A0e7Z55s8pE_000008_000018,tier2_vatex_long,1HUWWCLza0w_000000_000010,0.125994384
A0e7Z55s8pE_000008_000018,tier2_vatex_long,1YemrpNBpf4_000001_000011,0.314500451
A0e7Z55s8pE_000008_000018,tier2_vatex_long,1kLhK8KfIEw_000020_000030,0.023329820
A0e7Z55s8pE_000008_000018,tier2_vatex_long,21T1JDdJgsM_000047_000057,0.176469997
A0e7Z55s8pE_000008_000018,tier2_vatex_long,2kJxrcNRS9w_000047_000057,0.264659703
A0e7Z55s8pE_000008_000018,tier2_vatex_long,3su234u58DA_000172_000182,0.150387004
A0e7Z55s8pE_000008_000018,tier2_vatex_long,3ufJNSez5Is_000008_000018,0.135936305
A0e7Z55s8pE_000008_000018,tier2_vatex_long,750QhTe9Z4U_000000_000010,0.173859581
A0e7Z55s8pE_000008_000018,tier2_vatex_long,8vkNr_eysXY_000002_000012,0.166981369
A0e7Z55s8pE_000008_000018,tier2_vatex_long,9eBhetL8n5Q_000222_000232,0.285592675
A0e7Z55s8pE_000008_000018,tier2_vatex_long,9fuIpQgnNEQ_000049_000059,0.055584047
A0e7Z55s8pE_000008_000018,tier2_vatex_long,A0e7Z55s8pE_000008_000018,0.186980709
A0e7Z55s8pE_000008_000018,tier2_vatex_long,AEkLDauJVi0_000069_000079,0.216403574
A0e7Z55s8pE_000008_000018,tier2_vatex_long,BHxn3qfPAl4_000018_000028,0.144718260
A0e7Z55s8pE_000008_000018,tier2_vatex_long,BcW6Y7eufQE_000239_000249,0.234168366
A0e7Z55s8pE_000008_000018,tier2_vatex_long,Bss3WwpDdS8_000041_000051,0.372337788
A0e7Z55s8pE_000008_000018,tier2_vatex_long,Ccgwurislg8_000082_000092,0.100382805
A0e7Z55s8pE_000008_000018,tier2_vatex_long,D297atE3gag_000203_000213,0.289625943
A0e7Z55s8pE_000008_000018,tier2_vatex_long,EA3HCx0yTIY_000281_000291,0.260675997
A0e7Z55s8pE_000008_000018,tier2_vatex_long,F-mRnL_XmJU_000000_000010,0.180770472
A0e7Z55s8pE_000008_000018,tier2_vatex_long,GOH6fBhoi2o_000010_000020,0.481211096
A0e7Z55s8pE_000008_000018,tier2_vatex_long,HpRmj5ce32c_000001_000011,0.036468823
A0e7Z55s8pE_000008_000018,tier2_vatex_long,N-LZPc27kjM_000229_000239,0.229712635
A0e7Z55s8pE_000008_000018,tier2_vatex_long,OASCPKazLIM_000132_000142,0.199005142
A0e7Z55s8pE_000008_000018,tier2_vatex_long,RjPp0ZPW0yc_000000_000010,0.328840286
A0e7Z55s8pE_000008_000018,tier2_vatex_long,RlfVK8z5wJ0_000000_000010,0.081489563
A0e7Z55s8pE_000008_000018,tier2_vatex_long,S-C86j0keqc_000217_000227,0.501257181
A0e7Z55s8pE_000008_000018,tier2_vatex_long,ShSSAEfnyDs_000000_000010,0.195866719
A0e7Z55s8pE_000008_000018,tier2_vatex_long,Xdz1cxEjLYc_000007_000017,0.239961773
A0e7Z55s8pE_000008_000018,tier2_vatex_long,Z5w-wkrjHuw_000345_000355,0.046141919
A0e7Z55s8pE_000008_000018,tier2_vatex_long,ZcYB6tPK2Eo_000138_000148,0.265605360
A0e7Z55s8pE_000008_000018,tier2_vatex_long,_TKzyWZHjm8_000002_000012,0.518993258
