clip_key,corpus,category,window,start_s,end_s,need_score,scene_gap,agent_gap,need_q,recommendation
external_HpRmj5ce32c_000001_000011,external,Sports,2,6.4,9.1,0.763,0.697,0.133,0.75,high_ad_need:spatial/scene
external_HpRmj5ce32c_000001_000011,external,Sports,3,9.1,10.0,0.0,0.044,0.033,0.25,low_ad_need
external_N-LZPc27kjM_000229_000239,external,How-to & Instructional,0,0.0,3.0,0.249,0.146,0.084,0.25,low_ad_need
external_N-LZPc27kjM_000229_000239,external,How-to & Instructional,1,3.0,6.0,0.648,0.077,0.035,1.0,high_ad_need:spatial/scene
external_N-LZPc27kjM_000229_000239,external,How-to & Instructional,2,6.0,9.0,0.606,0.063,0.023,0.75,high_ad_need:spatial/scene
external_N-LZPc27kjM_000229_000239,external,How-to & Instructional,3,9.0,10.0,0.345,0.07,0.026,0.5,moderate_ad_need:spatial/scene
external_OASCPKazLIM_000132_000142,external,How-to & Instructional,0,0.0,3.6,0.509,0.096,0.065,0.5,moderate_ad_need:spatial/scene
external_OASCPKazLIM_000132_000142,external,How-to & Instructional,1,3.6,6.4,0.691,0.155,0.055,0.75,high_ad_need:spatial/scene
external_OASCPKazLIM_000132_000142,external,How-to & Instructional,2,6.4,9.1,0.775,0.315,0.079,1.0,high_ad_need:spatial/scene
external_OASCPKazLIM_000132_000142,external,How-to & Instructional,3,9.1,10.0,0.0,0.013,0.056,0.25,low_ad_need
external_RjPp0ZPW0yc_000000_000010,external,How-to & Instructional,0,0.0,3.6,0.638,0.239,0.111,1.0,high_ad_need:spatial/scene
external_RjPp0ZPW0yc_000000_000010,external,How-to & Instructional,1,3.6,6.4,0.433,0.297,0.048,0.75,high_ad_need:spatial/scene
external_RjPp0ZPW0yc_000000_000010,external,How-to & Instructional,2,6.4,9.1,0.31,0.337,0.117,0.5,moderate_ad_need:spatial/scene
external_RjPp0ZPW0yc_000000_000010,external,How-to & Instructional,3,9.1,10.0,0.162,0.07,0.058,0.25,low_ad_need
external_RlfVK8z5wJ0_000000_000010,external,Sports,0,0.0,3.0,0.297,0.388,0.029,0.25,low_ad_need
external_RlfVK8z5wJ0_000000_000010,external,Sports,1,3.0,6.0,0.317,0.191,0.024,0.5,moderate_ad_need:spatial/scene
external_RlfVK8z5wJ0_000000_000010,external,Sports,2,6.0,9.0,0.612,0.225,0.022,1.0,high_ad_need:spatial/scene
external_RlfVK8z5wJ0_000000_000010,external,Sports,3,9.0,10.0,0.5,0.372,0.019,0.75,high_ad_need:spatial/scene
external_S-C86j0keqc_000217_000227,external,Event,0,0.0,3.6,0.374,0.077,0.015,0.5,moderate_ad_need:spatial/scene
external_S-C86j0keqc_000217_000227,external,Event,1,3.6,6.4,0.434,0.083,0.073,0.75,high_ad_need:spatial/scene
external_S-C86j0keqc_000217_000227,external,Event,2,6.4,9.1,0.775,0.373,0.693,1.0,high_ad_need:agent/action
external_S-C86j0keqc_000217_000227,external,Event,3,9.1,10.0,0.0,0.006,0.002,0.25,low_ad_need
external_ShSSAEfnyDs_000000_000010,external,Entertainment,0,0.0,4.0,0.779,0.112,0.071,1.0,high_ad_need:spatial/scene
external_ShSSAEfnyDs_000000_000010,external,Entertainment,1,4.0,6.0,0.394,0.081,0.028,0.6666666666666666,moderate_ad_need:spatial/scene
external_ShSSAEfnyDs_000000_000010,external,Entertainment,2,6.0,10.0,0.075,0.068,0.022,0.3333333333333333,low_ad_need
external_Xdz1cxEjLYc_000007_000017,external,Food & Cooking,0,0.0,3.0,0.086,0.024,0.017,0.25,low_ad_need
external_Xdz1cxEjLYc_000007_000017,external,Food & Cooking,1,3.0,6.0,0.1,0.017,0.008,0.5,moderate_ad_need:spatial/scene
external_Xdz1cxEjLYc_000007_000017,external,Food & Cooking,2,6.0,9.0,0.565,0.065,0.023,0.75,high_ad_need:spatial/scene
external_Xdz1cxEjLYc_000007_000017,external,Food & Cooking,3,9.0,10.0,0.876,0.135,0.032,1.0,high_ad_need:spatial/scene
external_Z5w-wkrjHuw_000345_000355,external,Entertainment,0,0.0,3.6,0.737,0.112,0.039,1.0,high_ad_need:spatial/scene
external_Z5w-wkrjHuw_000345_000355,external,Entertainment,1,3.6,6.4,0.398,0.048,0.028,0.5,moderate_ad_need:spatial/scene
external_Z5w-wkrjHuw_000345_000355,external,Entertainment,2,6.4,9.1,0.671,0.052,0.026,0.75,high_ad_need:spatial/scene
external_Z5w-wkrjHuw_000345_000355,external,Entertainment,3,9.1,10.0,0.0,0.042,0.176,0.25,low_ad_need
external_ZcYB6tPK2Eo_000138_000148,external,How-to & Instructional,0,0.0,3.0,0.345,0.287,0.256,0.5,moderate_ad_need:spatial/scene
external_ZcYB6tPK2Eo_000138_000148,external,How-to & Instructional,1,3.0,6.0,0.164,0.117,0.062,0.25,low_ad_need
external_ZcYB6tPK2Eo_000138_000148,external,How-to & Instructional,2,6.0,9.0,0.517,0.235,0.07,0.75,high_ad_need:spatial/scene
external_ZcYB6tPK2Eo_000138_000148,external,How-to & Instructional,3,9.0,10.0,0.542,0.448,0.058,1.0,high_ad_need:spatial/scene
external__TKzyWZHjm8_000002_000012,external,Health & Wellness,0,0.0,3.6,0.519,0.764,0.717,1.0,high_ad_need:spatial/scene
external__TKzyWZHjm8_000002_000012,external,Health & Wellness,1,3.6,6.4,0.215,0.124,0.03,0.25,low_ad_need
external__TKzyWZHjm8_000002_000012,external,Health & Wellness,2,6.4,9.1,0.457,0.291,0.061,0.5,moderate_ad_need:spatial/scene
external__TKzyWZHjm8_000002_000012,external,Health & Wellness,3,9.1,10.0,0.5,0.538,0.987,0.75,high_ad_need:agent/action
external__oAKCHh_Av4_000003_000013,external,People & Vlogs,0,0.0,3.0,0.64,0.585,0.364,1.0,high_ad_need:spatial/scene
external__oAKCHh_Av4_000003_000013,external,People & Vlogs,1,3.0,6.0,0.289,0.336,0.087,0.75,high_ad_need:spatial/scene
external__oAKCHh_Av4_000003_000013,external,People & Vlogs,2,6.0,9.0,0.128,0.146,0.053,0.25,low_ad_need
external__oAKCHh_Av4_000003_000013,external,People & Vlogs,3,9.0,10.0,0.211,0.097,0.041,0.5,moderate_ad_need:spatial/scene
external_bgt29znHCzs_000343_000353,external,Sports,0,0.0,3.0,0.71,0.12,0.074,1.0,high_ad_need:spatial/scene
external_bgt29znHCzs_000343_000353,external,Sports,1,3.0,6.0,0.256,0.029,0.021,0.5,moderate_ad_need:spatial/scene
external_bgt29znHCzs_000343_000353,external,Sports,2,6.0,9.0,0.082,0.058,0.093,0.25,low_ad_need
external_bgt29znHCzs_000343_000353,external,Sports,3,9.0,10.0,0.547,0.2,0.261,0.75,high_ad_need:agent/action
external_c_gQ9CSaZY4_000000_000010,external,How-to & Instructional,0,0.0,3.6,0.653,0.082,0.089,1.0,high_ad_need:agent/action
external_c_gQ9CSaZY4_000000_000010,external,How-to & Instructional,1,3.6,6.4,0.591,0.148,0.061,0.75,high_ad_need:spatial/scene
external_c_gQ9CSaZY4_000000_000010,external,How-to & Instructional,2,6.4,9.1,0.407,0.237,0.071,0.5,moderate_ad_need:spatial/scene
external_c_gQ9CSaZY4_000000_000010,external,How-to & Instructional,3,9.1,10.0,0.019,0.009,0.008,0.25,low_ad_need
external_crjesEwF0Ks_000197_000207,external,How-to & Instructional,0,0.0,3.0,0.519,0.292,0.35,1.0,high_ad_need:agent/action
external_crjesEwF0Ks_000197_000207,external,How-to & Instructional,1,3.0,6.0,0.215,0.167,0.117,0.25,low_ad_need
external_crjesEwF0Ks_000197_000207,external,How-to & Instructional,2,6.0,9.0,0.332,0.396,0.194,0.5,moderate_ad_need:spatial/scene
external_crjesEwF0Ks_000197_000207,external,How-to & Instructional,3,9.0,10.0,0.377,0.453,0.219,0.75,high_ad_need:spatial/scene
external_d7_SY48r__8_000060_000070,external,How-to & Instructional,0,0.0,3.0,0.146,0.102,0.093,0.5,moderate_ad_need:spatial/scene
external_d7_SY48r__8_000060_000070,external,How-to & Instructional,1,3.0,6.0,0.074,0.075,0.106,0.25,low_ad_need
external_d7_SY48r__8_000060_000070,external,How-to & Instructional,2,6.0,9.0,0.629,0.335,0.462,0.75,high_ad_need:agent/action
external_d7_SY48r__8_000060_000070,external,How-to & Instructional,3,9.0,10.0,0.682,0.897,1.29,1.0,high_ad_need:agent/action
external_dlBeUWrse3I_000019_000029,external,How-to & Instructional,0,0.0,3.0,0.957,0.331,0.739,1.0,high_ad_need:agent/action
external_dlBeUWrse3I_000019_000029,external,How-to & Instructional,1,3.0,6.0,0.521,0.161,0.141,0.75,high_ad_need:spatial/scene
external_dlBeUWrse3I_000019_000029,external,How-to & Instructional,2,6.0,9.0,0.472,0.122,0.102,0.5,moderate_ad_need:spatial/scene
external_dlBeUWrse3I_000019_000029,external,How-to & Instructional,3,9.0,10.0,0.096,0.138,0.085,0.25,low_ad_need
external_eb-ufaFcUas_000008_000018,external,Entertainment,0,0.0,3.6,0.433,0.06,0.057,1.0,high_ad_need:spatial/scene
external_eb-ufaFcUas_000008_000018,external,Entertainment,1,3.6,6.4,0.137,0.024,0.014,0.75,high_ad_need:spatial/scene
external_eb-ufaFcUas_000008_000018,external,Entertainment,2,6.4,9.1,0.127,0.055,0.046,0.5,moderate_ad_need:spatial/scene
external_eb-ufaFcUas_000008_000018,external,Entertainment,3,9.1,10.0,0.068,0.027,0.027,0.25,low_ad_need
external_g8Idd47kGqo_000037_000047,external,Entertainment,0,0.0,3.6,0.482,0.157,0.053,0.5,moderate_ad_need:spatial/scene
external_g8Idd47kGqo_000037_000047,external,Entertainment,1,3.6,6.4,0.618,0.285,0.088,0.75,high_ad_need:spatial/scene
external_g8Idd47kGqo_000037_000047,external,Entertainment,2,6.4,9.1,0.759,0.534,0.172,1.0,high_ad_need:spatial/scene
external_g8Idd47kGqo_000037_000047,external,Entertainment,3,9.1,10.0,0.0,0.012,0.02,0.25,low_ad_need
external_gFBO3zrod9Y_000005_000015,external,People & Vlogs,0,0.0,3.0,0.186,0.088,0.24,0.25,low_ad_need
external_gFBO3zrod9Y_000005_000015,external,People & Vlogs,1,3.0,6.0,0.707,0.081,0.086,0.75,high_ad_need:agent/action
external_gFBO3zrod9Y_000005_000015,external,People & Vlogs,2,6.0,9.0,0.853,0.122,0.475,1.0,high_ad_need:agent/action
external_gFBO3zrod9Y_000005_000015,external,People & Vlogs,3,9.0,10.0,0.605,0.114,0.347,0.5,moderate_ad_need:agent/action
external_h8wsO9A9v_c_000016_000026,external,People & Vlogs,0,0.0,3.6,0.541,0.061,0.032,0.75,high_ad_need:spatial/scene
external_h8wsO9A9v_c_000016_000026,external,People & Vlogs,1,3.6,6.4,0.438,0.021,0.022,0.5,moderate_ad_need:agent/action
external_h8wsO9A9v_c_000016_000026,external,People & Vlogs,2,6.4,9.1,0.573,0.054,0.016,1.0,high_ad_need:spatial/scene
external_h8wsO9A9v_c_000016_000026,external,People & Vlogs,3,9.1,10.0,0.0,0.013,0.138,0.25,low_ad_need
external_heWD9j45Emw_000225_000235,external,Music,0,0.0,3.0,0.543,0.039,0.042,1.0,high_ad_need:agent/action
external_heWD9j45Emw_000225_000235,external,Music,1,3.0,6.0,0.298,0.035,0.038,0.5,moderate_ad_need:agent/action
external_heWD9j45Emw_000225_000235,external,Music,2,6.0,9.0,0.444,0.064,0.032,0.75,high_ad_need:spatial/scene
external_heWD9j45Emw_000225_000235,external,Music,3,9.0,10.0,0.289,0.05,0.047,0.25,low_ad_need
external_iEAWgsSvJAE_000023_000033,external,Film & Animation,0,0.0,3.6,0.088,0.084,0.043,0.25,low_ad_need
external_iEAWgsSvJAE_000023_000033,external,Film & Animation,1,3.6,6.4,0.278,0.073,0.113,0.75,high_ad_need:agent/action
external_iEAWgsSvJAE_000023_000033,external,Film & Animation,2,6.4,9.1,0.848,0.612,0.91,1.0,high_ad_need:agent/action
external_iEAWgsSvJAE_000023_000033,external,Film & Animation,3,9.1,10.0,0.091,0.03,0.015,0.5,moderate_ad_need:spatial/scene
external_iGmGQxox43I_000000_000010,external,How-to & Instructional,0,0.0,3.6,0.702,0.137,0.337,1.0,high_ad_need:agent/action
external_iGmGQxox43I_000000_000010,external,How-to & Instructional,1,3.6,6.4,0.547,0.057,0.031,0.5,moderate_ad_need:spatial/scene
external_iGmGQxox43I_000000_000010,external,How-to & Instructional,2,6.4,9.1,0.583,0.113,0.016,0.75,high_ad_need:spatial/scene
external_iGmGQxox43I_000000_000010,external,How-to & Instructional,3,9.1,10.0,0.0,0.069,0.01,0.25,low_ad_need
external_iZP6gjlr_nM_000113_000123,external,How-to & Instructional,0,0.0,3.0,0.746,0.483,0.272,1.0,high_ad_need:spatial/scene
external_iZP6gjlr_nM_000113_000123,external,How-to & Instructional,1,3.0,6.0,0.448,0.201,0.027,0.75,high_ad_need:spatial/scene
external_iZP6gjlr_nM_000113_000123,external,How-to & Instructional,2,6.0,9.0,0.243,0.096,0.014,0.5,moderate_ad_need:spatial/scene
external_iZP6gjlr_nM_000113_000123,external,How-to & Instructional,3,9.0,10.0,0.032,0.107,0.01,0.25,low_ad_need
external_j4CKRgv3jUg_000000_000010,external,Entertainment,0,0.0,3.0,0.511,0.515,0.149,1.0,high_ad_need:spatial/scene
external_j4CKRgv3jUg_000000_000010,external,Entertainment,1,3.0,6.0,0.296,0.391,0.084,0.75,high_ad_need:spatial/scene
external_j4CKRgv3jUg_000000_000010,external,Entertainment,2,6.0,9.0,0.265,0.342,0.069,0.5,moderate_ad_need:spatial/scene
external_j4CKRgv3jUg_000000_000010,external,Entertainment,3,9.0,10.0,0.225,0.221,0.056,0.25,low_ad_need
external_j6CgiNeWQwM_000842_000852,external,Food & Cooking,0,0.0,3.0,0.364,0.1,0.081,0.5,moderate_ad_need:spatial/scene
external_j6CgiNeWQwM_000842_000852,external,Food & Cooking,1,3.0,6.0,0.438,0.189,0.042,0.75,high_ad_need:spatial/scene
external_j6CgiNeWQwM_000842_000852,external,Food & Cooking,2,6.0,9.0,0.504,0.1,0.037,1.0,high_ad_need:spatial/scene
external_j6CgiNeWQwM_000842_000852,external,Food & Cooking,3,9.0,10.0,0.266,0.145,0.043,0.25,low_ad_need
external_jeweRSnAJeo_000050_000060,external,Film & Animation,0,0.0,3.6,0.433,0.176,0.131,0.625,moderate_ad_need:spatial/scene
external_jeweRSnAJeo_000050_000060,external,Film & Animation,1,3.6,6.4,0.838,0.432,0.153,1.0,high_ad_need:spatial/scene
external_jeweRSnAJeo_000050_000060,external,Film & Animation,2,6.4,9.1,0.344,0.387,0.056,0.25,low_ad_need
external_jeweRSnAJeo_000050_000060,external,Film & Animation,3,9.1,10.0,0.433,0.081,0.084,0.625,moderate_ad_need:agent/action
external_lgJywzzdUC8_000000_000010,external,Event,0,0.0,3.0,0.596,0.161,0.122,0.75,high_ad_need:spatial/scene
external_lgJywzzdUC8_000000_000010,external,Event,1,3.0,6.0,0.238,0.13,0.073,0.25,low_ad_need
external_lgJywzzdUC8_000000_000010,external,Event,2,6.0,9.0,0.414,0.224,0.101,0.5,moderate_ad_need:spatial/scene
external_lgJywzzdUC8_000000_000010,external,Event,3,9.0,10.0,0.808,0.373,0.147,1.0,high_ad_need:spatial/scene
external_rGQ64NXktF8_000006_000016,external,People & Vlogs,0,0.0,3.0,0.076,0.058,0.019,0.25,low_ad_need
external_rGQ64NXktF8_000006_000016,external,People & Vlogs,1,3.0,6.0,0.287,0.07,0.024,0.5,moderate_ad_need:spatial/scene
external_rGQ64NXktF8_000006_000016,external,People & Vlogs,2,6.0,9.0,0.732,0.125,0.045,0.75,high_ad_need:spatial/scene
external_rGQ64NXktF8_000006_000016,external,People & Vlogs,3,9.0,10.0,0.752,0.153,0.053,1.0,high_ad_need:spatial/scene
external_u-olDM7oGGM_000012_000022,external,Health & Wellness,0,0.0,3.0,0.737,0.113,0.13,1.0,high_ad_need:agent/action
external_u-olDM7oGGM_000012_000022,external,Health & Wellness,1,3.0,6.0,0.062,0.084,0.01,0.25,low_ad_need
external_u-olDM7oGGM_000012_000022,external,Health & Wellness,2,6.0,9.0,0.277,0.122,0.015,0.75,high_ad_need:spatial/scene
external_u-olDM7oGGM_000012_000022,external,Health & Wellness,3,9.0,10.0,0.147,0.105,0.017,0.5,moderate_ad_need:spatial/scene
external_v2Hr1CH-yb0_000076_000086,external,How-to & Instructional,0,0.0,3.0,0.283,0.335,0.105,0.75,high_ad_need:spatial/scene
external_v2Hr1CH-yb0_000076_000086,external,How-to & Instructional,1,3.0,6.0,0.146,0.231,0.093,0.5,moderate_ad_need:spatial/scene
external_v2Hr1CH-yb0_000076_000086,external,How-to & Instructional,2,6.0,9.0,0.131,0.301,0.166,0.25,low_ad_need
external_v2Hr1CH-yb0_000076_000086,external,How-to & Instructional,3,9.0,10.0,1.0,0.897,1.643,1.0,high_ad_need:agent/action
external_wbOD_G3ttgU_000083_000093,external,How-to & Instructional,0,0.0,3.0,0.289,0.123,0.059,0.5,moderate_ad_need:spatial/scene
external_wbOD_G3ttgU_000083_000093,external,How-to & Instructional,1,3.0,6.0,0.214,0.028,0.027,0.25,low_ad_need
external_wbOD_G3ttgU_000083_000093,external,How-to & Instructional,2,6.0,9.0,0.673,0.032,0.021,0.75,high_ad_need:spatial/scene
external_wbOD_G3ttgU_000083_000093,external,How-to & Instructional,3,9.0,10.0,0.716,0.06,0.02,1.0,high_ad_need:spatial/scene
external_xW6hpK-DBMY_000080_000090,external,How-to & Instructional,0,0.0,3.6,0.191,0.119,0.217,0.25,low_ad_need
external_xW6hpK-DBMY_000080_000090,external,How-to & Instructional,1,3.6,6.4,0.555,0.081,0.034,0.5,moderate_ad_need:spatial/scene
external_xW6hpK-DBMY_000080_000090,external,How-to & Instructional,2,6.4,9.1,0.698,0.08,0.02,1.0,high_ad_need:spatial/scene
external_xW6hpK-DBMY_000080_000090,external,How-to & Instructional,3,9.1,10.0,0.574,0.134,0.092,0.75,high_ad_need:spatial/scene
external_yBO8rAMeqjc_000007_000017,external,"Education, Seminar & Talks",0,0.0,3.0,0.731,0.089,0.167,1.0,high_ad_need:agent/action
external_yBO8rAMeqjc_000007_000017,external,"Education, Seminar & Talks",1,3.0,6.0,0.234,0.09,0.101,0.75,high_ad_need:agent/action
external_yBO8rAMeqjc_000007_000017,external,"Education, Seminar & Talks",2,6.0,9.0,0.19,0.091,0.05,0.25,low_ad_need
external_yBO8rAMeqjc_000007_000017,external,"Education, Seminar & Talks",3,9.0,10.0,0.222,0.109,0.067,0.5,moderate_ad_need:spatial/scene
external_zTJ0Zbv1jBo_000045_000055,external,Health & Wellness,0,0.0,3.6,0.496,0.678,0.26,0.5,moderate_ad_need:spatial/scene
external_zTJ0Zbv1jBo_000045_000055,external,Health & Wellness,1,3.6,6.4,0.529,0.578,0.232,0.75,high_ad_need:spatial/scene
external_zTJ0Zbv1jBo_000045_000055,external,Health & Wellness,2,6.4,9.1,0.697,0.623,0.13,1.0,high_ad_need:spatial/scene
external_zTJ0Zbv1jBo_000045_000055,external,Health & Wellness,3,9.1,10.0,0.144,0.196,0.056,0.25,low_ad_need
