clip_idx,video_id,category,tier,gt,description,grader_model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,A,2,0.0,no,,No vehicle colors mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,A,3,0.0,no,,No viewpoint described.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",gpt-4o,A,4,0.0,no,,No branding mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,B,0,0.5,partial,rides off,Mentions riding but lacks detail.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,B,1,0.0,no,,No environment described.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,B,2,0.0,no,,No vehicles described.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,B,3,0.0,no,,No viewpoint described.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,gpt-4o,B,4,0.0,no,,No branding mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,C,0,0.5,partial,start again,Mentions starting but lacks detail.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,C,1,0.0,no,,No environment described.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,C,2,0.0,no,,No vehicles described.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,C,3,0.0,no,,No viewpoint described.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",gpt-4o,C,4,0.0,no,,No branding mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,0,0.0,no,,Describes unrelated scene.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,1,0.0,no,,Describes unrelated scene.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,2,0.0,no,,Describes unrelated scene.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,3,0.0,no,,Describes unrelated scene.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,4,0.0,no,,Describes unrelated scene.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,A,0,0.0,no,A man on a motorcycle pulls a sleigh,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,A,1,0.5,partial,in the snow,"Snow mentioned, but no slope or mountainside."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,A,2,0.0,no,,No blue object mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,A,3,0.0,no,,No clothing color mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,gpt-4o,A,4,0.0,no,,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,B,0,0.0,no,A man on a motorbike is pulling a sled,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,B,1,0.5,partial,through snow and ice,"Snow mentioned, but no slope or mountainside."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,B,2,0.0,no,,No blue object mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,B,3,0.0,no,,No clothing color mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,gpt-4o,B,4,0.0,no,,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,C,0,0.0,no,a man rides a motorcycle,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,C,1,0.5,partial,In a snowy landscape,"Snow mentioned, but no slope or mountainside."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,C,2,0.5,partial,a blue sled,"Blue object mentioned, but not ski/snowboard."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,C,3,0.0,no,,No clothing color mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",gpt-4o,C,4,0.0,no,,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,0,0.0,no,A man in a green shirt and navy shorts walks,No falling or tumbling described.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,1,0.0,no,appears to be a zoo or animal enclosure,No snowy outdoor location described.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,2,0.0,no,,No blue object mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,3,0.0,no,green shirt and navy shorts,No dark clothing against snow.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,D,4,0.0,no,,No falling or tumbling described.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,A,0,0.0,no,,No horses mentioned.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,A,1,0.0,no,,No equestrian facility described.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,A,2,0.0,no,,No logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,A,3,0.0,no,,No sign described.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",gpt-4o,A,4,0.0,no,,No horse in trees mentioned.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,B,0,0.0,no,,No grazing horses mentioned.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,B,1,0.0,no,,No facility described.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,B,2,0.0,no,,No logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,B,3,0.0,no,,No sign described.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,gpt-4o,B,4,0.0,no,,No horse in trees mentioned.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,C,0,0.5,partial,horses grazing,"Horses grazing mentioned, colors not specified."
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,C,1,0.0,no,,No facility details provided.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,C,2,0.0,no,,No logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,C,3,0.5,partial,horse ranch sign,"Sign mentioned, no silhouette detail."
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",gpt-4o,C,4,0.5,partial,riding horses through woods,"Horses in woods, no rope mentioned."
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,D,0,0.5,partial,Horses graze peacefully,"Grazing mentioned, colors not specified."
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,D,1,0.0,no,,No facility details provided.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,D,2,1.0,yes,sign for KOA Ranch,KOA logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,D,3,1.0,yes,silhouette of a horse,Horse silhouette on sign.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",gpt-4o,D,4,0.5,partial,riding horses along a wooded trail,"Horses in woods, no rope mentioned."
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,A,0,1.0,yes,a skier navigates a snowy hill,Describes skiing on snow.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,A,1,1.0,yes,weaving between flexible poles in a slalom course,Mentions ski slope and poles.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,A,2,1.0,yes,weaving between flexible poles,Mentions poles marking course.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,A,3,1.0,yes,At night,Mentions nighttime.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,A,4,0.0,no,,Doesn't describe clothing.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,B,0,1.0,yes,skiing at night,Describes skiing at night.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,B,1,0.5,partial,around several poles,"Mentions poles, not slope."
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,B,2,1.0,yes,around several poles,Mentions poles marking course.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,B,3,1.0,yes,at night,Mentions nighttime.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,gpt-4o,B,4,0.0,no,,Doesn't describe clothing.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,C,0,0.5,partial,skiing between poles on a snowy hill,"Mentions skiing, not night."
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,C,1,0.5,partial,on a snowy hill,"Mentions hill, not slope."
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,C,2,1.0,yes,between poles,Mentions poles marking course.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,C,3,0.0,no,,Doesn't mention time.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,gpt-4o,C,4,0.0,no,,Doesn't describe clothing.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,D,0,0.0,no,,Describes unrelated scene.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,D,1,0.0,no,,Describes unrelated scene.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,D,2,0.0,no,,Describes unrelated scene.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,D,3,0.0,no,,Describes unrelated scene.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,D,4,0.0,no,,Describes unrelated scene.
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,A girl performs the high jump at a track meet.,gpt-4o,A,0,0.0,no,,Does not mention clothing.
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,A girl performs the high jump at a track meet.,gpt-4o,A,1,0.5,partial,high jump at a track meet,Mentions track but not hurdles.
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,A girl performs the high jump at a track meet.,gpt-4o,A,2,0.5,partial,track meet,Implies outdoor track setting.
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,A girl performs the high jump at a track meet.,gpt-4o,A,3,0.0,no,,No equipment mentioned.
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,A girl performs the high jump at a track meet.,gpt-4o,A,4,0.0,no,,No running or hurdles mentioned.
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",gpt-4o,B,0,0.0,no,,Does not mention clothing.
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",gpt-4o,B,1,0.5,partial,jumps over a hurdle on a track,Mentions hurdles but not track type.
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",gpt-4o,B,2,0.5,partial,on a track,Implies track setting.
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",gpt-4o,B,3,0.0,no,,No equipment details.
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",gpt-4o,B,4,0.5,partial,running and doing a high jump,Mentions running but not hurdles.
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,C,0,0.0,no,,Unrelated to question.
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,C,1,0.0,no,,Unrelated to question.
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,C,2,0.0,no,,Unrelated to question.
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,C,3,0.0,no,,Unrelated to question.
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",gpt-4o,C,4,0.0,no,,Unrelated to question.
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",gpt-4o,D,0,1.0,yes,yellow shirt and black pants,Directly states clothing.
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",gpt-4o,D,1,1.0,yes,track and field event,Mentions hurdles and track.
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",gpt-4o,D,2,0.5,partial,track and field event,Implies outdoor track.
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",gpt-4o,D,3,0.5,partial,hurdles on a track,Mentions hurdles but not colors.
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",gpt-4o,D,4,1.0,yes,runs and leaps over hurdles,Describes running and hurdles.
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,gpt-4o,A,0,1.0,yes,volleyball field,Mentions volleyball explicitly.
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,gpt-4o,A,1,0.0,no,,Surface material not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,gpt-4o,A,2,0.0,no,,Net not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,gpt-4o,A,3,0.0,no,,Background not described.
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,gpt-4o,A,4,0.0,no,,Number of players not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,Some boys talking in a foreign language are playing Volley Ball.,gpt-4o,B,0,1.0,yes,playing Volley Ball,Explicitly states volleyball.
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,Some boys talking in a foreign language are playing Volley Ball.,gpt-4o,B,1,0.0,no,,Surface material not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,Some boys talking in a foreign language are playing Volley Ball.,gpt-4o,B,2,0.0,no,,Net not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,Some boys talking in a foreign language are playing Volley Ball.,gpt-4o,B,3,0.0,no,,Background not described.
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,Some boys talking in a foreign language are playing Volley Ball.,gpt-4o,B,4,0.0,no,,Number of players not mentioned.
12,abaLFY_GI8k_000295_000305,Sports,tier3_va11y,3,"A group of boys is playing volleyball on an outdoor dirt court. The net is slightly broken, and the setting is casual. One boy serves the ball, and another jumps to spike it over the net. The players are wearing shorts and are engaged in the game, communicating in a foreign language. The scene is lively, with the boys moving energetically across the court.",gpt-4o,C,0,1.0,yes,playing volleyball on an outdoor dirt court,Explicitly states volleyball.
12,abaLFY_GI8k_000295_000305,Sports,tier3_va11y,3,"A group of boys is playing volleyball on an outdoor dirt court. The net is slightly broken, and the setting is casual. One boy serves the ball, and another jumps to spike it over the net. The players are wearing shorts and are engaged in the game, communicating in a foreign language. The scene is lively, with the boys moving energetically across the court.",gpt-4o,C,1,1.0,yes,outdoor dirt court,Mentions dirt court.
12,abaLFY_GI8k_000295_000305,Sports,tier3_va11y,3,"A group of boys is playing volleyball on an outdoor dirt court. The net is slightly broken, and the setting is casual. One boy serves the ball, and another jumps to spike it over the net. The players are wearing shorts and are engaged in the game, communicating in a foreign language. The scene is lively, with the boys moving energetically across the court.",gpt-4o,C,2,1.0,yes,net is slightly broken,Mentions net explicitly.
