source,kind,id,category,adqa,clip_top3,word_count,sentence_count,experience_severity,anticipation_spoiler,frame_dump_list,uncertain_inference,timing_sequence,snippet
vatex,crowd_caption,95YJMSMrrFY_000000_000010#cap5,Sports,,,19,1,0,0,0,0,0,A young boy with a group of other running and doing a long jump and afterwards it is measured.
vatex,crowd_caption,95YJMSMrrFY_000000_000010#cap6,Sports,,,15,1,0,0,0,0,0,A young boys and takes a long jump and woman comes out to measure it.
vatex,crowd_caption,95YJMSMrrFY_000000_000010#cap7,Sports,,,29,1,1,0,0,0,1,A young teenage boy is outdoors in front of a crowd running on a track then jumping into a pit of sand which a woman measures the distance of.
vatex,crowd_caption,95YJMSMrrFY_000000_000010#cap8,Sports,,,13,1,0,0,0,0,0,A field event watch as a young boy competes in the long jump
vatex,crowd_caption,95YJMSMrrFY_000000_000010#cap9,Sports,,,15,1,1,0,0,0,1,A kid runs all the way down a track and then jumps into the sand.
videoa11y,professional_ad,RCoFRq-p9MM_000259_000269,Sports,,,55,3,0,0,0,0,0,"In a bustling gymnasium, two teams of young men engage in a competitive indoor volleyball match. The players, wearing distinct team uniforms, move swiftly across the polished wooden floor, spiking the ball back and forth"
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap0,Sports,,,12,1,0,0,0,0,0,Young children playing indoor volleyball and having the ball spiked on them.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap1,Sports,,,32,1,1,0,0,0,1,"A group of people play volleyball as a group of people sit, stand and watch, and then another group of people play volleyball as a group of people stand, sit and watch."
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap2,Sports,,,17,1,0,0,0,0,0,A volleyball game at a school that has a great ball spiker on one of the teams.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap3,Sports,,,11,1,0,0,0,0,0,Teen boys compete in a volleyball game in an indoor gym.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap4,Sports,,,14,1,0,0,0,0,0,"Young men in an indoor gym playing volleyball, spike the ball back and forth."
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap5,Sports,,,13,1,0,0,0,0,0,A group of kids play a game of volleyball while their coach watches.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap6,Sports,,,11,1,0,0,0,0,0,Two intenses volleyball games are going on between two competitive teams.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap7,Sports,,,11,1,0,0,0,0,0,Volleyball players successfully spiking the ball across the net and scoring.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap8,Sports,,,13,1,0,0,0,0,0,A group of people ina gym stand and play volleyball over a net.
vatex,crowd_caption,RCoFRq-p9MM_000259_000269#cap9,Sports,,,10,1,0,0,0,0,0,Two volleyball teams are playing a game in a gymnasium.
videoa11y,professional_ad,R4Pyo8HH3HE_000015_000025,Sports,,,46,3,0,0,0,0,0,"A climber ascends a steep ice wall, using two ice picks for support. The climber is secured with a rope, visible against the icy surface. The scene captures the climber's steady progress as they navigate the frozen terra"
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap0,Sports,,,10,1,0,0,0,0,0,A person is climbing up an ice wall with 2 hooks
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap1,Sports,,,18,1,0,0,0,0,0,"A man with ice picks in his hands, is climbing an ice wall and says he is going."
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap2,Sports,,,13,1,1,0,0,0,1,An ice mountain climber is taking a rest before he continues any further.
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap3,Sports,,,14,1,0,0,0,0,0,A person uses two large picks to climb the face of a ice structure.
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap4,Sports,,,14,1,0,0,0,0,0,A person is climbing up a snowy hill with a rope attached to them
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap5,Sports,,,14,1,0,0,0,0,0,A person is using two pick to scale the side of an ice wall.
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap6,Sports,,,19,1,0,0,0,0,0,"A man is climbing up a mountain that is covered in ice, he is using ice picks to help."
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap7,Sports,,,14,1,0,0,0,0,0,A person is climbing up the snowy mountain with the help of snow gear
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap8,Sports,,,13,1,0,0,0,0,0,A person uses ice picks to climb the side of an ice wall.
vatex,crowd_caption,R4Pyo8HH3HE_000015_000025#cap9,Sports,,,15,1,0,0,0,0,0,Man climbing up the side of an icy cliff with a pick in each hand.
videoa11y,professional_ad,aa3CxBT4l1s_000047_000057,People & Vlogs,,,52,4,1,0,0,0,1,"In a small room, a young boy sits on a bed, visibly upset as an adult trims his toenails. The boy grimaces and cries, his face showing discomfort. The adult, sitting beside him, carefully works on his foot, trying to com"
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap0,People & Vlogs,,,16,1,0,0,0,0,0,In a room a young boy is crying because he is getting his toe nails clipped.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap1,People & Vlogs,,,18,1,0,0,0,0,0,"A boy sitting on a bed with a woman, cries while the woman tries to cut his toenails."
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap2,People & Vlogs,,,13,1,0,0,0,0,0,A little boy is crying as another person helps to trim his nails.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap3,People & Vlogs,,,12,1,0,0,0,0,0,A boy grimaces and cries while an adult works on his foot.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap4,People & Vlogs,,,11,1,0,0,0,0,0,"A little boy is crying, a women is bandaging his foot."
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap5,People & Vlogs,,,11,1,0,0,0,0,0,A small child cries while someone does something to his foot.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap6,People & Vlogs,,,14,1,1,0,0,0,1,A child cries with no shirt on next to another person inside a room.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap7,People & Vlogs,,,14,1,0,0,0,0,0,A young boy makes pained faces and cries as an adult trims his fingernails.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap8,People & Vlogs,,,17,1,0,0,0,0,0,A little boy is sitting on the bed crying while a man is working on his foot.
vatex,crowd_caption,aa3CxBT4l1s_000047_000057#cap9,People & Vlogs,,,15,1,0,0,0,0,0,An adult is trimming a child's toe nail while the child is not very happy.
videoa11y,professional_ad,5ZrR2NJUOeU_000061_000071,Entertainment,,,58,4,0,0,0,0,0,"In a brightly lit room, a teenage boy wearing a red letterman jacket sits nervously. A woman applies a wax strip to his eyebrow. With a swift motion, she pulls the strip off, causing the boy to scream in surprise and pai"
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap0,Entertainment,,,16,1,0,0,0,0,0,A female applies wax to a teenage boys eyebrows and he screams as she pulls it.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap1,Entertainment,,,17,1,0,0,0,0,0,A boy is getting his eyebrow waxed and another person rips the wax rip off really fast.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap2,Entertainment,,,14,1,0,0,0,0,0,A teenager is letting his friend remove hair from his eyebrows with a strip.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap3,Entertainment,,,14,1,0,0,0,0,0,Teenage boy in a letterman jacket having his eyebrows waxed leaving him in pain.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap4,Entertainment,,,11,1,0,0,0,0,0,A person is removing a medical bandage from another person's eye.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap5,Entertainment,,,15,1,0,0,0,0,0,A person removes the tape that is used for hair removing from a mans face.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap6,Entertainment,,,15,1,1,0,0,0,1,A teenage boy is cringing after getting his eyebrow waxed in front of laughing people.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap7,Entertainment,,,17,1,0,0,0,0,0,"A young man with a wax strip on his eyebrow, gets it pulled off by another person."
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap8,Entertainment,,,12,1,0,0,0,0,0,A person uses a eyebrow wax removal strip to shape man's eyebrows.
vatex,crowd_caption,5ZrR2NJUOeU_000061_000071#cap9,Entertainment,,,14,1,1,0,0,0,1,"A man allowing a woman to wax his eyebrows, and then instantly regretting it."
videoa11y,professional_ad,reFGFzbRp5Q_000027_000037,Entertainment,,,64,4,0,0,0,0,0,"A bartender stands behind a bar, skillfully juggling cups and bottles. He performs a series of rapid and fluid hand motions, tossing cocktail shakers and liqueur bottles into the air with precision. The bar is illuminate"
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap0,Entertainment,,,11,1,0,0,0,0,0,There is a man juggling cups and bottles behind a bar.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap1,Entertainment,,,15,1,0,0,0,0,0,A male bartender is juggling drinks at a high pace in front of an audience.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap2,Entertainment,,,9,1,0,0,0,0,0,A male bartender throwing cocktail containers behind a bar.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap3,Entertainment,,,14,1,0,0,0,0,0,A bartender does a lot of hand motions and throws while preparing a drink.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap4,Entertainment,,,11,1,0,0,0,0,0,A bartender is doing tricks with the drinks for his customers.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap5,Entertainment,,,12,1,0,0,0,0,0,A bartender is seen performing some stunts with the cups and bottles.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap6,Entertainment,,,14,1,0,0,0,0,0,Man showing of his talent juggling shakers to make  mixed drink in a bar.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap7,Entertainment,,,16,1,0,0,0,0,0,A bartender doing his flares with bottles of liqueur and a shaker while making a cocktail.
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap8,Entertainment,,,12,1,0,0,0,0,0,A man stands behind a bar and juggles with the bar equipment
vatex,crowd_caption,reFGFzbRp5Q_000027_000037#cap9,Entertainment,,,13,1,0,0,0,0,0,A bartender is throwing cups and bottles into the air behind the bar.
videoa11y,professional_ad,KxiL-8tNt1A_000017_000027,Pets & Animals,,,42,3,0,0,0,0,0,"A child sits on a sled, gliding swiftly down a snowy hill. The scene is lively, with other people walking up the hill, carrying sleds. The child continues to slide down the slope, surrounded by the cheerful atmosphere of"
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap0,Pets & Animals,,,15,1,0,0,0,0,0,A child sledding down a snowy mountain while the person recording says she's doing well.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap1,Pets & Animals,,,14,1,0,0,0,0,0,Young child enjoy's a wintery day by sliding down a hill on her sleigh.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap2,Pets & Animals,,,10,1,0,0,0,0,0,A person rides down the snowy hill on a sled.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap3,Pets & Animals,,,10,1,0,0,0,0,0,A person was sliding down the snow with a sled
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap4,Pets & Animals,,,15,1,0,0,0,0,0,A person rides a sled down a snowy hill for a long period of time.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap5,Pets & Animals,,,13,1,0,0,0,0,0,A boy sleds down a snowy hill while his parents cheer him on.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap6,Pets & Animals,,,12,1,0,0,0,0,0,Someone is sitting on a sled and riding down a hill quickly.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap7,Pets & Animals,,,15,1,0,0,0,0,0,A boy sleds down a hill while many other people are walking up the hill.
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap8,Pets & Animals,,,17,1,0,0,0,0,0,"A group of people are on a sled hill, one person comes sliding down on the hill."
vatex,crowd_caption,KxiL-8tNt1A_000017_000027#cap9,Pets & Animals,,,14,1,0,0,0,0,0,"A boy sitting on a sled, slides down a steep hill full of snow."
videoa11y,professional_ad,Y4oys5bb_FE_000021_000031,Sports,,,68,4,0,0,0,0,0,"In an indoor ice rink, two teams of young children are playing a game of ice hockey. The players, wearing helmets of different colors, skate energetically across the ice, chasing the puck with their sticks. The children "
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap0,Sports,,,14,1,0,0,0,0,0,"Two groups of small children play hockey, and take the puck from each other."
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap1,Sports,,,13,1,0,0,0,0,0,A group of people are playing ice hockey inside of an indoor arena.
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap2,Sports,,,15,1,0,0,0,0,0,A group of kids are playing ice hockey with a stick and a ice puck.
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap3,Sports,,,14,1,0,0,0,0,0,A group of kids play a hockey game together on an ice rink together
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap4,Sports,,,14,1,0,0,0,0,0,"On an ice rink, several players skate towards a puck and fight for it."
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap5,Sports,,,12,1,0,0,0,0,0,Hockey players on the rink were passing the ball with their sticks
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap6,Sports,,,12,1,0,0,0,0,0,Young boys are on opposing teams playing a hockey match on ice.
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap7,Sports,,,12,1,0,0,0,0,0,Two teams of young hockey players are skating on an ice rink
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap8,Sports,,,13,1,0,0,0,0,0,Two teams of children are playing a game of hockey against each other.
vatex,crowd_caption,Y4oys5bb_FE_000021_000031#cap9,Sports,,,19,1,0,0,0,0,0,Two teams one with black helmet the other with red helmet are playing ice hockey on the ice rink
videoa11y,professional_ad,lVDNcoT6R0A_000041_000051,How-to & Instructional,,,51,4,0,0,0,0,0,"A young man and woman stand facing each other, brushing their teeth. They take turns speaking a foreign phrase, repeating it back and forth. The setting is simple, with a striped background. Their interaction is focused "
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap0,How-to & Instructional,,,22,1,0,0,0,0,0,"A young man and woman are facing each other, taking turns  brushing their teeth and repeating a foreign phrase to each other."
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap1,How-to & Instructional,,,15,1,1,0,0,0,1,A man and woman face each other while brushing their teeth then take turns speaking
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap2,How-to & Instructional,,,12,1,0,0,0,0,0,A man and a woman have a conversation while brushing their teeth.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap3,How-to & Instructional,,,11,1,0,0,0,0,0,Man and woman brushing their teeth together and talking about something.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap4,How-to & Instructional,,,9,1,0,0,0,0,0,This man and woman are brushing their teeth together.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap5,How-to & Instructional,,,14,1,0,0,0,0,0,A man and woman are talking and brushing their teeth while facing one another.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap6,How-to & Instructional,,,20,1,0,0,0,0,0,A man and a women are staring at each other while brushing their teeth and say phrases to each other.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap7,How-to & Instructional,,,11,1,0,0,0,0,0,A man and a woman are standing and brushing their teeth.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap8,How-to & Instructional,,,14,1,0,0,0,0,0,A man and a woman are brushing their teeth and repeating a certain phrase.
vatex,crowd_caption,lVDNcoT6R0A_000041_000051#cap9,How-to & Instructional,,,15,1,0,0,0,0,0,Two people are brushing their teeth and talking to each other in a foreign language.
videoa11y,professional_ad,lZ7-OqFQaPc_000000_000010,How-to & Instructional,,,59,4,1,0,0,0,1,"A young boy stands by a river, wearing a camouflage hat and a blue shirt. He demonstrates how to cast a fishing line using a small fishing rod. The boy swings the rod back and forth, explaining his technique as he casts "
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap0,How-to & Instructional,,,14,1,0,0,0,0,0,A young boy by a river is demonstrating how to cast a fishing line.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap1,How-to & Instructional,,,17,1,0,0,0,0,0,A young boy is throwing a fishing line and lure into a stream and talking about it.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap2,How-to & Instructional,,,13,1,0,0,0,0,0,A boy standing by the river swings his fishing rod across the river.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap3,How-to & Instructional,,,15,1,1,0,0,0,1,"A boy casts his fishing line into the water, then shows and explains his technique."
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap4,How-to & Instructional,,,12,1,0,0,0,0,0,A little boy is demonstrating how to fish using a fishing pole.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap5,How-to & Instructional,,,19,1,0,0,0,0,0,"A little boy using a fishing rod to throw a fishing line out into a pond, river or lake."
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap6,How-to & Instructional,,,10,1,0,0,0,0,0,A boy in a camouflage hat throws a fishing line.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap7,How-to & Instructional,,,17,1,0,0,0,0,0,A young boy is shown fishing in a body of water while explaining how to do it.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap8,How-to & Instructional,,,15,1,1,0,0,0,1,A young boy casts out from his fishing pole then walks away from the water.
vatex,crowd_caption,lZ7-OqFQaPc_000000_000010#cap9,How-to & Instructional,,,11,1,0,0,0,0,0,A boy goes fishing and reels his line towards the river.
videoa11y,professional_ad,IB0GWABkT-k_000189_000199,Sports,,,57,4,0,0,0,0,0,"A skateboarder glides swiftly down a suburban street on a sunny day. The camera captures the view from the skateboard, showing the rider's foot positioned on the board. The street is lined with parked cars and palm trees"
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap0,Sports,,,22,1,0,0,0,0,0,"Skateboarder moves forward on paved street, toe of shoe hangs over side of board, and cars, houses and palm trees are ahead."
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap1,Sports,,,12,1,0,0,0,0,0,A skateboarder is rolling down a hill that is not very steep.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap2,Sports,,,14,1,0,0,0,0,0,A person rides a skateboard fast down a road with parked cars on it.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap3,Sports,,,14,1,0,0,0,0,0,A skateboarder rides down a street and records his trip with a small camera.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap4,Sports,,,11,1,0,0,0,0,0,a skateboard rider is going down the middle of the road.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap5,Sports,,,10,1,0,0,0,0,0,A person is skateboarding down a city street and filming.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap6,Sports,,,11,1,1,0,0,1,0,A boy seems to be skate boarding on a modified skateboard.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap7,Sports,,,16,1,0,0,0,0,0,Riding a skateboard down a paved suburban street on a sunny day at a rapid pace.
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap8,Sports,,,11,1,0,0,0,0,0,A guy's feet are shown riding a skateboard doen a street
vatex,crowd_caption,IB0GWABkT-k_000189_000199#cap9,Sports,,,10,1,0,0,0,0,0,A skateboarder riding down a suburban neighborhood in the daytime.
videoa11y,professional_ad,8FC7KLzeFFs_000012_000022,Entertainment,,,39,3,1,0,0,0,1,"In a living room, a young woman kneels on a large, white exercise ball, attempting to balance. She wobbles and then tumbles off, landing on the carpeted floor. Laughter fills the room as she lies on the ground, smiling."
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap0,Entertainment,,,20,1,0,0,0,0,0,A girl that is trying to balance herself on a balance ball while on her knees but she falls off.
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap1,Entertainment,,,13,1,1,0,0,0,1,"A woman kneels balancing on a white ball, then laughs on the floor."
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap2,Entertainment,,,13,1,0,0,0,0,0,A woman is kneeling on a big round exercise ball and falls off.
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap3,Entertainment,,,13,1,0,0,0,0,0,A woman is trying to balance on an exercise ball and she falls..
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap4,Entertainment,,,16,1,0,0,0,0,0,"A girl is trying to balance on her knees on a yoga ball and falls, laughing."
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap5,Entertainment,,,14,1,0,0,0,0,0,A woman is trying to balance on an exercise ball and falls off laughing.
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap6,Entertainment,,,18,1,1,0,0,0,1,A teenage girl is on her knees on top of an exercise ball before falling to the floor.
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap7,Entertainment,,,23,2,1,0,0,0,1,"A woman tries to balance, then falls off an excersise ball, another woman holding the camera can be heard laughing and saying ""fall."""
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap8,Entertainment,,,17,1,0,0,0,0,0,A young woman on an exercise ball as she tries to stay on it but falls over
vatex,crowd_caption,8FC7KLzeFFs_000012_000022#cap9,Entertainment,,,12,1,1,0,0,0,1,"A young girl plays on a large ball, then falls down laughing."
videoa11y,professional_ad,OegoxK2rWBQ_000158_000168,Health & Wellness,,,63,4,0,0,0,0,0,"In a room with purple walls, two women demonstrate an upper back and shoulder stretch. One woman, with short blonde hair, extends her arm across her body, while the other, with longer blonde hair, provides guidance. The "
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap0,Health & Wellness,,,15,1,1,0,0,1,0,A lady demonstrating would possibly is an upper back shoulder stretch as another is explaining.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap1,Health & Wellness,,,10,1,0,0,0,0,0,Two women showing how to do shoulder and arm stretches.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap2,Health & Wellness,,,14,1,0,0,0,0,0,A woman giving instruction while having another woman stretch her arm across her body.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap3,Health & Wellness,,,19,1,0,0,0,0,0,A woman is demonstrating a type of stretch on another woman where she crosses one arm over the other.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap4,Health & Wellness,,,12,1,0,0,0,0,0,Two women are inside of a room and are doing arm exercises.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap5,Health & Wellness,,,14,1,0,0,0,0,0,A woman is guiding another woman to do some strength training for her arm.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap6,Health & Wellness,,,14,1,0,0,0,0,0,"Two women are doing some yoga poses, while one is helping out the other."
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap7,Health & Wellness,,,14,1,0,0,0,0,0,A woman is doing arm and shoulder stretches as another woman is explaining it.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap8,Health & Wellness,,,15,1,0,0,0,0,0,A woman gives another woman one on one direction on how to stretch her shoulders.
vatex,crowd_caption,OegoxK2rWBQ_000158_000168#cap9,Health & Wellness,,,15,1,0,0,0,0,0,"Inside, a female instructor is showing another female how to do a side arm stretch."
videoa11y,professional_ad,t2A8xBaEpJA_000156_000166,Entertainment,,,71,3,0,0,0,0,0,"In a brightly lit room with tiled flooring, a woman lies on the floor, laughing as another woman applies wax strips to her legs. The scene is filled with laughter and chatter from a group of women, creating a lively and "
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap0,Entertainment,,,12,1,0,0,0,0,0,A girl is laying on the floor while someone waxes her legs.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap1,Entertainment,,,16,1,0,0,0,0,0,A woman lying on a tile floor gets her legs waxed by another woman using strips.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap2,Entertainment,,,18,1,0,0,0,0,0,A woman is laying on the ground as another woman is waxing the back of her lower leg.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap3,Entertainment,,,15,1,0,0,0,0,0,A woman is laying down on the floor as her friend waxes her lower leg.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap4,Entertainment,,,18,1,0,0,0,0,0,A person is waxing another persons leg while she is screaming and people are talking in the background.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap5,Entertainment,,,13,1,0,0,0,0,0,a group of women laughing as one women is getting her leg waxed.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap6,Entertainment,,,17,1,0,0,0,0,0,A woman lying on the kitchen floor laughs as another woman rubs her leg with a bandage.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap7,Entertainment,,,12,1,0,0,0,0,0,A woman uses cloth strips to wax the leg of another woman.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap8,Entertainment,,,13,1,0,0,0,0,0,A girl is waxing another girls leg that is laying on the floor.
vatex,crowd_caption,t2A8xBaEpJA_000156_000166#cap9,Entertainment,,,19,1,0,0,0,0,0,"A group of women in a parlor or kitchen waxing the others legs, and not doing a good job."
videoa11y,professional_ad,E7-8duZ65lk_000000_000010,Health & Wellness,,,46,3,0,0,0,0,0,"In a bright gym, two women are jump roping together, sharing a single rope. They face each other, coordinating their movements in unison. The gym is equipped with various workout machines in the background, and the atmos"
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap0,Health & Wellness,,,11,1,0,0,0,0,0,Two women are jump roping close together inside of a gym.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap1,Health & Wellness,,,14,1,0,0,0,0,0,"Two women are jumping rope together, face-to-face inside the same jump rope."
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap2,Health & Wellness,,,15,1,0,0,0,0,0,Two women are jumping together in one jump rope while another person off-camera cheers.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap3,Health & Wellness,,,12,1,0,0,0,0,0,Two girls jump rope in tandem during a workout in the gym.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap4,Health & Wellness,,,14,1,0,0,0,0,0,two women in a gym doing jump rope using on rope and jumping together.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap5,Health & Wellness,,,12,1,0,0,0,0,0,Inside a workout gym two women make a lot of small jumps.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap6,Health & Wellness,,,13,1,1,0,0,0,1,Two girls in a gym are jump roping together and then someone yells.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap7,Health & Wellness,,,20,1,0,0,0,0,0,Two woman friends are together in a shopping mall in an open section and together they are both jumping rope.
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap8,Health & Wellness,,,17,1,0,0,0,0,0,"Two women jump up and down together, doing a workout move in the middle of the gym."
vatex,crowd_caption,E7-8duZ65lk_000000_000010#cap9,Health & Wellness,,,19,1,0,0,0,0,0,Two girls are in a gym and they are jumping with a jump rope together at the same time.
videoa11y,professional_ad,K2RXBhHa7M4_000023_000033,How-to & Instructional,,,62,4,0,0,0,0,0,"In a cozy room, a young boy in pajamas sits at a table with a large, lit candle in a glass jar. A woman encourages him to blow out the flame. The boy leans forward, takes a deep breath, and tries to blow it out. He picks"
vatex,crowd_caption,K2RXBhHa7M4_000023_000033#cap0,How-to & Instructional,,,10,1,0,0,0,0,0,A young boy is encouraged to blow out a candle.
vatex,crowd_caption,K2RXBhHa7M4_000023_000033#cap1,How-to & Instructional,,,15,1,0,0,0,0,0,A kid picks up a candle while a woman tells him to blow it out.
vatex,crowd_caption,K2RXBhHa7M4_000023_000033#cap2,How-to & Instructional,,,40,1,1,0,0,0,1,A boy is sitting on a chair at a table with a lit candle on it and is trying to blow the candle out and then he stands up and picks up the candle still trying to blow it out.
vatex,crowd_caption,K2RXBhHa7M4_000023_000033#cap3,How-to & Instructional,,,12,1,0,0,0,0,0,A little boy is being encouraged to blow out a large candle.
