clip_idx,video_id,category,tier,gt,adqa_v4_score,n_questions,crit_w_adqa,clip_top3,story_recall,vt_consistency,duration_s,mean_speech_density,all4_mean_full_order,all4_mean_tier3_margin,tier3_va11y_words,tier1_vatex_short_words,ad_text,read_seconds,comprehension_per_second,adqa_norm,clip_norm,false_grounding_gap,visual_lexicon_purity,temporal_misalign,adqa_gain_vs_cross,word_count,saturation_ratio,speech_density,audio_leakage,rank_chaos,head_agreement_index,inversion_mass_adqa,marginal_word_value_t3,judge_full_order,judge_low_margin,ensemble_violation,gt_label_dispute,research_audit_index
14,UDD6YcChywc_000000_000010,Sports,tier1_vatex_short,1,0.5,5,0.5,0.3074469235208299,0.3333333333333333,0.417,16.39,0.9090909090909092,1.0,0.2999999999999999,46,14,A man walks on the ice pushing a curling block and then falls down.,4.2,0.11904761904761904,0.625,1.0,0.375,0.36363636363636365,0.10390235315989554,0.5,14,0.03571428571428571,0.9090909090909092,0.0,0.33333333333333315,0.6666666666666666,0.09999999999999998,0.009375000000000001,1.0,0,1,0,0.7073538824596469
14,UDD6YcChywc_000000_000010,Sports,tier2_vatex_long,2,0.4,5,0.36363636363636365,0.2751801941129896,0.3333333333333333,0.417,16.39,0.9090909090909092,1.0,0.2999999999999999,46,14,"A man is playing the sport curling, is pushing the object across the ice, the slips and falls, whilst other people stand around and clap and react.",8.1,0.044893378226711564,0.5,0.8159856267410344,0.31598562674103436,0.2916666666666667,0.0993943501368077,0.4,27,0.014814814814814815,0.9090909090909092,0.0,0.33333333333333315,0.6666666666666666,0.09999999999999998,0.009375000000000001,1.0,0,1,0,0.7073538824596469
14,UDD6YcChywc_000000_000010,Sports,tier3_va11y,3,0.8,5,0.9090909090909091,0.2922417985068427,0.7777777777777778,0.833,16.39,0.9090909090909092,1.0,0.2999999999999999,46,14,"In an indoor curling rink, a man skillfully slides a curling stone down the ice. As he releases the stone, he loses his balance and falls onto the ice. A small group of onlookers reacts with laughter and concern, checking to see if he is okay.",13.799999999999999,0.06587615283267458,1.0,0.9132864842169834,-0.08671351578301656,0.36363636363636365,0.17487257561503317,0.8,46,0.017391304347826087,0.9090909090909092,0.0,0.33333333333333315,0.6666666666666666,0.09999999999999998,0.009375000000000001,1.0,0,1,0,0.7073538824596469
15,OGWuj_FtaQc_000010_000020,Pets & Animals,tier0_cross,0,0.0,5,0.0,0.0691813714802265,0.0,0.132,16.39,0.5454545454545454,0.0,-0.025,53,11,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.0,0.0,0.0,0.0,0.058823529411764705,0.30931933544842866,0.0,39,0.0,0.5454545454545454,0.0,0.08712907082472299,1.0,0.0,0.0025,0.0,1,0,0,0.4572720295826561
15,OGWuj_FtaQc_000010_000020,Pets & Animals,tier1_vatex_short,1,0.1,5,0.13636363636363635,0.2463380081786049,0.1,0.132,16.39,0.5454545454545454,0.0,-0.025,53,11,A guy has a small deer follow him alongside a fence.,3.3,0.04132231404958678,0.5,0.8023864927592588,0.3023864927592588,0.125,0.5198456512379024,0.1,11,0.009090909090909092,0.5454545454545454,0.0,0.08712907082472299,1.0,0.0,0.0025,0.0,1,0,0,0.4572720295826561
15,OGWuj_FtaQc_000010_000020,Pets & Animals,tier2_vatex_long,2,0.1,5,0.13636363636363635,0.2463038911422093,0.1,0.263,16.39,0.5454545454545454,0.0,-0.025,53,11,A guy with green top and navy bottom is playing with a deer which fenced up to other side of the fence,6.6,0.02066115702479339,0.5,0.8022319682114519,0.30223196821145193,0.3125,0.07222660361885475,0.1,22,0.004545454545454546,0.5454545454545454,0.0,0.08712907082472299,1.0,0.0,0.0025,0.0,1,0,0,0.4572720295826561
15,OGWuj_FtaQc_000010_000020,Pets & Animals,tier3_va11y,3,0.2,5,0.2727272727272727,0.289968533648385,0.1,0.263,16.39,0.5454545454545454,0.0,-0.025,53,11,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",15.299999999999999,0.017825311942959002,1.0,1.0,0.0,0.225,0.07762342901568003,0.2,51,0.00392156862745098,0.5454545454545454,0.0,0.08712907082472299,1.0,0.0,0.0025,0.0,1,0,0,0.4572720295826561
16,kOf-vl-GmVI_000115_000125,Pets & Animals,tier0_cross,0,0.1,5,0.045454545454545456,0.0755320174826516,0.0,0.0,16.39,1.0,1.0,0.5468253968253969,43,11,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.0038850038850038854,0.0,0.0,0.0,0.029411764705882353,0.382583428573528,0.0,39,0.0,1.0,0.0,0.33333333333333315,1.0,0.0,0.009677419354838712,1.0,0,0,0,0.8093370436343478
16,kOf-vl-GmVI_000115_000125,Pets & Animals,tier1_vatex_short,1,0.5,5,0.5909090909090909,0.2490014185508092,0.4444444444444444,0.192,16.39,1.0,1.0,0.5468253968253969,43,11,A woman slowly rides on a horse as pop music plays.,3.3,0.1790633608815427,0.5714285714285714,0.8535576462930999,0.28212907486452854,0.14285714285714285,0.24574132331037013,0.4,11,0.03636363636363637,1.0,0.0,0.33333333333333315,1.0,0.0,0.009677419354838712,1.0,0,0,0,0.8093370436343478
16,kOf-vl-GmVI_000115_000125,Pets & Animals,tier2_vatex_long,2,0.6,5,0.7272727272727273,0.2287143601311577,0.5555555555555556,0.385,16.39,1.0,1.0,0.5468253968253969,43,11,"A girl is riding a horse in a paddock, and pauses to pat the sideof the horse's head.",5.3999999999999995,0.1346801346801347,0.7142857142857142,0.7537350047882464,0.03944929050253221,0.3333333333333333,0.13103544095742897,0.5,18,0.027777777777777776,1.0,0.0,0.33333333333333315,1.0,0.0,0.009677419354838712,1.0,0,0,0,0.8093370436343478
16,kOf-vl-GmVI_000115_000125,Pets & Animals,tier3_va11y,3,0.8,5,0.9090909090909091,0.2787630491786533,0.7777777777777778,0.769,16.39,1.0,1.0,0.5468253968253969,43,11,"In a fenced paddock, a woman in a pink cap and casual attire rides a horse. She gently pats the horse's head, guiding it around the corral. The setting is outdoors, near a stable, with the evening light casting a soft glow.",12.6,0.07215007215007214,1.0,1.0,0.0,0.25,0.035985225749394556,0.7000000000000001,42,0.01666666666666667,1.0,0.0,0.33333333333333315,1.0,0.0,0.009677419354838712,1.0,0,0,0,0.8093370436343478
17,gjoZic4WjiQ_000012_000022,Pets & Animals,tier0_cross,0,0.0,5,0.0,0.1716055621703466,0.5,0.333,19.37,0.9230769230769232,1.0,0.7366071428571429,60,12,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.0,0.0,0.0,0.0,0.08823529411764706,0.03558170232921887,0.0,39,0.0,0.9230769230769232,0.0,0.08712907082472299,1.0,0.0,0.010638297872340425,1.0,0,0,0,0.5976870696815342
17,gjoZic4WjiQ_000012_000022,Pets & Animals,tier1_vatex_short,1,0.3,5,0.5,0.2265188503596518,0.6666666666666666,0.333,19.37,0.9230769230769232,1.0,0.7366071428571429,60,12,A couple of girls are trying to climb up a snowy hill.,3.5999999999999996,0.1388888888888889,0.37499999999999994,0.48424917741446194,0.109249177414462,0.2857142857142857,0.437495577927305,0.3,12,0.024999999999999998,0.9230769230769232,0.0,0.08712907082472299,1.0,0.0,0.010638297872340425,1.0,0,0,0,0.5976870696815342
17,gjoZic4WjiQ_000012_000022,Pets & Animals,tier2_vatex_long,2,0.3,5,0.5,0.2651396700077587,0.0,0.0,19.37,0.9230769230769232,1.0,0.7366071428571429,60,12,"A girl tries to run up a steep icy slope, gets half way, slips and slides all the way down, then a second girlstarts her attempt.",7.8,0.06410256410256411,0.37499999999999994,0.824824305263215,0.4498243052632151,0.047619047619047616,0.04295012338185045,0.3,26,0.011538461538461537,0.9230769230769232,0.0,0.08712907082472299,1.0,0.0,0.010638297872340425,1.0,0,0,0,0.5976870696815342
17,gjoZic4WjiQ_000012_000022,Pets & Animals,tier3_va11y,3,0.8,5,0.8888888888888888,0.2850043881270621,0.8333333333333334,1.0,19.37,0.9230769230769232,1.0,0.7366071428571429,60,12,"In a snowy playground, a girl in a red hat runs up a steep, snow-covered hill between two blue slides. She slips halfway and slides back down, laughing. Another girl, wearing a knitted hat, eagerly takes her turn, attempting to climb the same hill. The scene is filled with laughter and playful attempts as they enjoy the snowy challenge.",17.7,0.050219711236660386,1.0,1.0,0.0,0.24489795918367346,0.12193493408941397,0.8,59,0.013559322033898306,0.9230769230769232,0.0,0.08712907082472299,1.0,0.0,0.010638297872340425,1.0,0,0,0,0.5976870696815342
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,tier0_cross,0,0.0,5,0.0,0.1073693964216444,0.0,0.0,16.39,1.0,1.0,0.4125,55,13,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.0,0.0,0.0,0.0,0.0,0.11978376762994969,0.0,39,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.012195121951219513,1.0,0,0,0,0.5028287380112667
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,tier1_vatex_short,1,0.3,5,0.5,0.2014197690619362,0.0,0.192,16.39,1.0,1.0,0.4125,55,13,A person drinks water out of a cup next to a bee keeper.,3.9,0.12820512820512822,0.37499999999999994,0.733697016585024,0.358697016585024,0.125,0.03645043429661632,0.3,13,0.023076923076923075,1.0,0.0,0.0,0.6666666666666666,0.0,0.012195121951219513,1.0,0,0,0,0.5028287380112667
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,tier2_vatex_long,2,0.4,5,0.6666666666666666,0.2093371831708484,0.5,0.577,16.39,1.0,1.0,0.4125,55,13,A guy is in a bee suit and another guy is seen drinking from a cup then the other guy removes the bee suits head cover.,7.8,0.08547008547008547,0.5,0.7954616108944403,0.29546161089444034,0.2,0.15978376762994972,0.4,26,0.015384615384615385,1.0,0.0,0.0,0.6666666666666666,0.0,0.012195121951219513,1.0,0,0,0,0.5028287380112667
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,tier3_va11y,3,0.8,5,0.8888888888888888,0.2355563326014412,0.3333333333333333,0.769,16.39,1.0,1.0,0.4125,55,13,"In a wooded area, a man in a beekeeper's suit stands in the back of a truck. He removes his protective hood, revealing his face. Nearby, another man, dressed casually, sits holding a large blue canister and drinks from a cup. The scene captures a moment of rest and conversation between the two individuals.",16.2,0.05486968449931413,1.0,1.0,0.0,0.1951219512195122,0.17167056008277987,0.8,54,0.014814814814814815,1.0,0.0,0.0,0.6666666666666666,0.0,0.012195121951219513,1.0,0,0,0,0.5028287380112667
19,qIWQHyOIpEY_000003_000013,Pets & Animals,tier0_cross,0,0.0,5,0.0,0.0684607177972793,0.0,0.0,20.86,0.5714285714285714,1.0,0.3928571428571428,52,11,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.0,0.0,0.0,0.0,0.058823529411764705,0.43588686890683864,0.0,39,0.0,0.5714285714285714,0.0,0.33333333333333315,1.0,0.1,0.005,1.0,0,0,0,0.5302725059382242
19,qIWQHyOIpEY_000003_000013,Pets & Animals,tier1_vatex_short,1,0.2,5,0.3333333333333333,0.2261435124609205,0.2,0.333,20.86,0.5714285714285714,1.0,0.3928571428571428,52,11,One cat is lying on the ground as another looks around.,3.3,0.10101010101010101,0.5,0.8699104232816894,0.36991042328168944,0.5,0.07141318469631236,0.2,11,0.018181818181818184,0.5714285714285714,0.0,0.33333333333333315,1.0,0.1,0.005,1.0,0,0,0,0.5302725059382242
19,qIWQHyOIpEY_000003_000013,Pets & Animals,tier2_vatex_long,2,0.1,5,0.05555555555555555,0.2434434410598542,0.0,0.0,20.86,0.5714285714285714,1.0,0.3928571428571428,52,11,"A man is conversating with a woman, while three cats are relaxing on a hardwood floor, and someone massages one of the cats' head.",7.199999999999999,0.00771604938271605,0.25,0.9653513256473775,0.7153513256473775,0.16666666666666666,0.24061608324703693,0.1,24,0.004166666666666667,0.5714285714285714,0.0,0.33333333333333315,1.0,0.1,0.005,1.0,0,0,0,0.5302725059382242
19,qIWQHyOIpEY_000003_000013,Pets & Animals,tier3_va11y,3,0.4,5,0.4444444444444444,0.2497239725457297,0.4,0.833,20.86,0.5714285714285714,1.0,0.3928571428571428,52,11,"In a dimly lit living room, three cats are on a hardwood floor. An orange cat stands over a black and white cat that is lying down, gently swatting at it. Another cat, partially visible, sits nearby. The room is quiet, with soft murmurs in a non-English language in the background.",15.299999999999999,0.029048656499636893,1.0,1.0,0.0,0.358974358974359,0.152127470410598,0.4,51,0.00784313725490196,0.5714285714285714,0.0,0.33333333333333315,1.0,0.1,0.005,1.0,0,0,0,0.5302725059382242
