name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin,metric_a,metric_b,blend
"pair:clip_top3|disc:diff(clip_mean,words)|max",pair,auc_low_margin,0.9464285714285714,0.2851244011123129,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:diff(clip_mean,words)",max
pair:clip_top3|novel:comprehension_per_second|max,pair,auc_low_margin,0.9464285714285714,0.6838258640654754,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,novel:comprehension_per_second,max
pair:tribe_pressure|disc:spread_over_read(clip_top3)|harmonic,pair,auc_low_margin,0.9464285714285714,-0.15125260905852855,0.5,0.6,0.453125,0.59375,0.9464285714285714,tribe_pressure,disc:spread_over_read(clip_top3),harmonic
"pair:clip_top3|disc:ratio(read_s,adqa_t3_minus_t0)|max",pair,auc_low_margin,0.9464285714285714,0.6793372785411815,0.3333333333333333,0.5111111111111111,0.46875,0.59375,0.9464285714285714,clip_top3,"disc:ratio(read_s,adqa_t3_minus_t0)",max
pair:clip_top3|novel:visual_lexicon_purity|max,pair,auc_low_margin,0.9464285714285714,0.6772669499494428,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,novel:visual_lexicon_purity,max
pair:clip_top3|novel:temporal_misalign|max,pair,auc_low_margin,0.9464285714285714,0.555902920407654,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,novel:temporal_misalign,max
"pair:clip_top3|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6622962195523324,0.37777777777777777,0.37777777777777777,0.5,0.375,0.9464285714285714,clip_top3,"disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)",abs_diff
"pair:clip_top3|disc:diff(clip_mean,read_s)|max",pair,auc_low_margin,0.9464285714285714,0.2851244011123129,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:diff(clip_mean,read_s)",max
"pair:clip_top3|disc:ratio(adqa_v4_score,crit_w)|max",pair,auc_low_margin,0.9464285714285714,0.6094011046834444,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:ratio(adqa_v4_score,crit_w)",max
pair:disc:spread_x_need(clip_top3)|novel:visual_lexicon_purity|harmonic,pair,auc_low_margin,0.9464285714285714,0.3713669179228463,0.4666666666666667,0.4888888888888889,0.53125,0.46875,0.9464285714285714,disc:spread_x_need(clip_top3),novel:visual_lexicon_purity,harmonic
"pair:clip_top3|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|max",pair,auc_low_margin,0.9464285714285714,0.6793372785411815,0.3333333333333333,0.5111111111111111,0.46875,0.59375,0.9464285714285714,clip_top3,"disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)",max
"pair:disc:product(crit_w,extended_seconds_frac)|disc:mut_ext_scale_diff(need_mean,speech_mean)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.0026900691102576773,0.5111111111111111,0.37777777777777777,0.6875,0.40625,0.9464285714285714,"disc:product(crit_w,extended_seconds_frac)","disc:mut_ext_scale_diff(need_mean,speech_mean)",abs_diff
"pair:clip_top3|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6975628955032237,0.37777777777777777,0.37777777777777777,0.5,0.375,0.9464285714285714,clip_top3,"disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)",abs_diff
pair:clip_top3|novel:saturation_ratio|max,pair,auc_low_margin,0.9464285714285714,0.6617091184619591,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,novel:saturation_ratio,max
pair:clip_top3|disc:lex_spread_proxy|max,pair,auc_low_margin,0.9464285714285714,0.6646978678678397,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:lex_spread_proxy,max
"pair:disc:lex_x_gain|disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|product",pair,auc_low_margin,0.9464285714285714,0.6191888716016705,0.5555555555555556,0.5,0.59375,0.359375,0.9464285714285714,disc:lex_x_gain,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",product
pair:disc:lex_minus_clip|disc:spread_x_need(clip_top3)|mean_mm,pair,auc_low_margin,0.9464285714285714,-0.6437662711713555,0.5777777777777777,0.5333333333333333,0.59375,0.40625,0.9464285714285714,disc:lex_minus_clip,disc:spread_x_need(clip_top3),mean_mm
"pair:disc:spread_over_read(clip_top3)|disc:diff(need_std,speech_mean)|harmonic",pair,auc_low_margin,0.9464285714285714,-0.16978553744119407,0.17777777777777778,0.5555555555555556,0.515625,0.65625,0.9464285714285714,disc:spread_over_read(clip_top3),"disc:diff(need_std,speech_mean)",harmonic
pair:disc:cond_ext_crit|disc:spread_over_read(clip_top3)|harmonic,pair,auc_low_margin,0.9464285714285714,-0.32039136057903506,0.43333333333333335,0.6,0.453125,0.625,0.9464285714285714,disc:cond_ext_crit,disc:spread_over_read(clip_top3),harmonic
pair:disc:spread_x_need(clip_top3)|novel:comprehension_per_second|mean_mm,pair,auc_low_margin,0.9464285714285714,0.20980683489428575,0.4222222222222222,0.35555555555555557,0.5625,0.34375,0.9464285714285714,disc:spread_x_need(clip_top3),novel:comprehension_per_second,mean_mm
pair:disc:spread_x_need(clip_top3)|novel:false_grounding_gap|mean_mm,pair,auc_low_margin,0.9464285714285714,0.01464593182251402,0.2222222222222222,0.7333333333333333,0.59375,0.8125,0.9464285714285714,disc:spread_x_need(clip_top3),novel:false_grounding_gap,mean_mm
"pair:clip_top3|disc:ratio(adqa_v4_score,vt_consistency)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6903900122589746,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:ratio(adqa_v4_score,vt_consistency)",abs_diff
"pair:clip_top3|disc:ratio(adqa_v4_score,vt_consistency)|max",pair,auc_low_margin,0.9464285714285714,0.6676973530797632,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:ratio(adqa_v4_score,vt_consistency)",max
"pair:clip_top3|disc:ratio(adqa_v4_score,vt_consistency)|mean_mm",pair,auc_low_margin,0.9464285714285714,0.6359956476567523,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,"disc:ratio(adqa_v4_score,vt_consistency)",mean_mm
pair:disc:spread_x_need(clip_top3)|novel:visual_lexicon_purity|product,pair,auc_low_margin,0.9464285714285714,0.3785430902498578,0.5111111111111111,0.5555555555555556,0.5625,0.5,0.9464285714285714,disc:spread_x_need(clip_top3),novel:visual_lexicon_purity,product
"pair:clip_top3|disc:std_ratio(clip_top3,gain_vs_cross)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6724578041483519,0.37777777777777777,0.37777777777777777,0.5,0.375,0.9464285714285714,clip_top3,"disc:std_ratio(clip_top3,gain_vs_cross)",abs_diff
pair:disc:lex_minus_clip|disc:spread_x_need(clip_top3)|max,pair,auc_low_margin,0.9464285714285714,-0.6070627364808987,0.4888888888888889,0.4888888888888889,0.71875,0.3125,0.9464285714285714,disc:lex_minus_clip,disc:spread_x_need(clip_top3),max
pair:clip_top3|disc:cond_ext_crit|max,pair,auc_low_margin,0.9464285714285714,-0.009863586737611483,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:cond_ext_crit,max
"pair:disc:std_ratio(clip_top3,crit_w)|disc:spread_x_need(clip_top3)|harmonic",pair,auc_low_margin,0.9464285714285714,0.0,0.36666666666666664,0.7333333333333333,0.515625,0.75,0.9464285714285714,"disc:std_ratio(clip_top3,crit_w)",disc:spread_x_need(clip_top3),harmonic
pair:disc:tier3_clip_diverge|disc:spread_x_need(clip_top3)|product,pair,auc_low_margin,0.9464285714285714,0.01554499651586594,0.18888888888888888,0.7111111111111111,0.625,0.8125,0.9464285714285714,disc:tier3_clip_diverge,disc:spread_x_need(clip_top3),product
pair:disc:clip_spread_x_tier|disc:spread_x_need(clip_top3)|mean_mm,pair,auc_low_margin,0.9464285714285714,0.69995385658464,0.3333333333333333,0.4222222222222222,0.5,0.46875,0.9464285714285714,disc:clip_spread_x_tier,disc:spread_x_need(clip_top3),mean_mm
"pair:clip_top3|disc:diff(adqa_v4_score,gain_vs_cross)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6419730503602933,0.4222222222222222,0.4,0.53125,0.375,0.9464285714285714,clip_top3,"disc:diff(adqa_v4_score,gain_vs_cross)",abs_diff
"pair:clip_top3|disc:std_ratio(crit_w,gain_vs_cross)|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6724578041483519,0.37777777777777777,0.37777777777777777,0.5,0.375,0.9464285714285714,clip_top3,"disc:std_ratio(crit_w,gain_vs_cross)",abs_diff
pair:disc:spread_x_need(clip_top3)|novel:temporal_misalign|max,pair,auc_low_margin,0.9464285714285714,-0.2595173513310953,0.4888888888888889,0.4888888888888889,0.875,0.5625,0.9464285714285714,disc:spread_x_need(clip_top3),novel:temporal_misalign,max
"pair:disc:product(need_max,need_mean)|disc:spread_x_need(clip_top3)|harmonic",pair,auc_low_margin,0.9464285714285714,0.0,0.3333333333333333,0.5111111111111111,0.5625,0.5,0.9464285714285714,"disc:product(need_max,need_mean)",disc:spread_x_need(clip_top3),harmonic
pair:clip_top3|tribe_pressure|max,pair,auc_low_margin,0.9464285714285714,0.4977588484774456,0.3111111111111111,0.4222222222222222,0.4375,0.46875,0.9464285714285714,clip_top3,tribe_pressure,max
pair:clip_top3|disc:cond_lex_inversion|max,pair,auc_low_margin,0.9464285714285714,0.6391025295778721,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:cond_lex_inversion,max
pair:clip_top3|disc:lex_per_need|max,pair,auc_low_margin,0.9464285714285714,0.7244670317570717,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:lex_per_need,max
"pair:disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|disc:gain_x_tier|product",pair,auc_low_margin,0.9464285714285714,0.7504345000035485,0.4888888888888889,0.4777777777777778,0.59375,0.328125,0.9464285714285714,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",disc:gain_x_tier,product
"pair:disc:diff(need_std,speech_mean)|disc:spread_x_need(clip_top3)|harmonic",pair,auc_low_margin,0.9464285714285714,0.0,0.2111111111111111,0.5111111111111111,0.65625,0.625,0.9464285714285714,"disc:diff(need_std,speech_mean)",disc:spread_x_need(clip_top3),harmonic
pair:clip_top3|disc:lex_x_gain|max,pair,auc_low_margin,0.9464285714285714,0.7214841065795706,0.4222222222222222,0.4222222222222222,0.59375,0.46875,0.9464285714285714,clip_top3,disc:lex_x_gain,max
pair:clip_top3|novel:rank_chaos|abs_diff,pair,auc_low_margin,0.9464285714285714,0.030484753788058618,0.13333333333333333,0.5333333333333333,0.40625,0.65625,0.9464285714285714,clip_top3,novel:rank_chaos,abs_diff
"pair:disc:lex_spread_proxy|disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|product",pair,auc_low_margin,0.9464285714285714,0.23963011578207022,0.5555555555555556,0.5,0.59375,0.359375,0.9464285714285714,disc:lex_spread_proxy,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",product
"pair:clip_top3|disc:product(read_s,extended_seconds_frac)|max",pair,auc_low_margin,0.9464285714285714,0.73940471442801,0.3111111111111111,0.4222222222222222,0.4375,0.46875,0.9464285714285714,clip_top3,"disc:product(read_s,extended_seconds_frac)",max
pair:clip_top3|disc:lex_minus_clip|max,pair,auc_low_margin,0.9464285714285714,-0.3718811563967187,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:lex_minus_clip,max
pair:clip_top3|disc:story_tier_gap|max,pair,auc_low_margin,0.9464285714285714,-0.07792774961516312,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:story_tier_gap,max
pair:clip_top3|disc:lex_x_vt|max,pair,auc_low_margin,0.9464285714285714,0.7265591395220468,0.3333333333333333,0.4666666666666667,0.46875,0.5,0.9464285714285714,clip_top3,disc:lex_x_vt,max
pair:clip_top3|disc:lex_minus_clip|abs_diff,pair,auc_low_margin,0.9464285714285714,-0.05917628676505497,0.08888888888888889,0.4888888888888889,0.4375,0.625,0.9464285714285714,clip_top3,disc:lex_minus_clip,abs_diff
pair:clip_top3|disc:cond_clip_adqa|max,pair,auc_low_margin,0.9464285714285714,0.663802356571047,0.3333333333333333,0.5777777777777777,0.46875,0.6875,0.9464285714285714,clip_top3,disc:cond_clip_adqa,max
"pair:clip_top3|disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|abs_diff",pair,auc_low_margin,0.9464285714285714,0.6724578041483519,0.37777777777777777,0.37777777777777777,0.5,0.375,0.9464285714285714,clip_top3,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",abs_diff
"pair:disc:diff(gain_vs_cross,adqa_norm)|disc:gain_x_tier|abs_diff",pair,auc_critical_miss,0.9444444444444444,-0.8679843594047513,0.5,0.9444444444444444,0.703125,0.734375,0.5892857142857143,"disc:diff(gain_vs_cross,adqa_norm)",disc:gain_x_tier,abs_diff
"pair:disc:ratio(clip_norm,need_mean)|disc:diff(need_std,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.45547808600981704,0.4444444444444444,0.5111111111111111,0.9375,0.625,0.5,"disc:ratio(clip_norm,need_mean)","disc:diff(need_std,speech_mean)",mean_mm
"pair:disc:diff(clip_top3,story_recall)|disc:diff(story_recall,speech_mean)|product",pair,auc_judge_disagree,0.9375,0.15217631304443935,0.6666666666666666,0.5777777777777777,0.9375,0.625,0.6785714285714286,"disc:diff(clip_top3,story_recall)","disc:diff(story_recall,speech_mean)",product
"pair:disc:diff(need_mean,speech_mean)|disc:read_minus_lex|mean_mm",pair,auc_judge_disagree,0.9375,0.16736727569914536,0.4666666666666667,0.5111111111111111,0.9375,0.3125,0.5714285714285714,"disc:diff(need_mean,speech_mean)",disc:read_minus_lex,mean_mm
"pair:disc:diff(clip_top3,story_recall)|disc:diff(story_recall,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.21877293894959715,0.6,0.6,0.9375,0.5625,0.625,"disc:diff(clip_top3,story_recall)","disc:diff(story_recall,speech_mean)",mean_mm
"pair:disc:ratio(clip_norm,need_mean)|novel:rank_chaos|abs_diff",pair,auc_gt_dispute,0.9375,-0.09809330029563497,0.4888888888888889,0.5111111111111111,0.4375,0.9375,0.42857142857142855,"disc:ratio(clip_norm,need_mean)",novel:rank_chaos,abs_diff
"pair:disc:t3_adqa_minus_clip|disc:diff(need_std,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.011656966144449934,0.4888888888888889,0.3111111111111111,0.9375,0.3125,0.5714285714285714,disc:t3_adqa_minus_clip,"disc:diff(need_std,speech_mean)",mean_mm
"pair:disc:mut_tier_scale_lex_minus_clip|disc:diff(need_std,speech_mean)|max",pair,auc_judge_disagree,0.9375,-0.7067176132287298,0.6666666666666666,0.6444444444444445,0.9375,0.59375,0.5,disc:mut_tier_scale_lex_minus_clip,"disc:diff(need_std,speech_mean)",max
"pair:disc:diff(clip_top3,story_recall)|disc:diff(story_recall,speech_mean)|max",pair,auc_judge_disagree,0.9375,-0.39635597083131174,0.5333333333333333,0.6555555555555556,0.9375,0.59375,0.6785714285714286,"disc:diff(clip_top3,story_recall)","disc:diff(story_recall,speech_mean)",max
"pair:disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|disc:diff(need_std,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,0.0,0.4,0.6,0.9375,0.75,0.625,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr","disc:diff(need_std,speech_mean)",abs_diff
"pair:disc:diff(clip_top3,story_recall)|disc:need_peak_x_adqa|max",pair,auc_judge_disagree,0.9375,-0.28393119355865454,0.6888888888888889,0.5777777777777777,0.9375,0.4375,0.5535714285714286,"disc:diff(clip_top3,story_recall)",disc:need_peak_x_adqa,max
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,0.5959566315325865,0.37777777777777777,0.3333333333333333,0.9375,0.34375,0.625,"disc:ratio(read_s,adqa_t3_minus_t0)","disc:diff(clip_norm,speech_mean)",abs_diff
"pair:disc:cond_clip_adqa|disc:diff(need_std,speech_mean)|max",pair,auc_judge_disagree,0.9375,-0.012739491653467386,0.3333333333333333,0.6,0.9375,0.65625,0.5892857142857143,disc:cond_clip_adqa,"disc:diff(need_std,speech_mean)",max
"pair:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.04184181892478634,0.35555555555555557,0.8444444444444444,0.9375,0.84375,0.4107142857142857,"disc:mut_log_ratio(read_s,adqa_t3_minus_t0)","disc:mut_ext_scale_diff(need_mean,speech_mean)",mean_mm
"pair:disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|disc:diff(clip_norm,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,0.627627283871795,0.37777777777777777,0.3333333333333333,0.9375,0.34375,0.5892857142857143,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr","disc:diff(clip_norm,speech_mean)",abs_diff
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",pair,auc_gt_dispute,0.9375,0.6139039343319309,0.2,0.4888888888888889,0.1875,0.9375,0.4107142857142857,"disc:ratio(read_s,adqa_t3_minus_t0)","disc:ratio(adqa_v4_score,crit_w)",mean_mm
"pair:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|product",pair,auc_judge_disagree,0.9375,0.13152400787698132,0.37777777777777777,0.8666666666666667,0.9375,0.84375,0.4107142857142857,"disc:mut_log_ratio(read_s,adqa_t3_minus_t0)","disc:mut_ext_scale_diff(need_mean,speech_mean)",product
"pair:disc:tier3_clip_diverge|disc:diff(adqa_norm,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.6924711878337668,0.3111111111111111,0.6888888888888889,0.9375,0.84375,0.6071428571428571,disc:tier3_clip_diverge,"disc:diff(adqa_norm,speech_mean)",mean_mm
"pair:disc:t3_adqa_minus_clip|disc:diff(need_std,speech_mean)|product",pair,auc_judge_disagree,0.9375,-0.03557441276757916,0.45555555555555555,0.32222222222222224,0.9375,0.328125,0.6071428571428571,disc:t3_adqa_minus_clip,"disc:diff(need_std,speech_mean)",product
"pair:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:lex_per_need|mean_mm",pair,auc_judge_disagree,0.9375,-0.4985153854753115,0.5111111111111111,0.4666666666666667,0.9375,0.46875,0.6607142857142857,"disc:mut_tier_scale_diff(need_mean,speech_mean)",disc:lex_per_need,mean_mm
"pair:disc:diff(clip_top3,story_recall)|disc:diff(adqa_norm,speech_mean)|max",pair,auc_judge_disagree,0.9375,-0.26129022964470167,0.6,0.6111111111111112,0.9375,0.6875,0.5982142857142857,"disc:diff(clip_top3,story_recall)","disc:diff(adqa_norm,speech_mean)",max
"pair:disc:mut_tier_scale_lex_minus_clip|disc:diff(clip_norm,speech_mean)|max",pair,auc_judge_disagree,0.9375,-0.6939094435614028,0.3333333333333333,0.4666666666666667,0.9375,0.5625,0.6428571428571429,disc:mut_tier_scale_lex_minus_clip,"disc:diff(clip_norm,speech_mean)",max
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:sq(need_std)|product",pair,auc_judge_disagree,0.9375,0.178738710401076,0.35555555555555557,0.8444444444444444,0.9375,0.71875,0.6964285714285714,"disc:ratio(read_s,adqa_t3_minus_t0)",disc:sq(need_std),product
"pair:disc:ratio(clip_norm,need_mean)|disc:diff(need_std,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,-0.004781960605657239,0.8,0.6666666666666666,0.9375,0.34375,0.44642857142857145,"disc:ratio(clip_norm,need_mean)","disc:diff(need_std,speech_mean)",abs_diff
"pair:disc:cond_story_need|disc:mut_tier_scale_diff(need_mean,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.22864615245341696,0.4666666666666667,0.4,0.9375,0.28125,0.6428571428571429,disc:cond_story_need,"disc:mut_tier_scale_diff(need_mean,speech_mean)",mean_mm
"pair:disc:diff(clip_top3,story_recall)|disc:product(clip_norm,need_peak_t)|max",pair,auc_judge_disagree,0.9375,-0.36492336871921804,0.6222222222222222,0.7777777777777778,0.9375,0.625,0.6071428571428571,"disc:diff(clip_top3,story_recall)","disc:product(clip_norm,need_peak_t)",max
"pair:disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|disc:ratio(adqa_v4_score,crit_w)|abs_diff",pair,auc_gt_dispute,0.9375,0.6429316868801822,0.2,0.4888888888888889,0.1875,0.9375,0.375,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr","disc:ratio(adqa_v4_score,crit_w)",abs_diff
"pair:disc:cond_story_need|disc:diff(adqa_norm,speech_mean)|max",pair,auc_judge_disagree,0.9375,0.7636947991197487,0.5666666666666667,0.36666666666666664,0.9375,0.28125,0.49107142857142855,disc:cond_story_need,"disc:diff(adqa_norm,speech_mean)",max
"pair:disc:mut_tier_scale_lex_minus_clip|disc:diff(need_std,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.659307518200562,0.6,0.6,0.9375,0.625,0.5535714285714286,disc:mut_tier_scale_lex_minus_clip,"disc:diff(need_std,speech_mean)",mean_mm
"pair:ensemble_v4_minmax50|disc:diff(adqa_norm,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.8558425725927951,0.5111111111111111,0.3333333333333333,0.9375,0.34375,0.625,ensemble_v4_minmax50,"disc:diff(adqa_norm,speech_mean)",mean_mm
pair:disc:clip_spread_x_tier|disc:tier3_clip_diverge|mean_mm,pair,auc_gt_dispute,0.9375,0.7434254298135572,0.08888888888888889,0.7111111111111111,0.4375,0.9375,0.8392857142857143,disc:clip_spread_x_tier,disc:tier3_clip_diverge,mean_mm
"pair:disc:ratio(adqa_v4_score,crit_w)|disc:ratio(story_recall,adqa_norm)|abs_diff",pair,auc_gt_dispute,0.9375,0.5272289170239536,0.2111111111111111,0.4666666666666667,0.1875,0.9375,0.39285714285714285,"disc:ratio(adqa_v4_score,crit_w)","disc:ratio(story_recall,adqa_norm)",abs_diff
"pair:disc:mut_tier_scale_diff(need_mean,speech_mean)|novel:marginal_word_value_t3|mean_mm",pair,auc_judge_disagree,0.9375,-0.6073041146797561,0.4666666666666667,0.3111111111111111,0.9375,0.15625,0.6071428571428571,"disc:mut_tier_scale_diff(need_mean,speech_mean)",novel:marginal_word_value_t3,mean_mm
"pair:disc:clip_spread_x_tier|disc:diff(need_std,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.5821990233248842,0.4666666666666667,0.4444444444444444,0.9375,0.46875,0.7321428571428571,disc:clip_spread_x_tier,"disc:diff(need_std,speech_mean)",mean_mm
"pair:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(clip_mean,words)|abs_diff",pair,auc_judge_disagree,0.9375,-0.28751307004031756,0.6,0.4888888888888889,0.9375,0.21875,0.42857142857142855,"disc:mut_tier_scale_diff(need_mean,speech_mean)","disc:diff(clip_mean,words)",abs_diff
"pair:disc:tier3_clip_diverge|disc:mut_ext_scale_diff(need_mean,speech_mean)|product",pair,auc_judge_disagree,0.9375,-0.01016403618345081,0.32222222222222224,0.7555555555555555,0.9375,0.875,0.49107142857142855,disc:tier3_clip_diverge,"disc:mut_ext_scale_diff(need_mean,speech_mean)",product
"pair:disc:tier3_clip_diverge|disc:mut_ext_scale_diff(need_mean,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.03437310529773698,0.28888888888888886,0.8,0.9375,0.875,0.48214285714285715,disc:tier3_clip_diverge,"disc:mut_ext_scale_diff(need_mean,speech_mean)",mean_mm
"pair:disc:diff(words,adqa_norm)|disc:diff(need_std,speech_mean)|harmonic",pair,auc_judge_disagree,0.9375,0.1578288094523776,0.4222222222222222,0.5111111111111111,0.9375,0.625,0.6071428571428571,"disc:diff(words,adqa_norm)","disc:diff(need_std,speech_mean)",harmonic
"pair:disc:tier3_clip_diverge|disc:mut_inv_diff(need_mean,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,-0.007472414195160215,0.28888888888888886,0.7111111111111111,0.9375,0.84375,0.6785714285714286,disc:tier3_clip_diverge,"disc:mut_inv_diff(need_mean,speech_mean)",abs_diff
"pair:disc:ratio(clip_norm,need_mean)|disc:mut_tier_scale_diff(need_mean,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,-0.6958317434640668,0.5333333333333333,0.6444444444444445,0.9375,0.375,0.42857142857142855,"disc:ratio(clip_norm,need_mean)","disc:mut_tier_scale_diff(need_mean,speech_mean)",abs_diff
pair:disc:cond_lex_inversion|disc:cond_ext_crit|max,pair,auc_judge_disagree,0.9375,-0.6320198158537568,0.5555555555555556,0.8222222222222222,0.9375,0.59375,0.5803571428571429,disc:cond_lex_inversion,disc:cond_ext_crit,max
"pair:disc:cond_lex_inversion|disc:mut_tier_scale_diff(need_mean,speech_mean)|abs_diff",pair,auc_judge_disagree,0.9375,-0.5984631124591107,0.7777777777777778,0.8,0.9375,0.5,0.3392857142857143,disc:cond_lex_inversion,"disc:mut_tier_scale_diff(need_mean,speech_mean)",abs_diff
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_diff(need_mean,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.6210721126677474,0.5111111111111111,0.7111111111111111,0.9375,0.71875,0.625,"disc:ratio(read_s,adqa_t3_minus_t0)","disc:mut_tier_scale_diff(need_mean,speech_mean)",mean_mm
"pair:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|harmonic",pair,auc_judge_disagree,0.9375,0.29122299417751,0.5333333333333333,0.4666666666666667,0.9375,0.4375,0.6428571428571429,"disc:mut_tier_scale_diff(need_mean,speech_mean)","disc:ratio(adqa_v4_score,crit_w)",harmonic
"pair:disc:diff(clip_top3,story_recall)|disc:sq(need_std)|max",pair,auc_judge_disagree,0.9375,-0.44247010544165755,0.4888888888888889,0.6666666666666666,0.9375,0.625,0.6964285714285714,"disc:diff(clip_top3,story_recall)",disc:sq(need_std),max
"pair:disc:ratio(clip_norm,need_mean)|disc:mut_tier_scale_diff(need_mean,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,-0.28435721464505587,0.4222222222222222,0.4,0.9375,0.46875,0.6607142857142857,"disc:ratio(clip_norm,need_mean)","disc:mut_tier_scale_diff(need_mean,speech_mean)",mean_mm
"pair:disc:tier3_clip_diverge|disc:diff(need_std,speech_mean)|mean_mm",pair,auc_judge_disagree,0.9375,0.025406208263544727,0.3333333333333333,0.6666666666666666,0.9375,0.84375,0.625,disc:tier3_clip_diverge,"disc:diff(need_std,speech_mean)",mean_mm
"pair:disc:product(need_weighted_clip,gain_vs_cross)|novel:head_agreement_index|abs_diff",pair,auc_gt_dispute,0.9375,-0.10261362799475664,0.6222222222222222,0.8222222222222222,0.78125,0.9375,0.5357142857142857,"disc:product(need_weighted_clip,gain_vs_cross)",novel:head_agreement_index,abs_diff
