name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|clip_top3|mean_mm",triple,auc_judge_disagree,1.0,-0.1075932486637363,0.3333333333333333,0.5777777777777777,1.0,0.5625,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,1.0,0.30185883652881573,0.7777777777777778,0.8444444444444444,1.0,0.59375,0.3392857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.017334467840268628,0.4666666666666667,0.6444444444444445,1.0,0.71875,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,1.0,-0.7292431298319906,0.8,0.9111111111111111,1.0,0.59375,0.42857142857142855
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.42977525438459113,0.5333333333333333,0.6222222222222222,1.0,0.625,0.6428571428571429
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.3951063187040538,0.4444444444444444,0.7111111111111111,1.0,0.71875,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.4704215927686693,0.4888888888888889,0.4444444444444444,1.0,0.40625,0.8392857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.5036650157245552,0.5333333333333333,0.37777777777777777,1.0,0.28125,0.8392857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.4444444444444444,0.5333333333333333,1.0,0.53125,0.8392857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.8222222222222222,0.4,1.0,0.25,0.7321428571428571
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,1.0,0.27944806944983364,0.7333333333333333,0.6444444444444445,1.0,0.34375,0.8035714285714286
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,-0.08009719622744814,0.3111111111111111,0.6222222222222222,1.0,0.65625,0.5892857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,-0.09982262514913313,0.37777777777777777,0.4444444444444444,1.0,0.375,0.5892857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,-0.38315151329697206,0.3333333333333333,0.6,1.0,0.65625,0.5892857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.4124407865443225,0.6,0.8444444444444444,1.0,0.75,0.6785714285714286
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.4211655828818387,0.6222222222222222,0.8444444444444444,1.0,0.6875,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.5777777777777777,0.8222222222222222,1.0,0.75,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.005379662433186815,0.3333333333333333,0.6666666666666666,1.0,0.6875,0.5535714285714286
"triple:disc:spread_x_need(clip_top3)|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,1.0,0.23342132859927284,0.5333333333333333,0.5777777777777777,1.0,0.5625,0.7678571428571429
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.8444444444444444,0.7777777777777778,1.0,0.5625,0.5714285714285714
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,1.0,-0.2869153297699635,0.35555555555555557,0.6,1.0,0.65625,0.5714285714285714
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,1.0,-0.3849447341080343,0.4888888888888889,0.8222222222222222,1.0,0.71875,0.625
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,1.0,-0.2761560049035899,0.4666666666666667,0.6666666666666666,1.0,0.59375,0.48214285714285715
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,1.0,-0.5074814895306229,0.4444444444444444,0.7111111111111111,1.0,0.59375,0.44642857142857145
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|mean_mm",triple,auc_judge_disagree,1.0,-0.41662496843680114,0.3333333333333333,0.6666666666666666,1.0,0.6875,0.5535714285714286
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.4666666666666667,0.8444444444444444,1.0,0.78125,0.5535714285714286
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.65625,0.5
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.6270295436014409,0.5777777777777777,0.7111111111111111,1.0,0.78125,0.6428571428571429
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.07292431298319904,0.4,0.6666666666666666,1.0,0.75,0.6607142857142857
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.02454012153550833,0.4444444444444444,0.7111111111111111,1.0,0.71875,0.6607142857142857
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,-0.02931851395059487,0.5333333333333333,0.6666666666666666,1.0,0.6875,0.6428571428571429
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,-0.4202114100589257,0.4666666666666667,0.6444444444444445,1.0,0.71875,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|mean_mm",triple,auc_judge_disagree,1.0,0.017334467840268628,0.35555555555555557,0.8,1.0,0.78125,0.44642857142857145
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.3111111111111111,0.6,1.0,0.5,0.6964285714285714
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|clip_top3|mean_mm",triple,auc_judge_disagree,1.0,0.4202114100589257,0.35555555555555557,0.5777777777777777,1.0,0.53125,0.6071428571428571
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.3604373830235166,0.35555555555555557,0.6444444444444445,1.0,0.59375,0.4642857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.38410062030032843,0.4,0.5111111111111111,1.0,0.375,0.48214285714285715
"triple:disc:diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,1.0,0.3951063187040538,0.4444444444444444,0.7111111111111111,1.0,0.71875,0.6607142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,1.0,0.22148235674454878,0.35555555555555557,0.6444444444444445,1.0,0.59375,0.4642857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.4666666666666667,0.8,1.0,0.75,0.5714285714285714
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,1.0,0.0,0.7333333333333333,0.5333333333333333,1.0,0.5,0.4107142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,1.0,0.1921765867981209,0.4888888888888889,0.6666666666666666,1.0,0.59375,0.4107142857142857
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|mean_mm",triple,auc_critical_miss,0.9777777777777777,0.4118430462739684,0.5555555555555556,0.9777777777777777,0.8125,0.625,0.5178571428571429
"triple:disc:spread_diff(clip_top3,crit_w)|clip_top3|novel:visual_lexicon_purity|mean_mm",triple,auc_critical_miss,0.9777777777777777,0.5003086062863739,0.5111111111111111,0.9777777777777777,0.65625,0.75,0.6785714285714286
"triple:disc:spread_diff(clip_top3,crit_w)|disc:ratio(adqa_v4_score,crit_w)|novel:visual_lexicon_purity|mean_mm",triple,auc_critical_miss,0.9777777777777777,0.3694034870788279,0.6,0.9777777777777777,0.71875,0.8125,0.5714285714285714
"triple:disc:spread_diff(clip_top3,crit_w)|disc:ratio(adqa_v4_score,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9777777777777777,-0.3980950200558243,0.5111111111111111,0.9777777777777777,0.625,0.84375,0.6607142857142857
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,-0.42499333222175845,0.8222222222222222,0.4222222222222222,0.96875,0.28125,0.6785714285714286
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,-0.06933787136107451,0.5333333333333333,0.4222222222222222,0.96875,0.3125,0.8571428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,-0.24328029003411486,0.6666666666666666,0.8444444444444444,0.96875,0.625,0.625
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_diff(need_mean,speech_mean)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.01075932486637363,0.4444444444444444,0.7333333333333333,0.96875,0.71875,0.7142857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,-0.3108249405841271,0.5777777777777777,0.5333333333333333,0.96875,0.3125,0.7678571428571429
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,-0.4375458778991943,0.8,0.4444444444444444,0.96875,0.46875,0.5714285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,0.016138987299560446,0.35555555555555557,0.7111111111111111,0.96875,0.75,0.44642857142857145
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.96875,-0.8077909210017151,0.6222222222222222,0.5555555555555556,0.96875,0.4375,0.625
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,-0.3054452781509403,0.5777777777777777,0.5333333333333333,0.96875,0.5625,0.625
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_diff(need_mean,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,-0.2976746546363371,0.6222222222222222,0.7777777777777778,0.96875,0.65625,0.5
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,-0.02092090946239317,0.4888888888888889,0.4666666666666667,0.96875,0.4375,0.8571428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(clip_norm,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.96875,-0.5638242557670451,0.6222222222222222,0.4888888888888889,0.96875,0.40625,0.6607142857142857
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,-0.3783695911341393,0.5333333333333333,0.7111111111111111,0.96875,0.65625,0.7321428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.01075932486637363,0.4444444444444444,0.7333333333333333,0.96875,0.71875,0.7142857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,-0.2976746546363371,0.6222222222222222,0.7777777777777778,0.96875,0.65625,0.5
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.47281255385008564,0.4444444444444444,0.7333333333333333,0.96875,0.71875,0.7142857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|novel:visual_lexicon_purity|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,-0.29468595328456665,0.6444444444444445,0.7777777777777778,0.96875,0.65625,0.6428571428571429
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(adqa_norm,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,-0.12911189839648357,0.4888888888888889,0.37777777777777777,0.96875,0.40625,0.6964285714285714
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.96875,-0.6993561163142858,0.5777777777777777,0.5555555555555556,0.96875,0.5625,0.6607142857142857
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.24387803030446895,0.6222222222222222,0.7777777777777778,0.96875,0.65625,0.5
"triple:disc:diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.0,0.4666666666666667,0.8222222222222222,0.96875,0.71875,0.6071428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(adqa_norm,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.96875,-0.6180821410400918,0.6888888888888889,0.4222222222222222,0.96875,0.25,0.5892857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.96875,-0.4202114100589257,0.5111111111111111,0.7333333333333333,0.96875,0.6875,0.7321428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,-0.37717411059343114,0.4666666666666667,0.8222222222222222,0.96875,0.71875,0.6071428571428571
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_mean,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,-0.37717411059343114,0.7777777777777778,0.4444444444444444,0.96875,0.3125,0.5892857142857143
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,-0.43575265708813204,0.5111111111111111,0.6666666666666666,0.96875,0.6875,0.7142857142857143
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.96875,0.0,0.4666666666666667,0.8,0.96875,0.75,0.5
"triple:disc:diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.47281255385008564,0.4444444444444444,0.7333333333333333,0.96875,0.71875,0.7142857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,0.012552545677435903,0.8222222222222222,0.6444444444444445,0.96875,0.5625,0.5178571428571429
"triple:disc:mut_inv_diff(need_mean,speech_mean)|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.223857330500455,0.8666666666666667,0.6444444444444445,0.96875,0.375,0.32142857142857145
"triple:disc:mut_inv_diff(need_mean,speech_mean)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.96875,-0.5780148414324057,0.8888888888888888,0.5555555555555556,0.96875,0.25,0.42857142857142855
"triple:disc:spread_x_need(clip_top3)|disc:diff(clip_norm,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,0.37777185086378523,0.37777777777777777,0.5111111111111111,0.96875,0.5625,0.8035714285714286
"triple:disc:diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.24387803030446895,0.6222222222222222,0.7777777777777778,0.96875,0.65625,0.5
"triple:clip_top3|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.5021018270974361,0.6,0.5555555555555556,0.96875,0.5,0.5357142857142857
"triple:disc:diff(clip_norm,speech_mean)|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.4321662154660075,0.4888888888888889,0.6222222222222222,0.96875,0.65625,0.5357142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.016138987299560446,0.6222222222222222,0.8666666666666667,0.96875,0.78125,0.7142857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.96875,0.012552545677435903,0.6444444444444445,0.8888888888888888,0.96875,0.75,0.6964285714285714
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.18681035487900538,0.35555555555555557,0.6222222222222222,0.96875,0.65625,0.4642857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.4698238524983152,0.37777777777777777,0.7333333333333333,0.96875,0.6875,0.5357142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.5236204768301834,0.4888888888888889,0.7333333333333333,0.96875,0.71875,0.7857142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.012552545677435903,0.6222222222222222,0.9111111111111111,0.96875,0.75,0.6785714285714286
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,0.0,0.7111111111111111,0.7333333333333333,0.96875,0.6875,0.44642857142857145
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.3520690192385593,0.4444444444444444,0.6444444444444445,0.96875,0.59375,0.4107142857142857
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.0,0.37777777777777777,0.7777777777777778,0.96875,0.75,0.5535714285714286
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.96875,0.16468009226401964,0.4666666666666667,0.6222222222222222,0.96875,0.625,0.42857142857142855
"triple:disc:spread_x_need(clip_top3)|disc:diff(adqa_norm,speech_mean)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.96875,0.4038287455453259,0.4666666666666667,0.4,0.96875,0.3125,0.8035714285714286
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,0.26571904877989727,0.8666666666666667,0.5333333333333333,0.96875,0.4375,0.4107142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.96875,0.2914241536112484,0.6222222222222222,0.9111111111111111,0.96875,0.75,0.6785714285714286
"triple:disc:mut_inv_diff(need_mean,speech_mean)|clip_top3|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,0.4536848651987548,0.8888888888888888,0.35555555555555557,0.96875,0.21875,0.6428571428571429
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.4698238524983152,0.37777777777777777,0.7333333333333333,0.96875,0.6875,0.5357142857142857
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.96875,0.012552545677435903,0.6444444444444445,0.8888888888888888,0.96875,0.75,0.6964285714285714
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_judge_disagree,0.96875,0.012552545677435903,0.8222222222222222,0.6444444444444445,0.96875,0.5625,0.5178571428571429
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.016138987299560446,0.6222222222222222,0.8666666666666667,0.96875,0.78125,0.7142857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.96875,0.05857854649470087,0.6222222222222222,0.8666666666666667,0.96875,0.78125,0.7142857142857143
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|clip_top3|mean_mm",triple,auc_judge_disagree,0.96875,0.4991131257456657,0.5111111111111111,0.4444444444444444,0.96875,0.4375,0.9642857142857143
