clip_idx,video_id,category,tier,gt,description,provider,model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,B,4,1.0,yes,spinach,Directly names spinach as primary ingredient.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,C,0,1.0,yes,uses their hands to thoroughly mix the garlic and spinach together,Explicitly describes hand mixing action in bowl.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,C,1,1.0,yes,large wooden bowl,Directly states wooden bowl with size descriptor.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,No mention of cutting board or white object to the right.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,C,3,1.0,yes,One person drops... The other person uses their hands,Clearly indicates two people/two hands performing actions.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,C,4,1.0,yes,fresh spinach leaves,Directly names fresh spinach as primary ingredient.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,D,0,1.0,yes,another person starts mixing the garlic and spinach leaves with their hands,Explicitly describes hand mixing action in bowl.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,D,1,1.0,yes,wooden bowl,Directly states wooden bowl.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,D,2,0.0,no,,No mention of cutting board or white object.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,D,3,1.0,yes,A person drops... another person starts mixing with their hands,Clearly indicates two people/two hands performing actions.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,D,4,1.0,yes,spinach leaves,Directly names spinach as primary ingredient.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,A,0,1.0,yes,they both rev their engines and ride off across the snow-covered terrain,Explicitly states riding across snowy terrain with forward motion.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,A,1,0.5,partial,snowy landscape,"Names snowy setting but lacks detail on trees, sky, or frozen lake."
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,A,2,0.5,partial,two people on snowmobiles,Confirms multiple snowmobiles but no color or branding details.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,,"Describes third-person view of riders, not first-person perspective."
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,,"No mention of text, branding, or color markings on vehicles."
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,B,0,0.5,partial,rides off,Mentions riding but unclear if continuous motion or just departure.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,B,1,0.0,no,,No description of environment or setting provided.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,B,2,0.0,no,,No mention of vehicle colors or multiple snowmobiles.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,No perspective or viewpoint information provided.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,,No mention of text or branding on snowmobiles.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,C,0,0.5,partial,they both start again,Implies riding but lacks explicit mention of motion across terrain.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,C,1,0.0,no,,"No description of environment, landscape, or setting details."
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,C,2,0.5,partial,another person on a snowmobile,Confirms multiple snowmobiles but no colors or branding mentioned.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,C,3,0.0,no,,No perspective or camera viewpoint information provided.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,,No mention of text or branding on snowmobiles.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,0,0.0,no,A man in a green shirt walks back and forth along a fence,"Describes completely different scene with person and deer, not snowmobile."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,1,0.0,no,zoo or animal enclosure,"Describes zoo setting, contradicts snowy frozen landscape answer key."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,2,0.0,no,,No snowmobiles mentioned; describes deer instead.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,3,0.0,no,,"Describes third-person view of man and deer, not snowmobile perspective."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,,No snowmobiles or vehicle branding mentioned.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,anthropic,claude-haiku-4-5-20251001,A,0,0.0,no,A man on a motorcycle pulls a sleigh in the snow.,"Describes pulling a sleigh, not falling or tumbling through snow."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,anthropic,claude-haiku-4-5-20251001,A,1,0.5,partial,in the snow,Mentions snow but no terrain details or sky description.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,anthropic,claude-haiku-4-5-20251001,A,2,0.0,no,,"No blue object mentioned; describes sleigh being pulled, not visible."
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,,No description of person's clothing or appearance.
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,A man on a motorcycle pulls a sleigh in the snow.,anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,pulls a sleigh,"Describes controlled pulling action, not uncontrolled falling."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,anthropic,claude-haiku-4-5-20251001,B,0,0.0,no,A man on a motorbike is pulling a sled,"Describes pulling a sled, not falling or tumbling through snow."
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,anthropic,claude-haiku-4-5-20251001,B,1,0.5,partial,through snow and ice,Mentions snow and ice but no terrain slope or sky details.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,anthropic,claude-haiku-4-5-20251001,B,2,0.0,no,,No blue object mentioned; describes sled being pulled.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,No description of person's clothing or appearance.
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,pulling a sled,"Describes controlled pulling action, not uncontrolled falling."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",anthropic,claude-haiku-4-5-20251001,C,0,0.0,no,"a man rides a motorcycle, pulling a blue sled","Describes riding and pulling, not falling or tumbling through snow."
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",anthropic,claude-haiku-4-5-20251001,C,1,1.0,yes,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow",Explicitly describes snowy landscape and snow-covered terrain.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",anthropic,claude-haiku-4-5-20251001,C,2,1.0,yes,a blue sled behind him,Directly identifies blue sled as visible object.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",anthropic,claude-haiku-4-5-20251001,C,3,0.0,no,,No description of person's clothing or dark appearance.
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,The sled glides over the snow,"Describes controlled gliding motion, not uncontrolled falling."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,0,0.0,no,A man in a green shirt and navy shorts walks back and forth along a fence,"Describes walking along fence with deer, completely different scene."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,1,0.0,no,a zoo or animal enclosure,"Describes zoo setting, not snowy outdoor location."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,2,0.0,no,,No blue object mentioned; describes different scene entirely.
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,3,0.0,no,A man in a green shirt and navy shorts,"Describes green and navy clothing, not dark clothing against snow."
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,walks back and forth,"Describes controlled walking, not falling or tumbling."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,A,0,0.0,no,a small deer mirrors his movements,"Describes a deer, not horses grazing in pasture."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,A,1,0.0,no,a zoo or animal enclosure,"Describes zoo, not equestrian facility with flags and formal entrance."
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,A,2,0.0,no,,No mention of KOA logo or branding.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,,No entrance sign or horse silhouette mentioned.
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,,No horse in wooded area described.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,anthropic,claude-haiku-4-5-20251001,B,0,0.0,no,people are riding horses,"Describes riding, not grazing; no color details of horses."
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,anthropic,claude-haiku-4-5-20251001,B,1,0.0,no,riding horses through the woods,"Only mentions woods, not equestrian facility with flags and formal entrance."
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,anthropic,claude-haiku-4-5-20251001,B,2,0.0,no,,No KOA logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,No entrance sign described.
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,A group of people are riding horses through the woods.,anthropic,claude-haiku-4-5-20251001,B,4,0.5,partial,riding horses through the woods,Mentions horse in woods but no rope/lead or standing detail.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",anthropic,claude-haiku-4-5-20251001,C,0,0.5,partial,horses grazing,Confirms grazing but no color details of the two horses.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",anthropic,claude-haiku-4-5-20251001,C,1,0.5,partial,A horse ranch sign is shown,"Mentions ranch but lacks flags, manicured grounds, formal entrance details."
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,No KOA logo mentioned.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",anthropic,claude-haiku-4-5-20251001,C,3,0.5,partial,A horse ranch sign is shown,Mentions sign but no horse silhouette detail.
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",anthropic,claude-haiku-4-5-20251001,C,4,0.5,partial,people riding horses through woods,Mentions horse in woods but no rope/lead or standing detail.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",anthropic,claude-haiku-4-5-20251001,D,0,1.0,yes,Horses graze peacefully in a sunlit pasture,Directly states horses grazing; context implies pasture setting.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",anthropic,claude-haiku-4-5-20251001,D,1,0.5,partial,KOA Ranch,"Mentions ranch but lacks flags, manicured grounds, formal entrance details."
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",anthropic,claude-haiku-4-5-20251001,D,2,1.0,yes,sign for KOA Ranch,Directly names KOA logo/branding.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",anthropic,claude-haiku-4-5-20251001,D,3,1.0,yes,"sign for KOA Ranch, featuring a silhouette of a horse",Directly states horse silhouette on entrance sign.
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",anthropic,claude-haiku-4-5-20251001,D,4,0.5,partial,people riding horses along a wooded trail,Mentions horse in woods but no rope/lead or standing detail.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,0,1.0,yes,"At night, a skier navigates a snowy hill",Directly states skiing on snowy surface at night.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,1,1.0,yes,"snowy hill, weaving between flexible poles in a slalom course",Identifies ski slope with gate markers and nighttime setting.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,2,1.0,yes,weaving between flexible poles in a slalom course,Explicitly names poles as course markers positioned on slope.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,3,1.0,yes,At night,Directly states nighttime activity.
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,4,0.5,partial,a skier navigates,Mentions skier but no clothing or ski details provided.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,anthropic,claude-haiku-4-5-20251001,B,0,1.0,yes,Someone is skiing at night,Directly states skiing at night on snowy surface.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,anthropic,claude-haiku-4-5-20251001,B,1,0.5,partial,skiing at night around several poles,Names poles and nighttime but lacks slope/venue context.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,anthropic,claude-haiku-4-5-20251001,B,2,1.0,yes,around several poles,Identifies poles as course markers.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,anthropic,claude-haiku-4-5-20251001,B,3,1.0,yes,at night,Directly states nighttime.
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,Someone is skiing at night around several poles in an alternating left then right pattern.,anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,,No clothing or equipment details provided.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,anthropic,claude-haiku-4-5-20251001,C,0,0.5,partial,A man is skiing,Names skiing but omits nighttime and snowy surface details.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,anthropic,claude-haiku-4-5-20251001,C,1,0.5,partial,skiing between poles on a snowy hill,Identifies slope and poles but lacks nighttime context.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,anthropic,claude-haiku-4-5-20251001,C,2,1.0,yes,between poles,Identifies poles as course markers.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,anthropic,claude-haiku-4-5-20251001,C,3,0.0,no,,No time of day information provided.
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,A man is skiing between poles on a snowy hill.,anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,,No clothing or equipment details provided.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,D,0,0.0,no,,"Describes kitchen scene, not skiing. Contradicts answer key."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,D,1,0.0,no,,"Describes kitchen, not ski slope. Contradicts answer key."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,D,2,0.0,no,,"Describes kitchen scene, not ski course markers."
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,D,3,0.0,no,,No nighttime skiing context provided.
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,,"Describes chef, not skier clothing or equipment."
