clip_key,video_path_local,ad_text_used,audio_only_ok,accessibility_gap,description_gain,alignment_cosine,P_AV_shape,P_A_shape,P_AD_shape,corpus,clip_idx,video_id,category,duration_s,all4_fail,low_tier3_margin,tier2_tier1_inversion,yt_id,start_s,end_s
external_ZcYB6tPK2Eo_000138_000148,/content/scenetwin/workspace/external_clips/ZcYB6tPK2Eo_000138_000148.mp4,"A man demonstrates how to solve a Rubik's cube. He holds a brightly colored cube, turning and pointing at its blocks while explaining his process. The cube features vibrant colors like orange, green, pink, and blue. His hands move swiftly as he progresses through the puzzle, providing a step-by-step guide to solving it.",True,0.25646987169948376,-0.12543279078259517,0.9770208526403565,"[10, 20484]","[11, 20484]","[25, 20484]",external,,ZcYB6tPK2Eo_000138_000148,How-to & Instructional,,,,,ZcYB6tPK2Eo,138.0,148.0
external__TKzyWZHjm8_000002_000012,/content/scenetwin/workspace/external_clips/_TKzyWZHjm8_000002_000012.mp4,"The video begins with the title 'Stability Ball Ab Exercises Part 1' displayed on the screen. A man enters a room that appears to be a garage or living room, with various fitness equipment visible. He approaches a large pink exercise ball and sits on it, preparing to demonstrate a series of ab exercises. The focus is on using the stability ball to enhance core workouts.",True,0.1308002538681644,-0.684058235477668,0.0,"[11, 20484]","[11, 20484]","[30, 20484]",external,,_TKzyWZHjm8_000002_000012,Health & Wellness,,,,,_TKzyWZHjm8,2.0,12.0
external__oAKCHh_Av4_000003_000013,/content/scenetwin/workspace/external_clips/_oAKCHh_Av4_000003_000013.mp4,"In a cozy living room, a man sits on a couch, holding an electronic smoking device. He inhales and then exhales a cloud of vapor, smiling as he does so. A woman sits nearby, and they both share a moment of laughter. The atmosphere is relaxed and friendly.",True,0.19014348298258033,-0.00468318201012774,0.9751880787857375,"[10, 20484]","[10, 20484]","[22, 20484]",external,,_oAKCHh_Av4_000003_000013,People & Vlogs,,,,,_oAKCHh_Av4,3.0,13.0
external_bgt29znHCzs_000343_000353,/content/scenetwin/workspace/external_clips/bgt29znHCzs_000343_000353.mp4,"A group of people stands along a snow-covered trail, surrounded by trees. They are waiting for a dog sled race to pass by. The scene is set in a forested area with a clear, snowy path. Some individuals are positioned on a small hill beside the trail, while others are on the path itself, dressed warmly for the cold weather. The atmosphere is one of anticipation as they look down the trail, waiting for the racers to appear.",True,0.13765484813168005,-0.3242362712273048,0.9867360693697121,"[10, 20484]","[11, 20484]","[32, 20484]",external,,bgt29znHCzs_000343_000353,Sports,,,,,bgt29znHCzs,343.0,353.0
external_c_gQ9CSaZY4_000000_000010,/content/scenetwin/workspace/external_clips/c_gQ9CSaZY4_000000_000010.mp4,"A person wearing a blue cap kneels on the floor, organizing a variety of folded clothes into a bright green mesh bag. The clothes are neatly arranged in piles on a wooden floor, including shirts, pants, and socks. The person swiftly places each item into the bag, demonstrating an efficient packing technique.",True,0.21586985493136313,-0.17734835096821178,0.0,"[11, 20484]","[11, 20484]","[25, 20484]",external,,c_gQ9CSaZY4_000000_000010,How-to & Instructional,,,,,c_gQ9CSaZY4,0.0,10.0
external_crjesEwF0Ks_000197_000207,/content/scenetwin/workspace/external_clips/crjesEwF0Ks_000197_000207.mp4,"In a garage filled with various vacuum cleaners, a person in jeans is using a red vacuum to clean a carpeted floor. The person is barefoot, moving the vacuum back and forth across the dark carpet. The garage is lined with other vacuums, suggesting a collection or repair shop setting.",True,0.3233000293028674,-0.28558791281467105,0.9999999999983215,"[10, 20484]","[11, 20484]","[22, 20484]",external,,crjesEwF0Ks_000197_000207,How-to & Instructional,,,,,crjesEwF0Ks,197.0,207.0
external_d7_SY48r__8_000060_000070,/content/scenetwin/workspace/external_clips/d7_SY48r__8_000060_000070.mp4,"In a room, a person is shearing a sheep using electric clippers. The sheep lies calmly on the floor as the person carefully removes its wool. The clippers buzz as they glide over the sheep's body, efficiently trimming the thick coat.",True,0.41756418063859524,-0.2832248487870783,0.0,"[10, 20484]","[11, 20484]","[17, 20484]",external,,d7_SY48r__8_000060_000070,How-to & Instructional,,,,,d7_SY48r__8,60.0,70.0
external_dlBeUWrse3I_000019_000029,/content/scenetwin/workspace/external_clips/dlBeUWrse3I_000019_000029.mp4,"A group of children are engaged in an exploratory activity using magnifying tools. Outdoors, two kids closely examine the side of a brick structure with handheld magnifying glasses. Later, a young girl uses a lighted microscope to inspect colorful, glittery star-shaped objects on a table. She then takes the microscope outside to observe the ground. Throughout, a woman provides guidance in the background.",True,0.1937591584360412,-0.07270852125401539,0.9755564175950455,"[10, 20484]","[11, 20484]","[32, 20484]",external,,dlBeUWrse3I_000019_000029,How-to & Instructional,,,,,dlBeUWrse3I,19.0,29.0
external_eb-ufaFcUas_000008_000018,/content/scenetwin/workspace/external_clips/eb-ufaFcUas_000008_000018.mp4,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",True,0.055594638105383676,-0.45566396364880446,0.9958715294168635,"[11, 20484]","[11, 20484]","[29, 20484]",external,,eb-ufaFcUas_000008_000018,Entertainment,,,,,eb-ufaFcUas,8.0,18.0
external_g8Idd47kGqo_000037_000047,/content/scenetwin/workspace/external_clips/g8Idd47kGqo_000037_000047.mp4,"In a dance studio, a young woman in a pink shirt and black shorts energetically tap dances across the wooden floor. She performs a series of twirls and rhythmic foot taps, moving in circles with a lively expression. The room is simple, with a light blue wall and a wooden barre along one side.",True,0.24311641316027965,-0.34407470295725096,0.0,"[11, 20484]","[11, 20484]","[22, 20484]",external,,g8Idd47kGqo_000037_000047,Entertainment,,,,,g8Idd47kGqo,37.0,47.0
external_gFBO3zrod9Y_000005_000015,/content/scenetwin/workspace/external_clips/gFBO3zrod9Y_000005_000015.mp4,"A baby in a pink onesie sits on a carpeted floor, surrounded by colorful toys. She is focused on tearing apart a piece of tissue paper, her small hands working diligently. The room is softly lit, creating a cozy atmosphere as she continues to play with the paper, scattering bits around her.",True,0.17114612043899524,-0.0243201889196617,0.9822662711684517,"[10, 20484]","[11, 20484]","[24, 20484]",external,,gFBO3zrod9Y_000005_000015,People & Vlogs,,,,,gFBO3zrod9Y,5.0,15.0
external_h8wsO9A9v_c_000016_000026,/content/scenetwin/workspace/external_clips/h8wsO9A9v_c_000016_000026.mp4,"A young boy rides a small bicycle with training wheels around a paved area. The bike is orange with a bright orange basket at the front and a yellow seat. He pedals energetically, moving in circles under the sunlight.",True,0.05415916608269211,-0.4383317392303352,0.0,"[11, 20484]","[11, 20484]","[16, 20484]",external,,h8wsO9A9v_c_000016_000026,People & Vlogs,,,,,h8wsO9A9v_c,16.0,26.0
external_heWD9j45Emw_000225_000235,/content/scenetwin/workspace/external_clips/heWD9j45Emw_000225_000235.mp4,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",True,0.10306860522075945,-0.3961792324775565,0.9961179865402316,"[10, 20484]","[11, 20484]","[30, 20484]",external,,heWD9j45Emw_000225_000235,Music,,,,,heWD9j45Emw,225.0,235.0
external_iEAWgsSvJAE_000023_000033,/content/scenetwin/workspace/external_clips/iEAWgsSvJAE_000023_000033.mp4,"In a black-and-white silent film, a young man is in a cluttered garage, working on a bicycle. He uses a saw and then wipes his hands with a cloth. The scene transitions to him standing up and extending his hand in greeting. The words 'Oh, hello!' appear on the screen, indicating a friendly interaction.",True,0.1313394420555405,-0.9228958502099776,0.0,"[11, 20484]","[11, 20484]","[24, 20484]",external,,iEAWgsSvJAE_000023_000033,Film & Animation,,,,,iEAWgsSvJAE,23.0,33.0
external_iGmGQxox43I_000000_000010,/content/scenetwin/workspace/external_clips/iGmGQxox43I_000000_000010.mp4,"A woman in an orange top stands beside a horse, demonstrating how to use a grooming mitt. She explains the process as she gently brushes the horse's face, using a mitt with small teeth designed for grooming. The horse stands calmly as she continues to brush its mane and face, showing the proper technique for effective grooming.",True,0.07374964623506675,-0.02454270454573504,0.9885199242799947,"[11, 20484]","[11, 20484]","[24, 20484]",external,,iGmGQxox43I_000000_000010,How-to & Instructional,,,,,iGmGQxox43I,0.0,10.0
external_iZP6gjlr_nM_000113_000123,/content/scenetwin/workspace/external_clips/iZP6gjlr_nM_000113_000123.mp4,"In a room, two people are working on an ice sculpture. One person, wearing a patterned shirt, observes while the other, in a dark jacket, uses a chisel to shape large blocks of ice stacked on a table. The blocks are clear and rectangular, resembling oversized ice cubes. The scene takes place indoors, possibly in a cooler environment to prevent the ice from melting.",True,0.23138371134517244,-0.4365709788667665,0.998157530018204,"[10, 20484]","[11, 20484]","[30, 20484]",external,,iZP6gjlr_nM_000113_000123,How-to & Instructional,,,,,iZP6gjlr_nM,113.0,123.0
external_j4CKRgv3jUg_000000_000010,/content/scenetwin/workspace/external_clips/j4CKRgv3jUg_000000_000010.mp4,"A young person with a backpack crosses a wet street towards a bus stop where a group of teenagers is gathered. As he approaches, some of the teens shout 'jaywalking' in a playful manner. The scene captures a typical school day moment with friends teasing each other.",True,0.19822803697395375,-0.08351883946100314,0.8776279495608017,"[10, 20484]","[11, 20484]","[19, 20484]",external,,j4CKRgv3jUg_000000_000010,Entertainment,,,,,j4CKRgv3jUg,0.0,10.0
external_j6CgiNeWQwM_000842_000852,/content/scenetwin/workspace/external_clips/j6CgiNeWQwM_000842_000852.mp4,"In a kitchen, a chef and an assistant are preparing a cake. The assistant holds a large mixing bowl filled with batter, while the chef uses a spatula to transfer the batter into a round cake pan lined with parchment paper. They work together efficiently, ensuring all the batter is scraped from the bowl into the pan.",True,0.2593017481760773,-0.1559845824910958,0.0,"[10, 20484]","[11, 20484]","[24, 20484]",external,,j6CgiNeWQwM_000842_000852,Food & Cooking,,,,,j6CgiNeWQwM,842.0,852.0
external_jeweRSnAJeo_000050_000060,/content/scenetwin/workspace/external_clips/jeweRSnAJeo_000050_000060.mp4,"In a dimly lit room, a woman sits at a table with a magazine open in front of her. A candle flickers nearby, casting a warm glow. She carefully tears a page from the magazine, her movements deliberate and focused.",True,0.3140341851728842,-0.31579917844085925,0.0,"[11, 20484]","[11, 20484]","[18, 20484]",external,,jeweRSnAJeo_000050_000060,Film & Animation,,,,,jeweRSnAJeo,50.0,60.0
external_lgJywzzdUC8_000000_000010,/content/scenetwin/workspace/external_clips/lgJywzzdUC8_000000_000010.mp4,"In a snowy city street at night, a yellow bulldozer methodically clears large piles of snow. The operator skillfully maneuvers the machine, scooping up snow and moving it aside. Cars occasionally pass by, their headlights illuminating the scene. The streetlights cast a warm glow over the bustling activity as snow continues to fall.",True,0.2670980013596652,-0.37512101096802597,0.9881697079061769,"[10, 20484]","[11, 20484]","[26, 20484]",external,,lgJywzzdUC8_000000_000010,Event,,,,,lgJywzzdUC8,0.0,10.0
external_rGQ64NXktF8_000006_000016,/content/scenetwin/workspace/external_clips/rGQ64NXktF8_000006_000016.mp4,"In a small room, two boys sit on the floor facing each other. They take turns playfully hitting each other on the head with an empty plastic water bottle. Laughter fills the room as they continue their game, surrounded by a bicycle and some scattered items.",True,0.10773152569050348,-0.548347294843812,0.0,"[10, 20484]","[11, 20484]","[19, 20484]",external,,rGQ64NXktF8_000006_000016,People & Vlogs,,,,,rGQ64NXktF8,6.0,16.0
external_u-olDM7oGGM_000012_000022,/content/scenetwin/workspace/external_clips/u-olDM7oGGM_000012_000022.mp4,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",True,0.12743765015316133,-0.216443639550018,0.9724902192967442,"[10, 20484]","[11, 20484]","[23, 20484]",external,,u-olDM7oGGM_000012_000022,Health & Wellness,,,,,u-olDM7oGGM,12.0,22.0
external_v2Hr1CH-yb0_000076_000086,/content/scenetwin/workspace/external_clips/v2Hr1CH-yb0_000076_000086.mp4,"In a large factory setting, workers wearing safety masks are busy operating machinery. They fill large bags with material from a machine, working efficiently in a spacious warehouse. A young woman walks by, laughing, adding a moment of lightness to the industrious atmosphere. The scene shifts to show the expansive interior of the warehouse, with conveyor belts and equipment lining the space.",True,0.3238461558501835,-0.4462028787576112,0.0,"[10, 20484]","[11, 20484]","[31, 20484]",external,,v2Hr1CH-yb0_000076_000086,How-to & Instructional,,,,,v2Hr1CH-yb0,76.0,86.0
external_wbOD_G3ttgU_000083_000093,/content/scenetwin/workspace/external_clips/wbOD_G3ttgU_000083_000093.mp4,"In a brightly lit dance studio with mirrored walls, three couples are practicing dance moves. The room is decorated with hanging star-shaped ornaments. The couples move in sync to the rhythm of country music, occasionally twirling and changing partners. Their reflections are visible in the large mirror, enhancing the sense of movement and coordination.",True,0.09981857813019979,-0.26448797200646146,0.9982948219222976,"[10, 20484]","[11, 20484]","[26, 20484]",external,,wbOD_G3ttgU_000083_000093,How-to & Instructional,,,,,wbOD_G3ttgU,83.0,93.0
external_xW6hpK-DBMY_000080_000090,/content/scenetwin/workspace/external_clips/xW6hpK-DBMY_000080_000090.mp4,"A man stands in front of a framed photograph, demonstrating how to sharpen a large knife using a sharpening rod. He holds the knife in one hand and the rod in the other, explaining the technique as he moves the blade along the rod. The photograph behind him features a heavily tattooed figure holding a sphere.",True,0.07645312735790255,-0.17719854386497513,0.9574822738439321,"[11, 20484]","[11, 20484]","[22, 20484]",external,,xW6hpK-DBMY_000080_000090,How-to & Instructional,,,,,xW6hpK-DBMY,80.0,90.0
external_yBO8rAMeqjc_000007_000017,/content/scenetwin/workspace/external_clips/yBO8rAMeqjc_000007_000017.mp4,"On a stage, two men demonstrate sheep shearing to a captivated audience. One man skillfully shears the wool from a sheep, while the other, wearing a headset, explains the process to the crowd, which includes families and children. The sheep sits calmly as its fleece is removed. The audience watches attentively, with some children sitting at the front, clearly engaged in the demonstration.",True,0.21581907279355772,-0.4375882700531658,0.9999999999972835,"[10, 20484]","[11, 20484]","[31, 20484]",external,,yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",,,,,yBO8rAMeqjc,7.0,17.0
external_zTJ0Zbv1jBo_000045_000055,/content/scenetwin/workspace/external_clips/zTJ0Zbv1jBo_000045_000055.mp4,"On a television show, a doctor speaks on the phone with a woman named Sarah about her three-year-old daughter, who walks on her tiptoes. As they discuss, the scene shifts to show the young girl moving across a carpeted room, walking and running on her toes.",True,0.15725142385544388,-0.053564317443915654,0.9314506543073892,"[11, 20484]","[11, 20484]","[19, 20484]",external,,zTJ0Zbv1jBo_000045_000055,Health & Wellness,,,,,zTJ0Zbv1jBo,45.0,55.0
