video_id,category,tier,gt,description,model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
u-olDM7oGGM_000012_000022,Health & Wellness,tier2_vatex_long,2,People walk down the street with a dog on a leash while a boy puts his sweater around his shoulders and runs out into the road.,claude-haiku-4-5-20251001,B,2,0.5,partial,People walk down the street,"Mentions street but no parking lot, fence, or cars explicitly."
u-olDM7oGGM_000012_000022,Health & Wellness,tier2_vatex_long,2,People walk down the street with a dog on a leash while a boy puts his sweater around his shoulders and runs out into the road.,claude-haiku-4-5-20251001,B,3,0.5,partial,People walk down the street with a dog on a leash,"Mentions dog and street but no cars, fence, buildings, or landscape."
u-olDM7oGGM_000012_000022,Health & Wellness,tier2_vatex_long,2,People walk down the street with a dog on a leash while a boy puts his sweater around his shoulders and runs out into the road.,claude-haiku-4-5-20251001,B,4,0.5,partial,a boy puts his sweater around his shoulders,Mentions cloth on shoulders but not white or draped on head.
u-olDM7oGGM_000012_000022,Health & Wellness,tier3_va11y,3,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",claude-haiku-4-5-20251001,C,0,0.5,partial,"a young boy...runs across the road, laughing","Names boy and running/playful action, but no parking lot or dancing."
u-olDM7oGGM_000012_000022,Health & Wellness,tier3_va11y,3,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",claude-haiku-4-5-20251001,C,1,0.0,no,a boy...drapes a jacket over his head,Mentions jacket but not white shirt worn together with it.
u-olDM7oGGM_000012_000022,Health & Wellness,tier3_va11y,3,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",claude-haiku-4-5-20251001,C,2,0.5,partial,On a residential street,"Mentions street but no parking lot, fence, or cars explicitly."
u-olDM7oGGM_000012_000022,Health & Wellness,tier3_va11y,3,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",claude-haiku-4-5-20251001,C,3,0.0,no,,"No mention of parked cars, fence, buildings, or landscape."
u-olDM7oGGM_000012_000022,Health & Wellness,tier3_va11y,3,"On a residential street, a young boy with a backpack walks alongside a group of people, including an adult with a dog on a leash. The boy playfully drapes a jacket over his head and runs across the road, laughing. The scene captures a lighthearted moment, but also highlights the importance of road safety.",claude-haiku-4-5-20251001,C,4,1.0,yes,The boy playfully drapes a jacket over his head,Directly states cloth draped on head in playful context.
u-olDM7oGGM_000012_000022,Health & Wellness,tier1_vatex_short,1,A group of people walk along the street and a boy runs into the street.,claude-haiku-4-5-20251001,D,0,0.5,partial,a boy runs into the street,Names boy and action but no dancing or parking lot mentioned.
u-olDM7oGGM_000012_000022,Health & Wellness,tier1_vatex_short,1,A group of people walk along the street and a boy runs into the street.,claude-haiku-4-5-20251001,D,1,0.0,no,,No mention of clothing.
u-olDM7oGGM_000012_000022,Health & Wellness,tier1_vatex_short,1,A group of people walk along the street and a boy runs into the street.,claude-haiku-4-5-20251001,D,2,0.5,partial,the street,"Mentions street but no parking lot, fence, or cars."
u-olDM7oGGM_000012_000022,Health & Wellness,tier1_vatex_short,1,A group of people walk along the street and a boy runs into the street.,claude-haiku-4-5-20251001,D,3,0.0,no,,No background details provided.
u-olDM7oGGM_000012_000022,Health & Wellness,tier1_vatex_short,1,A group of people walk along the street and a boy runs into the street.,claude-haiku-4-5-20251001,D,4,0.0,no,,No mention of cloth or towel on head.
eb-ufaFcUas_000008_000018,Entertainment,tier2_vatex_long,2,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,A,0,0.0,no,pulled up and down over trampoline,"Describes bouncing on trampoline, not climbing a red vertical surface."
eb-ufaFcUas_000008_000018,Entertainment,tier2_vatex_long,2,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,A,1,0.5,partial,inside a mall,Confirms mall setting but lacks store signage or commercial details.
eb-ufaFcUas_000008_000018,Entertainment,tier2_vatex_long,2,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,A,2,0.0,no,,No store names mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier2_vatex_long,2,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,A,3,0.0,no,,No brand names or advertisements mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier2_vatex_long,2,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,A,4,0.0,no,elastic cords,"Describes elastic cords, not a red vertical pole."
eb-ufaFcUas_000008_000018,Entertainment,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,B,0,0.0,no,skier navigates a snowy hill,"Describes skiing downhill, contradicts climbing red vertical surface."
eb-ufaFcUas_000008_000018,Entertainment,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,B,1,0.0,no,snowy hill,"Outdoor ski slope, contradicts indoor mall setting."
eb-ufaFcUas_000008_000018,Entertainment,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,B,2,0.0,no,,No store names mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,B,3,0.0,no,,No brand names or advertisements mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,B,4,0.0,no,flexible poles,"Describes slalom poles on ski slope, not red mall pole."
eb-ufaFcUas_000008_000018,Entertainment,tier1_vatex_short,1,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,C,0,0.0,no,pulled up and down over trampoline,"Describes bouncing on trampoline, not climbing red vertical surface."
eb-ufaFcUas_000008_000018,Entertainment,tier1_vatex_short,1,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,C,1,0.5,partial,inside a mall,Confirms mall setting but lacks store signage or commercial details.
eb-ufaFcUas_000008_000018,Entertainment,tier1_vatex_short,1,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,C,2,0.0,no,,No store names mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier1_vatex_short,1,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,C,3,0.0,no,,No brand names or advertisements mentioned.
eb-ufaFcUas_000008_000018,Entertainment,tier1_vatex_short,1,"Child attached to harness, with elastic cords on sides, is pulled up and down over trampoline inside a mall.",claude-haiku-4-5-20251001,C,4,0.0,no,elastic cords,"Describes elastic cords, not a red vertical pole."
eb-ufaFcUas_000008_000018,Entertainment,tier3_va11y,3,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",claude-haiku-4-5-20251001,D,0,0.0,no,bouncing energetically on a trampoline,"Describes bouncing on trampoline, not climbing red vertical surface."
eb-ufaFcUas_000008_000018,Entertainment,tier3_va11y,3,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",claude-haiku-4-5-20251001,D,1,1.0,yes,"shopping mall, various store signs",Directly states mall setting with store signs present.
eb-ufaFcUas_000008_000018,Entertainment,tier3_va11y,3,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",claude-haiku-4-5-20251001,D,2,0.0,no,various store signs,Mentions store signs generically but names none specifically.
eb-ufaFcUas_000008_000018,Entertainment,tier3_va11y,3,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",claude-haiku-4-5-20251001,D,3,0.5,partial,prominent advertisement for watches,Mentions watch advertisement but does not name Casio brand.
eb-ufaFcUas_000008_000018,Entertainment,tier3_va11y,3,"In a bustling shopping mall, a young boy is harnessed to elastic cords, bouncing energetically on a trampoline. The setup allows him to soar high into the air, suspended by the bungee cords. Surrounding him are various store signs, including a prominent advertisement for watches. The scene captures the lively atmosphere of the mall as the boy enjoys his thrilling jumps.",claude-haiku-4-5-20251001,D,4,0.0,no,bungee cords,"Describes bungee cords, not a red vertical pole structure."
heWD9j45Emw_000225_000235,Music,tier3_va11y,3,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",claude-haiku-4-5-20251001,A,0,1.0,yes,a lively band performs a vibrant Latino music piece...accordion...saxophone and trumpet,Directly states live musical performance with band and specific instruments.
heWD9j45Emw_000225_000235,Music,tier3_va11y,3,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",claude-haiku-4-5-20251001,A,1,1.0,yes,"At the center, a man energetically plays the accordion",Explicitly identifies accordion player at center stage position.
heWD9j45Emw_000225_000235,Music,tier3_va11y,3,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",claude-haiku-4-5-20251001,A,2,0.5,partial,"brightly lit stage...colorful, flashing lights",Mentions stage lighting but lacks specific color details (blue/green) or structure.
heWD9j45Emw_000225_000235,Music,tier3_va11y,3,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",claude-haiku-4-5-20251001,A,3,0.0,no,,Does not describe what musicians are wearing.
heWD9j45Emw_000225_000235,Music,tier3_va11y,3,"On a brightly lit stage, a lively band performs a vibrant Latino music piece. At the center, a man energetically plays the accordion, surrounded by fellow musicians who dance and play various instruments, including a saxophone and trumpet. The stage is illuminated with colorful, flashing lights, enhancing the festive atmosphere as the musicians move rhythmically to the music.",claude-haiku-4-5-20251001,A,4,0.5,partial,accordion...saxophone and trumpet,Names instruments but does not explicitly state total musician count.
heWD9j45Emw_000225_000235,Music,tier1_vatex_short,1,A group of musicians including an accordion player perform on a stage.,claude-haiku-4-5-20251001,B,0,0.5,partial,A group of musicians including an accordion player perform on a stage,Confirms musical performance but lacks detail on band type or instruments.
heWD9j45Emw_000225_000235,Music,tier1_vatex_short,1,A group of musicians including an accordion player perform on a stage.,claude-haiku-4-5-20251001,B,1,1.0,yes,an accordion player,Directly identifies accordion player.
heWD9j45Emw_000225_000235,Music,tier1_vatex_short,1,A group of musicians including an accordion player perform on a stage.,claude-haiku-4-5-20251001,B,2,0.0,no,,Does not describe stage setting or lighting.
heWD9j45Emw_000225_000235,Music,tier1_vatex_short,1,A group of musicians including an accordion player perform on a stage.,claude-haiku-4-5-20251001,B,3,0.0,no,,Does not describe musician clothing.
heWD9j45Emw_000225_000235,Music,tier1_vatex_short,1,A group of musicians including an accordion player perform on a stage.,claude-haiku-4-5-20251001,B,4,0.0,no,,Does not specify number of musicians.
heWD9j45Emw_000225_000235,Music,tier2_vatex_long,2,"A band with five musicians is playing for an audience, using various musican instruments a lively dance music which they also dance to on the stage.",claude-haiku-4-5-20251001,C,0,0.5,partial,A band with five musicians is playing...using various musician instruments,Confirms band performance but vague on instrument types and performance nature.
heWD9j45Emw_000225_000235,Music,tier2_vatex_long,2,"A band with five musicians is playing for an audience, using various musican instruments a lively dance music which they also dance to on the stage.",claude-haiku-4-5-20251001,C,1,0.5,partial,A band with five musicians,Mentions band but does not explicitly identify accordion or center position.
heWD9j45Emw_000225_000235,Music,tier2_vatex_long,2,"A band with five musicians is playing for an audience, using various musican instruments a lively dance music which they also dance to on the stage.",claude-haiku-4-5-20251001,C,2,0.0,no,,Does not describe stage setting or lighting.
heWD9j45Emw_000225_000235,Music,tier2_vatex_long,2,"A band with five musicians is playing for an audience, using various musican instruments a lively dance music which they also dance to on the stage.",claude-haiku-4-5-20251001,C,3,0.0,no,,Does not describe musician clothing.
heWD9j45Emw_000225_000235,Music,tier2_vatex_long,2,"A band with five musicians is playing for an audience, using various musican instruments a lively dance music which they also dance to on the stage.",claude-haiku-4-5-20251001,C,4,1.0,yes,A band with five musicians,Directly states five musicians performing.
heWD9j45Emw_000225_000235,Music,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,0,0.0,no,a skier navigates a snowy hill,"Describes skiing, not a musical performance. Contradicts answer key."
heWD9j45Emw_000225_000235,Music,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,1,0.0,no,a skier navigates a snowy hill,"Describes skiing, not accordion playing. Contradicts answer key."
heWD9j45Emw_000225_000235,Music,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,2,0.0,no,"At night, a skier navigates a snowy hill","Describes skiing scene, not stage lighting. Contradicts answer key."
heWD9j45Emw_000225_000235,Music,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,3,0.0,no,,"Describes skier, not musicians. Contradicts answer key."
heWD9j45Emw_000225_000235,Music,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,4,0.0,no,a skier,"Describes one skier, not five musicians. Contradicts answer key."
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,A young girl is shown doing cartwheels and other gymnastics outside from the ground.,claude-haiku-4-5-20251001,A,0,0.5,partial,doing cartwheels and other gymnastics,Names gymnastics but not flipping or dynamic jumping movements.
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,A young girl is shown doing cartwheels and other gymnastics outside from the ground.,claude-haiku-4-5-20251001,A,1,0.0,no,,No background description provided.
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,A young girl is shown doing cartwheels and other gymnastics outside from the ground.,claude-haiku-4-5-20251001,A,2,0.0,no,,No weather or sky information mentioned.
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,A young girl is shown doing cartwheels and other gymnastics outside from the ground.,claude-haiku-4-5-20251001,A,3,0.0,no,,No clothing description provided.
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,A young girl is shown doing cartwheels and other gymnastics outside from the ground.,claude-haiku-4-5-20251001,A,4,0.5,partial,outside from the ground,Indicates outdoor setting but lacks vegetation/park details.
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,A girl is skipping then does a cartwheel and ends the routine with a pose.,claude-haiku-4-5-20251001,B,0,0.5,partial,does a cartwheel,Mentions cartwheel but not flipping or dynamic jumping.
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,A girl is skipping then does a cartwheel and ends the routine with a pose.,claude-haiku-4-5-20251001,B,1,0.0,no,,No background description provided.
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,A girl is skipping then does a cartwheel and ends the routine with a pose.,claude-haiku-4-5-20251001,B,2,0.0,no,,No weather or sky information mentioned.
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,A girl is skipping then does a cartwheel and ends the routine with a pose.,claude-haiku-4-5-20251001,B,3,0.0,no,,No clothing description provided.
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,A girl is skipping then does a cartwheel and ends the routine with a pose.,claude-haiku-4-5-20251001,B,4,0.0,no,,No location type or setting details provided.
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.",claude-haiku-4-5-20251001,C,0,1.0,yes,performing a series of cartwheels and flips,Directly states flips and cartwheels with energy and precision.
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.",claude-haiku-4-5-20251001,C,1,1.0,yes,on the grass...backdrop of a bright blue sky,Explicitly mentions grass and sky background.
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.",claude-haiku-4-5-20251001,C,2,1.0,yes,on a sunny day...bright blue sky with scattered clouds,"Directly states sunny, blue sky, and clouds."
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.",claude-haiku-4-5-20251001,C,3,0.0,no,,No clothing description provided.
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.",claude-haiku-4-5-20251001,C,4,1.0,yes,outside...on the grass...trees,Clearly describes outdoor natural setting with grass and vegetation.
2kJxrcNRS9w_000047_000057,Sports,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,0,0.0,no,skier navigates a snowy hill,"Describes skiing, not parkour/gymnastics. Contradicts answer key."
2kJxrcNRS9w_000047_000057,Sports,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,1,0.0,no,snowy hill,"Describes snow, not trees/vegetation. Contradicts answer key."
2kJxrcNRS9w_000047_000057,Sports,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,2,0.0,no,At night,"States night, contradicts sunny day answer key."
2kJxrcNRS9w_000047_000057,Sports,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,3,0.0,no,,No clothing description provided.
2kJxrcNRS9w_000047_000057,Sports,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,D,4,0.0,no,snowy hill...slalom course,"Describes ski slope, not park/field. Contradicts answer key."
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,A person is wrapping an object in foil on top of a wooden table.,claude-haiku-4-5-20251001,A,0,0.0,no,wrapping an object in foil,"Says foil, not red and yellow material"
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,A person is wrapping an object in foil on top of a wooden table.,claude-haiku-4-5-20251001,A,1,0.0,no,wrapping an object,Does not identify object or labeling
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,A person is wrapping an object in foil on top of a wooden table.,claude-haiku-4-5-20251001,A,2,0.5,partial,on top of a wooden table,Names table but omits striped fabric detail
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,A person is wrapping an object in foil on top of a wooden table.,claude-haiku-4-5-20251001,A,3,0.0,no,wrapping an object in foil,"Specifies foil, contradicts red and yellow"
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,A person is wrapping an object in foil on top of a wooden table.,claude-haiku-4-5-20251001,A,4,0.0,no,,Does not mention hands or hand count
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,A book is on top of a paper wrapper and a person is folding the wrapping paper with her hands with the book inside.,claude-haiku-4-5-20251001,B,0,0.5,partial,person is folding the wrapping paper,Names folding action but not red/yellow colors
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,A book is on top of a paper wrapper and a person is folding the wrapping paper with her hands with the book inside.,claude-haiku-4-5-20251001,B,1,0.5,partial,A book is on top of a paper wrapper,Identifies book but no mention of labeling
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,A book is on top of a paper wrapper and a person is folding the wrapping paper with her hands with the book inside.,claude-haiku-4-5-20251001,B,2,0.0,no,,No surface or table mentioned
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,A book is on top of a paper wrapper and a person is folding the wrapping paper with her hands with the book inside.,claude-haiku-4-5-20251001,B,3,0.0,no,paper wrapper,Does not specify red and yellow colors
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,A book is on top of a paper wrapper and a person is folding the wrapping paper with her hands with the book inside.,claude-haiku-4-5-20251001,B,4,0.5,partial,person is folding the wrapping paper with her hands,Mentions hands but does not confirm two hands
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,C,0,0.0,no,skier navigates a snowy hill,Completely different scene; no wrapping activity
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,C,1,0.0,no,skier navigates a snowy hill,Completely different scene; no object
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,C,2,0.0,no,snowy hill,Wrong surface entirely; contradicts answer key
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,C,3,0.0,no,,No wrapping material mentioned
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",claude-haiku-4-5-20251001,C,4,0.0,no,,No wrapping action or hands described
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.",claude-haiku-4-5-20251001,D,0,0.5,partial,person demonstrates how to wrap a book using colorful wrapping paper,Names wrapping but not specific red/yellow colors
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.",claude-haiku-4-5-20251001,D,1,0.5,partial,The book is placed on a sheet of shiny foil paper,Identifies book but no mention of yellow/white labeling
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.",claude-haiku-4-5-20251001,D,2,1.0,yes,On a wooden table,Directly states wooden table surface
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.",claude-haiku-4-5-20251001,D,3,0.5,partial,colorful wrapping paper,Says colorful but does not specify red and yellow
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.",claude-haiku-4-5-20251001,D,4,0.0,no,,Does not mention hands or hand count
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,"As a boy crosses the street in an area where kids are standing and talking, another boy is watching and yelling.",claude-haiku-4-5-20251001,A,0,0.5,partial,a boy crosses the street,Names person and street but not posing/waiting or wet conditions.
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,"As a boy crosses the street in an area where kids are standing and talking, another boy is watching and yelling.",claude-haiku-4-5-20251001,A,1,0.0,no,,No mention of yellow lines or street markings.
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,"As a boy crosses the street in an area where kids are standing and talking, another boy is watching and yelling.",claude-haiku-4-5-20251001,A,2,0.0,no,,No mention of brick building or bus shelter.
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,"As a boy crosses the street in an area where kids are standing and talking, another boy is watching and yelling.",claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of wet pavement or rain.
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,"As a boy crosses the street in an area where kids are standing and talking, another boy is watching and yelling.",claude-haiku-4-5-20251001,A,4,0.0,no,,"No mention of backpack, jeans, or clothing."
