video_id,category,model,n_frames,q_idx,question,answer_key,required_visual_evidence,importance,question_rationale
3su234u58DA_000172_000182,Entertainment,claude-haiku-4-5-20251001,8,1,What is the setting or location shown in most frames?,A snowy public plaza or park with bare trees and buildings,snow-covered ground; crowds of people; tall buildings; bare winter trees; urban setting,critical,Setting context essential for understanding the scene and activity
3su234u58DA_000172_000182,Entertainment,claude-haiku-4-5-20251001,8,2,What are the people in the background doing?,"Walking, standing, and gathering in the snowy plaza area",multiple people; snowy ground; people in motion; crowd gathering,useful,Describes ambient activity that establishes the public gathering context
3su234u58DA_000172_000182,Entertainment,claude-haiku-4-5-20251001,8,3,What clothing or notable items are visible on people in the crowd?,"Winter coats, jackets, and at least one person wearing yellow",dark winter coats; black jackets; yellow clothing visible,useful,Helps listeners visualize the winter scene and crowd composition
3su234u58DA_000172_000182,Entertainment,claude-haiku-4-5-20251001,8,4,What time of year is depicted in these frames?,"Winter, evidenced by snow coverage and bare trees",snow on ground; snow-covered surfaces; leafless trees; winter clothing,critical,Seasonal context is fundamental to understanding the scene's atmosphere
v2Hr1CH-yb0_000076_000086,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What type of facility or industrial setting is shown in these frames?,A fertilizer production or manufacturing facility with large industrial equipment and storage tanks,large white storage tank; industrial machinery; metal framework; warehouse-style building; website URL mentioning fertilizer,critical,Establishes the primary setting and context for understanding the operations shown throughout the clip
v2Hr1CH-yb0_000076_000086,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What is the large white structure visible in the facility?,A large white storage tank or container used for storing fertilizer or related materials,prominent white tank; metal support framework; industrial scale,critical,The tank is the dominant visual element and key infrastructure in the facility
v2Hr1CH-yb0_000076_000086,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What activities are workers performing in the first two frames?,Workers are operating or monitoring equipment and machinery at the facility,multiple people in dark clothing; industrial control area; equipment operation,useful,Describes the main human activity and operational context of the facility
v2Hr1CH-yb0_000076_000086,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is visible on-screen throughout these frames?,A website URL for fertilizer-machine.com appears as red text overlay,red text watermark; website URL; consistent across frames,useful,On-screen text is essential information for identifying the source and subject matter
v2Hr1CH-yb0_000076_000086,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What type of lighting is used in the facility during the later frames?,Bright industrial LED or halogen lights illuminate the facility at night,bright white lighting; nighttime setting; industrial-scale illumination,useful,Lighting conditions help establish the operational environment and time of day
S-C86j0keqc_000217_000227,Event,claude-haiku-4-5-20251001,8,0,What is the young woman in the purple shirt doing?,Listening to a man play violin,young woman in purple shirt; man playing violin; attentive posture,critical,Identifies main subject and primary action occurring in the scene
S-C86j0keqc_000217_000227,Event,claude-haiku-4-5-20251001,8,1,What is the musician holding and playing?,A violin,man with instrument; bow; violin shape,critical,Key object and activity central to understanding the scene's purpose
S-C86j0keqc_000217_000227,Event,claude-haiku-4-5-20251001,8,2,What type of setting or location is this scene taking place in?,An outdoor camp with a tent,canvas tent; outdoor grass; trees; natural lighting,useful,Setting context helps listeners understand the environment and occasion
S-C86j0keqc_000217_000227,Event,claude-haiku-4-5-20251001,8,3,What is the man wearing on his head?,A dark hat or fedora,man's hat; dark colored; brim visible,useful,Visible distinctive clothing detail that aids scene visualization
S-C86j0keqc_000217_000227,Event,claude-haiku-4-5-20251001,8,4,What is the woman wearing around her neck?,A black bow tie,black bow tie; woman's neck; formal attire,useful,Distinctive accessory suggesting formal or period-appropriate dress
wbOD_G3ttgU_000083_000093,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the primary activity taking place in this space?,A group of people are dancing or taking a dance class together.,people in pairs dancing; instructor demonstrating moves; mirrored wall,critical,Establishes the main action and purpose of the scene for listener orientation.
wbOD_G3ttgU_000083_000093,How-to & Instructional,claude-haiku-4-5-20251001,8,1,Describe the setting where this activity is occurring.,"A bright yellow dance studio with mirrors, fluorescent lighting, and decorative hanging stars.",yellow walls; mirror on wall; ceiling lights; hanging decorations,critical,Provides essential spatial context and distinctive visual characteristics of the location.
wbOD_G3ttgU_000083_000093,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What is the role of the person in the blue/gray shirt in the center?,The instructor demonstrating dance moves to the group of participants.,central figure leading; others watching and following; instructional positioning,useful,Clarifies the hierarchical relationship and instructional nature of the activity.
wbOD_G3ttgU_000083_000093,How-to & Instructional,claude-haiku-4-5-20251001,8,3,How are the participants arranged during the activity?,"Participants are arranged in pairs facing each other, with an instructor leading.",people in pairs; facing positions; distributed across floor,useful,Helps listener visualize the spatial organization and partner-based structure of the class.
wbOD_G3ttgU_000083_000093,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What decorative elements are visible in the studio?,Hanging stars and spheres suspended from the ceiling throughout the space.,hanging stars; hanging spheres; ceiling decorations,useful,Adds atmospheric detail that contributes to the overall scene description and ambiance.
RjPp0ZPW0yc_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the person operating in this video?,A large industrial saw or cutting machine with a green base and orange wheel guard,green machine base; orange wheel guard; cutting blade; overhead arm,critical,Identifies the primary equipment and setting for understanding the activity
RjPp0ZPW0yc_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What main action does the person perform throughout the sequence?,Operating the overhead arm/lever of the saw machine to make cuts,person pulling down overhead arm; repeated arm motion; machine operation,critical,Describes the core action essential to understanding what is happening
RjPp0ZPW0yc_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What type of location or setting is shown in these frames?,An industrial workshop or makerspace with machinery and colorful sticky notes on walls,industrial machine; brick wall; pink and green sticky notes; workshop environment,useful,Establishes context and environment for the viewer's spatial understanding
RjPp0ZPW0yc_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is the person wearing on their hands while operating the machine?,Black gloves,black gloves on hands; safety equipment,useful,Indicates safety precautions being taken during machine operation
RjPp0ZPW0yc_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What protective equipment is visible on the machine itself?,An orange wheel guard covering the saw blade,orange guard; blade protection; safety feature,useful,Describes visible safety features of the equipment being used
8vkNr_eysXY_000002_000012,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the person in the black outfit doing with the yellow produce?,Selecting or picking yellow bananas from a display,person in black clothing; yellow bananas; plastic bags; handling/selecting action,critical,Main action and subject are essential for understanding the scene's purpose
8vkNr_eysXY_000002_000012,How-to & Instructional,claude-haiku-4-5-20251001,8,1,Where is this activity taking place?,At a market or produce stand with organized fruit displays,produce display; organized arrangement; market setting; multiple items for sale,critical,Setting context is fundamental for orienting the listener to the environment
8vkNr_eysXY_000002_000012,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What type of produce is being selected in the frames?,Bananas in yellow bunches,yellow bunches; banana shape; multiple bunches displayed,useful,Identifying the specific produce helps listeners understand the shopping activity
8vkNr_eysXY_000002_000012,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What containers or packaging are visible for the produce?,Clear plastic bags and black crates or baskets,clear plastic bags; black crates; packaging materials; storage containers,useful,Packaging details help listeners visualize the market display organization
8vkNr_eysXY_000002_000012,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What is visible on the white labels or signs in the display?,Handwritten text on white cards or labels above the produce,white labels; handwritten text; price or product information,useful,On-screen text indicates typical market signage for pricing or product identification
GOH6fBhoi2o_000010_000020,Entertainment,claude-haiku-4-5-20251001,8,0,What is the main subject wearing?,A dark-colored shirt or t-shirt,person in dark shirt; visible across multiple frames,useful,Identifies the main subject's appearance for scene understanding
GOH6fBhoi2o_000010_000020,Entertainment,claude-haiku-4-5-20251001,8,1,What bright object is visible on the left side of the scene?,A bright blue glowing light or screen,cyan/blue bright light; left side of frame; frames 7-8,critical,Prominent visual element that dominates the lighting and composition
GOH6fBhoi2o_000010_000020,Entertainment,claude-haiku-4-5-20251001,8,2,What is the setting or environment where this scene takes place?,"A dark indoor location, possibly a cave or enclosed space",predominantly black background; dark rocky surfaces; low lighting,critical,Establishes the location context essential for scene comprehension
GOH6fBhoi2o_000010_000020,Entertainment,claude-haiku-4-5-20251001,8,3,What is the main subject's body position or posture?,"Standing or moving, with arms visible and engaged",person standing; visible arms; active posture,useful,Describes the subject's physical state and engagement in the scene
GOH6fBhoi2o_000010_000020,Entertainment,claude-haiku-4-5-20251001,8,4,What color is the dominant light source illuminating the scene?,Bright cyan or electric blue light,bright blue glow; left side lighting; frames 7-8,useful,Key visual characteristic affecting mood and scene visibility
bgt29znHCzs_000343_000353,Sports,claude-haiku-4-5-20251001,8,0,What is the primary setting or location shown in these video frames?,A snowy mountain road or path lined with trees and evergreen forest,snow-covered ground; coniferous trees; mountain road; winter landscape,critical,Setting establishes context for all action; essential for scene comprehension
bgt29znHCzs_000343_000353,Sports,claude-haiku-4-5-20251001,8,1,What are the main subjects doing in this video?,People walking and standing on a snowy road or path in a winter forest,multiple people; standing/walking; snowy surface; outdoor setting,critical,Primary action defines the core narrative; fundamental to understanding the clip
bgt29znHCzs_000343_000353,Sports,claude-haiku-4-5-20251001,8,2,What visible infrastructure or objects appear along the snowy path?,"Utility poles, power lines, and red markers or posts along the roadside",utility pole; power lines; red posts/markers; roadside,useful,Environmental details help listeners visualize the specific location type
bgt29znHCzs_000343_000353,Sports,claude-haiku-4-5-20251001,8,3,What are the people wearing or carrying as they move through the snow?,Dark winter clothing including jackets and backpacks,dark jackets; winter clothing; backpacks; people,useful,Attire indicates season and activity type; supports scene authenticity
bgt29znHCzs_000343_000353,Sports,claude-haiku-4-5-20251001,8,4,What vegetation or natural features are visible on either side of the path?,Bare deciduous trees mixed with evergreen conifers; fallen branches in snow,bare trees; evergreen trees; fallen branches; mixed forest,useful,Vegetation details enhance visual imagery and seasonal context for listeners
0m0-Q0zz_-c_000112_000122,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the person in the video doing with their hands?,Tying or fastening a bow tie,hands holding white bow tie; hands manipulating fabric; formal attire,critical,Main action visible across multiple frames; essential to understanding the clip's purpose
0m0-Q0zz_-c_000112_000122,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What type of clothing is the person wearing?,"Formal attire including black jacket, white dress shirt, and bow tie",black jacket; white shirt cuffs; white bow tie; formal dress,critical,Establishes context and setting; key visual elements throughout the clip
0m0-Q0zz_-c_000112_000122,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What is the color of the bow tie being fastened?,White,white bow tie; hands holding white fabric,useful,Describes the main object of focus; supports understanding of formal occasion
0m0-Q0zz_-c_000112_000122,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is visible on the person's wrists?,White dress shirt cuffs,white cuffs; formal shirt sleeves,useful,Details formal attire; helps paint complete picture of formal dress
0m0-Q0zz_-c_000112_000122,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What is the setting or location where this action takes place?,"Indoors, appears to be a dark interior space or venue",dark background; indoor lighting; floor visible,useful,Establishes context for the formal dressing activity shown
Ccgwurislg8_000082_000092,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main subject of these video frames?,A crab or crustacean being held in someone's hands,crab/crustacean with claws; human hands holding it; textured shell,critical,Identifies the primary subject essential to understanding the entire clip
Ccgwurislg8_000082_000092,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What action is being performed with the crab throughout the frames?,"The crab is being examined, turned, and manipulated by multiple hands",hands handling the crab; crab being rotated; close inspection,critical,Describes the main activity that defines the clip's purpose and content
Ccgwurislg8_000082_000092,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What is the setting or location where this activity takes place?,Outdoors on a beach or sandy area near water,sand visible; outdoor daylight; beach environment,useful,Establishes context for where the crab encounter is occurring
Ccgwurislg8_000082_000092,How-to & Instructional,claude-haiku-4-5-20251001,8,3,How many people are visible handling the crab in these frames?,At least two people with different colored clothing (blue and dark),multiple hands visible; blue sleeve; dark clothing,useful,"Clarifies that this is a shared or group activity, not solitary"
Ccgwurislg8_000082_000092,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What distinctive features of the crab are visible in the frames?,"Claws, textured shell, and reddish-brown coloring on the underside",prominent claws; segmented shell texture; pale underside,useful,Helps listeners visualize the crab's physical characteristics and appearance
1YemrpNBpf4_000001_000011,Entertainment,claude-haiku-4-5-20251001,8,0,What is the person wearing on their torso?,An orange sleeveless shirt or tank top over a black long-sleeved shirt,orange sleeveless garment; black long-sleeved undershirt; visible across multiple frames,critical,Dominant visual element; essential for understanding the subject's appearance and costume.
1YemrpNBpf4_000001_000011,Entertainment,claude-haiku-4-5-20251001,8,1,What makeup or face paint is the person wearing?,Yellow-green face paint with red eye makeup and red lips,yellow-green face; red eye makeup; red lips; consistent across frames,critical,Striking facial appearance; key to identifying the character or costume being portrayed.
1YemrpNBpf4_000001_000011,Entertainment,claude-haiku-4-5-20251001,8,2,What is the main action the person performs in this clip?,Posing or standing while holding the sides of their orange shirt,hands on shirt sides; stationary pose; multiple frame consistency,critical,Core action; necessary for understanding what happens in the video.
1YemrpNBpf4_000001_000011,Entertainment,claude-haiku-4-5-20251001,8,3,What is visible on the orange shirt?,Text or lettering on the front of the orange shirt,text visible on garment; orange fabric; frames 2-5,useful,Helps identify the specific costume or character being depicted.
1YemrpNBpf4_000001_000011,Entertainment,claude-haiku-4-5-20251001,8,4,Where is this scene taking place?,"Indoors, in a room with brown or tan-colored walls",brown/tan background; interior setting; wall visible behind subject,useful,Establishes the setting context for the video clip.
D297atE3gag_000203_000213,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main subject doing in this video?,Performing a slackline walk or balance exercise on a rope in a park,person balancing on rope; outdoor park setting; progression of movement,critical,Core action defines the entire clip and is essential for understanding the content
D297atE3gag_000203_000213,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What text appears on screen at the beginning of the clip?,Slackline Warrior Walks,white text overlay; visible in first frames,critical,On-screen title is essential context that AD must convey to viewers
D297atE3gag_000203_000213,How-to & Instructional,claude-haiku-4-5-20251001,8,2,Describe the setting where this activity takes place.,"An open park with bare trees, grass, and houses visible in the background",park environment; leafless trees; residential buildings; clear sky,useful,Setting establishes context and helps listeners visualize the location
D297atE3gag_000203_000213,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is the person wearing during the slackline walk?,"A red or burgundy shirt and dark pants, barefoot",red/burgundy top; dark pants; bare feet on rope,useful,Clothing and footwear details help listeners form a complete mental image
D297atE3gag_000203_000213,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What website is shown at the end of the video?,www.playacrofestival.com,website URL in final frame; blue overlay background,critical,End-screen URL is important information for viewers seeking more details
Z5w-wkrjHuw_000345_000355,Entertainment,claude-haiku-4-5-20251001,8,0,What is the primary activity taking place in this venue?,People are roller skating on a wooden floor.,wooden floor; people in motion; roller skates; indoor venue,critical,Establishes the main action and setting essential to understanding the scene.
Z5w-wkrjHuw_000345_000355,Entertainment,claude-haiku-4-5-20251001,8,1,What type of flooring surface are the skaters using?,A polished wooden floor with reflective surface.,wooden floor; shiny/reflective surface; light reflections,useful,"Describes the skating surface, important for understanding the environment."
Z5w-wkrjHuw_000345_000355,Entertainment,claude-haiku-4-5-20251001,8,2,What is the lighting setup in this roller skating venue?,"Colored ceiling lights including blue, green, and red lights.",ceiling lights; colored lighting; blue lights; green lights; red lights,useful,Conveys the entertainment venue atmosphere and ambiance.
Z5w-wkrjHuw_000345_000355,Entertainment,claude-haiku-4-5-20251001,8,3,How many people are visible skating or present in the venue?,"Multiple people, approximately 20-30 individuals scattered across the floor.",groups of people; distributed across floor; various locations,useful,Indicates crowd size and activity level in the venue.
Z5w-wkrjHuw_000345_000355,Entertainment,claude-haiku-4-5-20251001,8,4,What is visible on the ceiling or upper area of the venue?,Decorative lights and what appear to be character or mascot decorations.,ceiling decorations; character figures; overhead lighting,useful,Describes venue décor relevant to the entertainment setting.
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main subject doing in this video?,Solving or manipulating a colorful puzzle cube with their hands,two hands holding cube; rotating/twisting motions; multicolored sticker squares,critical,The primary action defines the entire clip's purpose and content
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What object is being manipulated throughout the video?,A colorful puzzle cube with neon-colored sticker squares in multiple colors,cube structure; bright colored squares; held in hands,critical,Identifying the main object is essential for understanding the activity
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,claude-haiku-4-5-20251001,8,2,How many hands are visible manipulating the cube?,Two hands,left hand; right hand; both holding/rotating cube,useful,Hand count clarifies the physical interaction method with the object
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What colors are prominently featured on the puzzle cube?,"Neon yellow, pink, green, blue, and orange",bright yellow squares; pink/magenta squares; lime green; cyan blue; orange,useful,Color description helps listeners visualize the distinctive puzzle appearance
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What is the setting or background environment visible in the video?,Indoor setting with a dark striped or ribbed background surface,dark background; vertical striped pattern; indoor environment,useful,Setting context orients listeners to where the activity is taking place
0t0DB1B1w8Y_000000_000010,Sports,claude-haiku-4-5-20251001,8,0,What is the athlete doing in this sequence?,Running and jumping over a series of hurdles on a track,athlete in blue uniform; multiple hurdles in a line; red track surface; jumping motion over obstacles,critical,Core action defines the entire clip and athletic discipline being demonstrated
0t0DB1B1w8Y_000000_000010,Sports,claude-haiku-4-5-20251001,8,1,What type of surface is the athlete training on?,A red synthetic running track at an outdoor athletic facility,red track surface; outdoor setting; athletic field; fence in background,critical,Setting establishes context for the training environment and sport type
0t0DB1B1w8Y_000000_000010,Sports,claude-haiku-4-5-20251001,8,2,How many hurdles are visible in the sequence?,Four hurdles arranged in a line across the track,multiple hurdles; white horizontal bars; consistent spacing; four distinct obstacles,useful,Number of hurdles helps listener understand the drill complexity and distance
0t0DB1B1w8Y_000000_000010,Sports,claude-haiku-4-5-20251001,8,3,What is the athlete wearing?,A blue athletic uniform or tracksuit,blue clothing; athletic wear; consistent across frames,useful,Clothing description helps listener visualize the athlete and training context
0t0DB1B1w8Y_000000_000010,Sports,claude-haiku-4-5-20251001,8,4,What equipment is visible on the track besides the hurdles?,A yellow step or platform and a red barrier or mat,yellow platform; red barrier/mat; left side of track; training equipment,useful,Additional equipment indicates structured training setup and drill components
1-jIze6gy0g_000026_000036,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main piece of equipment visible in the center of the room?,A 3D printer,purple/dark colored machine; central position; printing bed; mechanical structure,critical,The 3D printer is the dominant central object and primary focus of the scene.
1-jIze6gy0g_000026_000036,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What is the setting or location where this scene takes place?,An indoor workshop or maker space with industrial lighting,concrete floor; bright overhead lighting; windows; work tables; equipment storage,critical,Understanding the location context is essential for comprehending the activity and environment.
1-jIze6gy0g_000026_000036,How-to & Instructional,claude-haiku-4-5-20251001,8,2,How many people are visible in this scene and where are they positioned?,Two people; one on the left side and one on the right side of the room,figure on left; figure on right; standing positions; separated by equipment,useful,Identifying human presence and positioning helps listeners understand the social context of the scene.
1-jIze6gy0g_000026_000036,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What color is the 3D printer and what is its approximate position in the room?,Dark purple or maroon colored; positioned centrally in the middle of the room,dark purple/maroon color; center of frame; elevated on platform; surrounded by space,useful,The printer's color and central placement are key visual details for spatial orientation.
1-jIze6gy0g_000026_000036,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What other equipment or objects are visible in the workshop besides the 3D printer?,"Storage shelves, work tables, blue platform/mat, and bright overhead lighting fixtures",shelving units; work surfaces; blue mat or platform; ceiling lights; windows,useful,Supporting objects establish the workshop environment and context for the main equipment.
AEkLDauJVi0_000069_000079,Food & Cooking,claude-haiku-4-5-20251001,8,0,What is the person holding and eating in these frames?,A sandwich or burger with dark filling,person holding bread/bun; dark filling visible inside; eating action,critical,Main action and central object throughout the sequence
AEkLDauJVi0_000069_000079,Food & Cooking,claude-haiku-4-5-20251001,8,1,What is visible in the cup on the left side of the frames?,"A dark substance, possibly cookies and cream or chocolate mixture",white cup; dark filling visible; cup remains stationary,useful,Secondary object present across multiple frames in the scene
AEkLDauJVi0_000069_000079,Food & Cooking,claude-haiku-4-5-20251001,8,2,Where is the person sitting while eating?,On a wooden bench or deck with horizontal slats,wooden surface; horizontal planks; outdoor seating,critical,Setting establishes context for the entire scene
AEkLDauJVi0_000069_000079,Food & Cooking,claude-haiku-4-5-20251001,8,3,What clothing is the person wearing on their upper body?,A yellow shirt or jacket with a flag design,bright yellow garment; flag visible on sleeve; worn throughout,useful,Visible identifying detail of the main subject
AEkLDauJVi0_000069_000079,Food & Cooking,claude-haiku-4-5-20251001,8,4,What is stretching or connecting between the sandwich halves?,"A dark, stringy substance, possibly melted chocolate or filling",dark strands between bread; stretching motion; visible in multiple frames,critical,Key visual element showing the sandwich's contents and texture
gFBO3zrod9Y_000005_000015,People & Vlogs,claude-haiku-4-5-20251001,8,0,What is the main subject in these frames?,A baby or toddler in a pink outfit,infant/toddler; pink clothing; seated position,critical,Identifies the primary subject essential to understanding the scene
gFBO3zrod9Y_000005_000015,People & Vlogs,claude-haiku-4-5-20251001,8,1,What is the baby doing throughout the sequence?,Playing with or manipulating colorful objects on the floor,hands engaged with objects; seated on floor; colorful items,critical,Describes the main action that defines the clip's content
gFBO3zrod9Y_000005_000015,People & Vlogs,claude-haiku-4-5-20251001,8,2,What is the setting or location where this activity takes place?,Indoors on a carpeted floor with colorful play equipment nearby,carpet/floor; indoor environment; play structures in background,useful,Establishes the environment context for the viewer's spatial understanding
gFBO3zrod9Y_000005_000015,People & Vlogs,claude-haiku-4-5-20251001,8,3,What colorful objects or equipment are visible in the background?,Colorful play structures or storage bins with bright neon colors,bright colored equipment; purple/blue/yellow tones; background structures,useful,Describes prominent environmental elements that frame the scene
gFBO3zrod9Y_000005_000015,People & Vlogs,claude-haiku-4-5-20251001,8,4,What is the baby wearing?,A pink long-sleeved outfit or jacket with patterned pants,pink top; long sleeves; patterned lower garment,useful,Provides visual detail about the subject's appearance for scene comprehension
1kLhK8KfIEw_000020_000030,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main subject doing throughout the sequence?,A person walks across a parking lot toward a parked vehicle.,person in center of frames; walking motion across asphalt; parked cars visible; progression across lot,critical,Core action that defines the entire clip and viewer understanding of events.
1kLhK8KfIEw_000020_000030,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What type of location is shown in this video?,An urban parking lot surrounded by apartment buildings.,asphalt parking surface; multiple parked vehicles; tall residential buildings; yellow bollard/post,critical,Setting establishes context for the action and helps orient the listener spatially.
1kLhK8KfIEw_000020_000030,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What is visible on the right side of the parking lot?,A large blue van or truck parked on the right edge.,blue vehicle on right; van/truck size and shape; consistent across frames,useful,Prominent stationary object that anchors spatial description of the scene.
1kLhK8KfIEw_000020_000030,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What clothing does the main subject appear to be wearing?,Brown or tan colored jacket or coat.,person's upper body clothing; brown/tan coloring; visible across multiple frames,useful,Helps listener identify and track the main subject throughout the sequence.
1kLhK8KfIEw_000020_000030,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What other vehicles are parked in the lot besides the blue van?,Several sedans and cars parked in the center and left areas.,multiple parked cars; center of lot placement; sedan-style vehicles,useful,Describes the populated parking environment and reinforces the urban setting.
21T1JDdJgsM_000047_000057,Entertainment,claude-haiku-4-5-20251001,8,0,What water vehicle does the person operate in the middle sequence?,A jet ski or personal watercraft,person on jet ski; water spray; high-speed movement,critical,Main action and central object; essential to understanding the clip's primary activity
21T1JDdJgsM_000047_000057,Entertainment,claude-haiku-4-5-20251001,8,1,Where does this scene take place?,A lake surrounded by forested shoreline with buildings visible,large body of water; dense green trees; houses on shore,critical,Setting context is fundamental for orienting the listener to the environment
21T1JDdJgsM_000047_000057,Entertainment,claude-haiku-4-5-20251001,8,2,How many people are shown standing together at the beginning and end?,Three people,three figures standing; shore location; observing water,useful,Identifies secondary subjects and frames the narrative structure of the clip
21T1JDdJgsM_000047_000057,Entertainment,claude-haiku-4-5-20251001,8,3,What happens to the jet ski operator during the sequence?,The operator falls or is thrown from the jet ski into the water,person ejected from vehicle; splash; person in water,critical,Key plot point showing the consequence of the jet ski action
21T1JDdJgsM_000047_000057,Entertainment,claude-haiku-4-5-20251001,8,4,What is visible in the water after the jet ski passes?,A yellow buoy or flotation device,yellow object in water; after jet ski action; floating,useful,Notable object that appears as a result of the main action sequence
750QhTe9Z4U_000000_000010,People & Vlogs,claude-haiku-4-5-20251001,8,0,What is the main subject doing in this video?,A child is operating the controls of a red farm tractor.,child at tractor controls; red tractor; hands on steering mechanism,critical,Identifies the primary action and subject essential to understanding the clip.
750QhTe9Z4U_000000_000010,People & Vlogs,claude-haiku-4-5-20251001,8,1,What type of vehicle is featured in this video?,A red farm tractor with large black tires and farm equipment attached.,red tractor; large black tire; farm equipment/loader,critical,Establishes the main object and setting context for the entire scene.
750QhTe9Z4U_000000_000010,People & Vlogs,claude-haiku-4-5-20251001,8,2,Where does this video take place?,Outdoors in a grassy field or park with trees in the background.,green grass; trees; outdoor setting,useful,Provides essential location context for understanding the scene environment.
750QhTe9Z4U_000000_000010,People & Vlogs,claude-haiku-4-5-20251001,8,3,What is the child interacting with on the tractor?,The steering wheel and control levers of the tractor.,steering mechanism; control levers; child's hands on controls,useful,Clarifies the specific interaction and engagement with the vehicle.
750QhTe9Z4U_000000_000010,People & Vlogs,claude-haiku-4-5-20251001,8,4,Who is supervising or present with the child during this activity?,An adult man is standing beside or near the child at the tractor.,adult man; standing near child; tractor operator area,useful,Indicates supervision and safety context for the child's activity.
lgJywzzdUC8_000000_000010,Event,claude-haiku-4-5-20251001,8,0,"What type of vehicle is clearing snow, and what is it doing?",A yellow snow loader is pushing and clearing large piles of snow from a city street.,yellow snow loader; pushing snow; street clearing,critical,Identifies main subject and primary action central to the scene
lgJywzzdUC8_000000_000010,Event,claude-haiku-4-5-20251001,8,1,What is the setting or location where this snow clearing is taking place?,An urban street lined with multi-story buildings at night.,city buildings; street; nighttime; urban,critical,Establishes context and environment essential for scene comprehension
lgJywzzdUC8_000000_000010,Event,claude-haiku-4-5-20251001,8,2,What vehicles are parked or present on the street during the snow clearing?,A red car is parked on the street near the snow clearing operation.,red car; parked; street,useful,Describes key objects and potential hazards in the operational area
lgJywzzdUC8_000000_000010,Event,claude-haiku-4-5-20251001,8,3,What emergency or service vehicle is visible in the scene?,A fire truck with lights is visible in the background of the street.,fire truck; lights; background,useful,Notes significant emergency services presence during snow operations
lgJywzzdUC8_000000_000010,Event,claude-haiku-4-5-20251001,8,4,Describe the scale and appearance of the snow accumulation being cleared.,"Large, substantial piles of snow are being pushed and moved by the loader.",large snow piles; accumulation; being pushed,useful,Conveys severity of weather conditions and operational scope
A0e7Z55s8pE_000008_000018,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main action the person performs in this sequence?,Climbs down a ladder from a snowy rooftop,person on ladder; ladder against building; snow-covered roof; descent motion across frames,critical,The primary action defines the entire clip's narrative and purpose
A0e7Z55s8pE_000008_000018,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What is the setting or location where this action takes place?,A snow-covered rooftop of a building with a chimney,heavy snow coverage; brown/red chimney structure; green building edge; rooftop perspective,critical,Setting establishes context and environmental conditions affecting the action
A0e7Z55s8pE_000008_000018,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What object does the person use to descend from the roof?,A metal ladder,ladder rungs visible; ladder leaning against building; ladder extends from roof to ground,critical,The ladder is essential equipment enabling the main action
