source,clip_idx,video_id,q_idx,question_type,is_scene_model,question,tribe_route,tribe_mean_need
tribe_prompted_all,14,UDD6YcChywc_000000_000010,2,action_relation,1,What happens to the curler between the first and final frames shown?,extended/integrated AD likely needed,0.4003728105074168
tribe_prompted_all,14,UDD6YcChywc_000000_000010,3,object_attr,0,What is the setting or venue for this activity?,extended/integrated AD likely needed,0.4003728105074168
tribe_prompted_all,14,UDD6YcChywc_000000_000010,4,count,1,How many people are visible as active participants or observers in the scene?,extended/integrated AD likely needed,0.4003728105074168
tribe_prompted_all,15,OGWuj_FtaQc_000010_000020,0,who_role,1,What is the person wearing and what is their body position in the opening frames?,extended/integrated AD likely needed,0.5596241940798036
tribe_prompted_all,15,OGWuj_FtaQc_000010_000020,1,who_role,1,What type of fencing and setting surrounds the person during the activity?,extended/integrated AD likely needed,0.5596241940798036
tribe_prompted_all,15,OGWuj_FtaQc_000010_000020,2,who_role,1,What is the person doing with the wooden fence as they move along the path?,extended/integrated AD likely needed,0.5596241940798036
tribe_prompted_all,15,OGWuj_FtaQc_000010_000020,3,object_attr,0,What object is visible on the ground near the fence in the later frames?,extended/integrated AD likely needed,0.5596241940798036
tribe_prompted_all,15,OGWuj_FtaQc_000010_000020,4,object_attr,0,What is visible on the fence that provides information about the location?,extended/integrated AD likely needed,0.5596241940798036
tribe_prompted_all,16,kOf-vl-GmVI_000115_000125,0,who_role,1,What is the person wearing on their head?,standard AD priority,0.2185619742134476
tribe_prompted_all,16,kOf-vl-GmVI_000115_000125,1,who_role,1,What animal is the person interacting with?,standard AD priority,0.2185619742134476
tribe_prompted_all,16,kOf-vl-GmVI_000115_000125,2,spatial_relation,1,Where is this scene taking place?,standard AD priority,0.2185619742134476
tribe_prompted_all,16,kOf-vl-GmVI_000115_000125,3,who_role,1,What is the person doing with the horse?,standard AD priority,0.2185619742134476
tribe_prompted_all,16,kOf-vl-GmVI_000115_000125,4,other,0,What type of barrier separates the horse area from the surroundings?,standard AD priority,0.2185619742134476
tribe_prompted_all,17,gjoZic4WjiQ_000012_000022,0,who_role,1,What winter sport or activity are the people participating in?,extended/integrated AD likely needed,0.5719618255815417
tribe_prompted_all,17,gjoZic4WjiQ_000012_000022,1,who_role,1,Describe the structure people are using to slide down.,extended/integrated AD likely needed,0.5719618255815417
tribe_prompted_all,17,gjoZic4WjiQ_000012_000022,2,who_role,1,What happens to the person in the red hat during the sequence?,extended/integrated AD likely needed,0.5719618255815417
tribe_prompted_all,17,gjoZic4WjiQ_000012_000022,3,count,1,How many people are visible actively sledding or waiting to sled?,extended/integrated AD likely needed,0.5719618255815417
tribe_prompted_all,17,gjoZic4WjiQ_000012_000022,4,other,0,What is the ground surface covered with throughout the scene?,extended/integrated AD likely needed,0.5719618255815417
tribe_prompted_all,18,q2ZBVyR1k-U_000021_000031,0,who_role,1,What is covering the person's head and face in the first image?,extended/integrated AD likely needed,0.5679584541079548
tribe_prompted_all,18,q2ZBVyR1k-U_000021_000031,1,who_role,1,What is the person holding in their hands during the middle sequence?,extended/integrated AD likely needed,0.5679584541079548
tribe_prompted_all,18,q2ZBVyR1k-U_000021_000031,2,object_attr,0,What type of outdoor setting is visible in these images?,extended/integrated AD likely needed,0.5679584541079548
tribe_prompted_all,18,q2ZBVyR1k-U_000021_000031,3,who_role,1,What is the person wearing on their upper body?,extended/integrated AD likely needed,0.5679584541079548
tribe_prompted_all,18,q2ZBVyR1k-U_000021_000031,4,action_relation,1,What happens to the basket covering in the final images?,extended/integrated AD likely needed,0.5679584541079548
tribe_prompted_all,19,qIWQHyOIpEY_000003_000013,0,action_relation,1,"What animals are visible on the wooden floor, and what are they doing?",standard AD priority,0.333624183997777
tribe_prompted_all,19,qIWQHyOIpEY_000003_000013,1,count,1,How many cats are present in this scene?,standard AD priority,0.333624183997777
tribe_prompted_all,19,qIWQHyOIpEY_000003_000013,2,spatial_relation,1,What is the setting or location where this activity takes place?,standard AD priority,0.333624183997777
tribe_prompted_all,19,qIWQHyOIpEY_000003_000013,3,object_attr,0,"What colors are the cats, and are they all the same color?",standard AD priority,0.333624183997777
tribe_prompted_all,19,qIWQHyOIpEY_000003_000013,4,other,0,What is the primary type of interaction happening between the cats?,standard AD priority,0.333624183997777
tribe_high_need_matched,0,,0,who_role,1,What is the man in the white shirt holding and demonstrating?,high_need,0.4700725206876036
tribe_high_need_matched,0,,1,who_role,1,What type of setting or environment is the man in?,high_need,0.4700725206876036
tribe_high_need_matched,0,,2,object_attr,0,What is visible on the wooden board or surface shown in the later frames?,high_need,0.5147801711429377
tribe_high_need_matched,0,,3,count,1,How many times does the man's facial expression or gesture change across the frames?,high_need,0.4700725206876036
tribe_high_need_matched,0,,4,object_attr,0,What organizational or planning materials are visible in the workspace?,high_need,0.4497106822621047
tribe_high_need_matched,1,,0,who_role,1,What is the man in the gray hoodie doing with his hands in the opening seconds?,high_need,0.850572211723672
tribe_high_need_matched,1,,4,who_role,1,What is the man holding or consuming in the high-need opening sequence?,high_need,0.850572211723672
tribe_high_need_matched,4,,0,who_role,1,What is the child holding and doing with it at the kitchen counter?,high_need,0.5703806972135831
tribe_high_need_matched,4,,4,who_role,1,What is the child's apparent emotional state during this activity?,high_need,0.49732092851433957
tribe_high_need_matched,6,,0,action_relation,1,"What vehicles are visible on the snowy surface, and what are they doing?",high_need,0.7612562725764201
tribe_high_need_matched,6,,1,object_attr,0,Describe the landscape and weather conditions visible in this scene.,high_need,0.7612562725764201
tribe_high_need_matched,6,,3,spatial_relation,1,What is the relative position of the snowmobiles as the sequence progresses?,high_need,0.5312163646403234
tribe_high_need_matched,7,,0,who_role,1,"What is the person doing in the snow, and what equipment are they using?",high_need,0.939134955406189
tribe_high_need_matched,7,,2,spatial_relation,1,What is the setting or terrain where this activity is taking place?,high_need,0.7414645097028639
tribe_high_need_matched,7,,4,spatial_relation,1,What is the perspective or camera angle showing in these frames?,high_need,0.5433126215953212
tribe_high_need_matched,9,,0,who_role,1,What sport or activity is the person performing on the snow-covered surface?,high_need,0.7643380457852659
tribe_high_need_matched,9,,1,object_attr,0,Describe the lighting conditions and time of day for this skiing activity.,high_need,0.6637677458453275
tribe_high_need_matched,9,,2,object_attr,0,What markers or boundary indicators are visible on the ski slope?,high_need,0.6147746391521982
tribe_high_need_matched,9,,3,who_role,1,What is the skier's body position and movement direction as they descend?,high_need,0.6247465321874993
tribe_high_need_matched,9,,4,spatial_relation,1,What structures or buildings are visible in the background of the ski area?,high_need,0.5384222624750463
tribe_high_need_matched,11,,0,who_role,1,What is the young person in the yellow shirt doing at the track?,high_need,0.5100641192490857
tribe_high_need_matched,11,,1,object_attr,0,What athletic equipment is visible on the track field?,high_need,0.4249280078949282
tribe_high_need_matched,11,,2,who_role,1,What is the person attempting to do with the high jump bar?,high_need,0.5907285764954471
tribe_high_need_matched,12,,0,who_role,1,What sport or activity are the young people playing in this outdoor setting?,high_need,0.7493478671913645
tribe_high_need_matched,12,,1,other,0,Describe the playing surface and immediate surroundings of the volleyball court.,high_need,0.8469365964745483
tribe_high_need_matched,12,,2,count,1,How many players are visible on the court at the moment shown in these frames?,high_need,0.8593496250851108
tribe_high_need_matched,12,,3,object_attr,0,What color clothing are the players wearing?,high_need,0.7902072610777042
tribe_high_need_matched,12,,4,spatial_relation,1,What infrastructure or structures are visible in the background of the court?,high_need,0.8185434369080119
tribe_high_need_matched,13,,1,spatial_relation,1,Describe the main player's position and movement during the opening seconds.,high_need,0.6316933209115256
tribe_high_need_matched,13,,3,action_relation,1,What equipment or structures are visible in the rink during the later sequence?,high_need,0.5195473008318268
tribe_high_need_matched,14,,1,who_role,1,Describe the person's body position and movement in the opening frames.,high_need,0.48857157809252216
tribe_high_need_matched,14,,2,action_relation,1,What happens to the curler between the first and final frames shown?,high_need,0.5349318782000374
tribe_high_need_matched,15,,0,who_role,1,What is the person wearing and what is their body position in the opening frames?,high_need,0.5114946333174631
tribe_high_need_matched,15,,1,who_role,1,What type of fencing and setting surrounds the person during the activity?,high_need,0.6143664889345589
tribe_high_need_matched,15,,2,who_role,1,What is the person doing with the wooden fence as they move along the path?,high_need,0.633079272327266
tribe_high_need_matched,17,,2,who_role,1,What happens to the person in the red hat during the sequence?,high_need,0.9884878385277255
tribe_high_need_matched,18,,0,who_role,1,What is covering the person's head and face in the first image?,high_need,0.5965567866632182
tribe_high_need_matched,18,,1,who_role,1,What is the person holding in their hands during the middle sequence?,high_need,0.7005899843162737
tribe_high_need_matched,18,,3,who_role,1,What is the person wearing on their upper body?,high_need,0.79355584785525
tribe_high_need_matched,18,,4,action_relation,1,What happens to the basket covering in the final images?,high_need,0.6837089417348918
tribe_high_need_matched,19,,0,action_relation,1,"What animals are visible on the wooden floor, and what are they doing?",high_need,0.5760032161779703
tribe_high_need_matched,19,,1,count,1,How many cats are present in this scene?,high_need,0.5299548228635517
tribe_high_need_matched,19,,2,spatial_relation,1,What is the setting or location where this activity takes place?,high_need,0.48390642954913304
tribe_high_need_matched,19,,4,other,0,What is the primary type of interaction happening between the cats?,high_need,0.4427657704022679
