video_id,expert_words,halluc_words,para_words,adqa_expert,adqa_halluc,adqa_para,clip_expert,clip_halluc,clip_para,expert_text,halluc_text,para_text
1-jIze6gy0g_000026_000036,62,62,62,0.1,0.2,0.0,0.2788960039615631,0.2714911997318268,0.26152604818344116,"In a bustling factory, several workers are stationed along an assembly line. They efficiently handle bags of material as they move down a conveyor belt, sealing them before placing them with the rest. The environment is noisy, and one worker raises their voice to communicate over the sound. Large bags are stacked nearby, and the machinery hums steadily as the process continues.","In a bustling factory, two workers are stationed along an assembly line. They efficiently handle rolls of fabric as they move down a conveyor belt, weighing them before placing them with the rest. The environment is noisy, and one worker raises their voice to communicate over the sound. Large bags are stacked nearby, and the machinery hums steadily as the process continues.","An assembly line in a busy factory has multiple workers positioned along it. These individuals adeptly manage material bags traveling on a conveyor belt, sealing each one prior to adding it to the others. Amidst the loud surroundings, a single worker elevates their voice for communication above the din. Nearby, sizable bags are piled, and the machinery hums steadily as operations proceed."
AEkLDauJVi0_000069_000079,58,57,51,0.8,0.2,0.8,0.35129404067993164,0.33331701159477234,0.3308323919773102,"A child in a yellow shirt sits on a wooden bench, holding a bread roll. Using a spoon, they fill the roll with a dark, thick substance from a nearby mug. The child carefully spreads the filling, resembling Nutella, into the center of the roll. The setting appears to be outdoors, adding a playful element to the scene.","A child in a blue shirt sits on a metal bench, holding a croissant. Using a spoon, they fill the croissant with a dark, thick substance from a nearby mug. The child carefully spreads the filling, resembling Nutella, into the center of the croissant. The setting appears to be outdoors, adding a playful element to the scene.","A child, wearing a yellow shirt, is seated on a wooden bench, clutching a bread roll. With a spoon, they load the roll with a dark, thick substance taken from a nearby mug. The child meticulously spreads the Nutella-like filling into the roll's core. The scene unfolds outdoors, providing the setting."
gFBO3zrod9Y_000005_000015,52,48,48,0.9,0.3,0.8,0.2898109257221222,0.24668969213962555,0.2919161915779114,"A baby in a pink onesie sits on a carpeted floor, surrounded by colorful toys. She is focused on tearing apart a piece of tissue paper, her small hands working diligently. The room is softly lit, creating a cozy atmosphere as she continues to play with the paper, scattering bits around her.","A baby in a yellow onesie sits on a tiled floor, surrounded by colorful toys. She is focused on stacking small plastic cups, her small hands working diligently. The room is softly lit, creating a cozy atmosphere as she continues to play with the cups, arranging them carefully.","Clad in a pink onesie, a baby occupies a carpeted floor, vibrant toys encircling her. With small, diligent hands, she intently tears a piece of tissue paper. The room's soft lighting establishes a cozy ambiance while she persists in playing with the paper, scattering its pieces around her."
1kLhK8KfIEw_000020_000030,34,30,32,0.4,0.0,0.2,0.26750412583351135,0.1585959792137146,0.2589915990829468,"In a parking lot surrounded by parked cars, a man wearing headphones uses a backpack leaf blower to clear away leaves and debris. He moves methodically around the area, ensuring the space is clean.","In a park surrounded by trees, a man wearing headphones uses a rake to clear away leaves and debris. He moves methodically around the area, ensuring the space is clean.","A man, sporting headphones, operates a rear-mounted leaf blower to remove foliage and scattered debris within a car park encircled by stationary vehicles. He systematically navigates the vicinity, guaranteeing the spot's cleanliness."
21T1JDdJgsM_000047_000057,54,53,56,0.7,0.4,0.7,0.30826887488365173,0.26760134100914,0.3233952224254608,"On a sunny day by a lake, a woman in a green shirt stands with two men. She playfully skips a rock across the water. The rock bounces erratically and accidentally hits a man riding a jet ski, causing him to fall into the water. The scene captures a lighthearted moment of unexpected mishap.","On an overcast day by a river, a woman in a green shirt stands with two men. She playfully skips a rock across the water. The rock bounces erratically and accidentally hits a man riding a paddleboard, causing him to fall into the water. The scene captures a lighthearted moment of unexpected mishap.","A bright day unfolds beside a lake, where a woman in a green shirt stands with two men. With a playful gesture, she skips a stone across the water. The stone then erratically bounces, inadvertently striking a man on a jet ski, leading to his plunge into the water. This moment depicts a cheerful, unforeseen accident."
750QhTe9Z4U_000000_000010,59,58,59,0.0,0.0,0.9,0.3345108926296234,0.30162233114242554,0.336563378572464,"In a grassy yard, a young boy confidently drives a large red tractor. He is supervised by a man walking alongside, while another adult observes nearby. The boy, wearing glasses and a hoodie, smiles as he steers the tractor, which is equipped with a front loader. The scene is lively and engaging, capturing a moment of learning and fun.","In a paved driveway, a young boy confidently drives a large green tractor. He is supervised by a man walking alongside, while another adult observes nearby. The boy, wearing glasses and a hoodie, smiles as he steers the tractor, which is equipped with a trailer. The scene is lively and engaging, capturing a moment of learning and fun.","Within a grassy yard, a large red tractor is confidently driven by a young boy. A man walks alongside him, providing supervision, as another adult watches from close by. The boy, who wears glasses and a hoodie, smiles while steering the tractor, which features a front loader. This lively and engaging scene captures a moment of fun and learning."
lgJywzzdUC8_000000_000010,53,50,48,0.6,0.4,0.6,0.3348311185836792,0.31004294753074646,0.3181180953979492,"In a snowy city street at night, a yellow bulldozer methodically clears large piles of snow. The operator skillfully maneuvers the machine, scooping up snow and moving it aside. Cars occasionally pass by, their headlights illuminating the scene. The streetlights cast a warm glow over the bustling activity as snow continues to fall.","In a snowy city street at night, a red bulldozer methodically clears large piles of snow. The operator skillfully maneuvers the machine, spreading salt and grit. Buses occasionally pass by, their headlights illuminating the scene. The streetlights cast a warm glow over the bustling activity as snow continues to fall.","At night, on a snow-covered urban street, a yellow bulldozer systematically removes substantial snowdrifts. Its operator expertly guides the equipment, gathering snow and displacing it. Vehicles periodically drive past, their beams lighting the area. Over the lively scene, streetlights emit a warm radiance while flakes persist in descending."
A0e7Z55s8pE_000008_000018,42,42,35,0.7,0.5,0.6,0.3652563989162445,0.35390350222587585,0.3344931900501251,"A man stands on a ladder, clearing snow from a sloped roof. Suddenly, the snow gives way, causing both the man and the ladder to slide down into a snowbank below. The scene takes place outside a house during a snowy day.","A woman stands on a ladder, clearing snow from a flat roof. Suddenly, the snow gives way, causing both the woman and the ladder to slide down into a puddle below. The scene takes place outside a house during a snowy day.","On a snowy day outside a house, a man is on a ladder, removing snow from a sloped roof. Without warning, the snow collapses, sending both him and the ladder sliding into a snowbank beneath."
Xdz1cxEjLYc_000007_000017,62,62,60,0.8,0.6,0.8,0.3367949426174164,0.29758405685424805,0.3321957290172577,"A young girl with blonde hair sits at a round kitchen table, wearing a pink and white striped shirt. She uses a fork to eat from a plate of food in front of her. A glass of milk is nearby. As she takes a bite, she nods in approval, indicating she enjoys the meal. A voice off-screen encourages her to try more.","A young girl with brown hair sits at a square kitchen table, wearing a blue and white striped shirt. She uses a fork to eat from a plate of food in front of her. A glass of milk is nearby. As she takes a bite, she nods in approval, indicating she enjoys the meal. A voice off-screen encourages her to try more.","A blonde-haired young girl, dressed in a pink and white striped shirt, is seated at a round kitchen table. With a fork, she consumes food from a plate positioned before her. Close by, a glass of milk stands. Taking a bite, she approves with a nod, showing her enjoyment of the meal. An off-screen voice prompts her to consume more."
HpRmj5ce32c_000001_000011,60,60,62,0.5,0.4,0.5,0.29707786440849304,0.3028125762939453,0.2775723934173584,"In an indoor ice rink, a group of people is engaged in a curling game. One person slides a curling stone across the ice while others, equipped with brooms, prepare to sweep the path ahead. The rink is spacious, with high ceilings and empty bleachers in the background. The focus is on the coordination and technique involved in the game.","In an indoor ice rink, a group of people is engaged in a curling game. One person slides a heavy disc across the ice while others, equipped with brushes, prepare to sweep the path ahead. The rink is spacious, with high ceilings and full bleachers in the background. The focus is on the coordination and technique involved in the game.","A curling match is underway, involving a group of individuals within an indoor ice rink. A single player propels a curling stone over the ice, as other participants, holding brooms, get ready to clear the upcoming path. The expansive rink features tall ceilings and unoccupied bleachers visible in the distance. The emphasis lies on the coordination and technique essential to this game."
dlBeUWrse3I_000019_000029,63,63,64,0.9,0.5,0.9,0.29042860865592957,0.2639920711517334,0.26934221386909485,"A group of children are engaged in an exploratory activity using magnifying tools. Outdoors, two kids closely examine the side of a brick structure with handheld magnifying glasses. Later, a young girl uses a lighted microscope to inspect colorful, glittery star-shaped objects on a table. She then takes the microscope outside to observe the ground. Throughout, a woman provides guidance in the background.","A group of children are engaged in an exploratory activity using magnifying tools. Outdoors, three kids closely examine the side of a wooden fence with handheld magnifying glasses. Later, a young girl uses a lighted microscope to inspect colorful, glittery circular objects on a table. She then takes the microscope outside to observe the ground. Throughout, a woman provides guidance in the background.","A collection of youngsters partakes in an investigative pursuit, employing various magnifying instruments. Outside, two children meticulously inspect the exterior of a brick building using handheld magnifiers. Subsequently, a young female utilizes an illuminated microscope to scrutinize vibrant, shimmering star-shaped items positioned on a tabletop. She then transports the microscope outdoors to observe the terrain. Concurrently, an adult female offers direction from the rear."
yBO8rAMeqjc_000007_000017,63,63,65,0.6,0.4,0.4,0.30386748909950256,0.2123904675245285,0.287474125623703,"On a stage, two men demonstrate sheep shearing to a captivated audience. One man skillfully shears the wool from a sheep, while the other, wearing a headset, explains the process to the crowd, which includes families and children. The sheep sits calmly as its fleece is removed. The audience watches attentively, with some children sitting at the front, clearly engaged in the demonstration.","On a stage, three women demonstrate dog grooming to a captivated audience. One woman skillfully grooms the fur from a dog, while the other, holding a microphone, explains the process to the crowd, which includes families and children. The dog stands calmly as its fur is trimmed. The audience watches attentively, with some children sitting at the front, clearly engaged in the demonstration.","A captivated audience watches two men demonstrate sheep shearing on a stage. One man expertly removes wool from a sheep, as the second man, equipped with a headset, describes the procedure to the gathering of families and children. The sheep remains calm while its fleece is being taken off. The audience observes intently, with several children positioned at the front, clearly absorbed by the demonstration."
c_gQ9CSaZY4_000000_000010,52,52,55,0.9,0.7,1.0,0.3764289319515228,0.35212278366088867,0.37375402450561523,"A person wearing a blue cap kneels on the floor, organizing a variety of folded clothes into a bright green mesh bag. The clothes are neatly arranged in piles on a wooden floor, including shirts, pants, and socks. The person swiftly places each item into the bag, demonstrating an efficient packing technique.","A person wearing a red cap kneels on the floor, organizing a variety of folded clothes into a bright green canvas bag. The clothes are neatly arranged in piles on a carpeted floor, including shirts, pants, and socks. The person swiftly places each item into the bag, demonstrating an efficient packing technique.","An individual with a blue cap is kneeling on the floor, actively organizing a variety of folded garments into a bright green mesh bag. These clothes, neatly arranged in distinct piles on a wooden floor, include shirts, pants, and socks. The individual swiftly places each item into the bag, thereby demonstrating an efficient packing technique."
1HUWWCLza0w_000000_000010,64,64,62,1.0,0.5,1.0,0.31192538142204285,0.2882353961467743,0.3104402720928192,"In a schoolyard, a young man in a white t-shirt and black shorts plays hopscotch on a painted court. Holding a basketball, he skillfully navigates the hopscotch pattern. After completing the sequence, he steps back and launches the basketball from a distance. The ball arcs through the air and successfully swishes through the hoop. The young man smiles, clearly pleased with his impressive shot.","In a schoolyard, a young man in a red t-shirt and grey shorts plays hopscotch on a tiled patio. Holding a basketball, he skillfully navigates the hopscotch pattern. After completing the sequence, he steps back and launches the basketball from a distance. The ball arcs through the air and successfully swishes through the hoop. The young man smiles, clearly pleased with his impressive shot.","On a schoolyard, a young man in a white t-shirt and black shorts performs hopscotch on a painted court. With a basketball, he expertly moves through the hopscotch design. Once the sequence is done, he steps back, then launches the basketball from afar. The ball soars through the air, cleanly swishing into the hoop. He smiles, evidently pleased with his remarkable shot."
Bss3WwpDdS8_000041_000051,84,87,80,0.2,0.2,0.2,0.28529092669487,0.24139519035816193,0.27884218096733093,"In a cozy kitchen, a young man with long hair sings directly into the camera. The scene shifts as he turns the camera to reveal a small group of people gathered in the room, engaging in lively conversation. The atmosphere is warm and animated, with people moving around and interacting with each other. A woman joins the conversation, adding to the dynamic energy of the gathering. The camera occasionally blurs, capturing the excitement and movement of the group as they enjoy their time together.","In a spacious living room, a young man with long hair plays a guitar directly into the camera. The scene shifts as he turns the camera to reveal a large group of people gathered in the room, engaging in lively conversation. The atmosphere is warm and animated, with people moving around and interacting with each other. A woman joins the conversation, adding to the dynamic energy of the gathering. The camera occasionally blurs, capturing the excitement and movement of the group as they enjoy their time together.","Within a comfortable kitchen, a long-haired young man performs a song directly facing the camera. The view changes as he rotates the camera to show a small assembly of individuals collected in the space, engaged in animated discussion. The ambiance is inviting and vibrant, with individuals circulating and interacting amongst themselves. A female joins the discussion, contributing to the energetic flow of the get-together. The camera sometimes blurs, capturing the group's enthusiasm and motion as they savor their shared moments."
rGQ64NXktF8_000006_000016,46,44,45,0.2,0.2,0.2,0.3342798948287964,0.2826423943042755,0.3409174978733063,"In a small room, two boys sit on the floor facing each other. They take turns playfully hitting each other on the head with an empty plastic water bottle. Laughter fills the room as they continue their game, surrounded by a bicycle and some scattered items.","In a large room, two girls sit on the floor facing each other. They take turns playfully hitting each other on the head with a soft toy. Laughter fills the room as they continue their game, surrounded by a bicycle and some scattered items.","Two boys are seated on the floor, facing one another, inside a small room. They are playfully striking each other's heads in turns, using an empty plastic water bottle. Their game continues amidst the room's laughter, with a bicycle and various scattered items around them."
jeweRSnAJeo_000050_000060,40,40,40,0.3,0.1,0.4,0.3313535153865814,0.29536327719688416,0.31867989897727966,"In a dimly lit room, a woman sits at a table with a magazine open in front of her. A candle flickers nearby, casting a warm glow. She carefully tears a page from the magazine, her movements deliberate and focused.","In a brightly lit room, a woman sits at a table with a book open in front of her. A candle flickers nearby, casting a warm glow. She carefully folds a page from the book, her movements deliberate and focused.","A woman carefully tears a page from a magazine, her movements deliberate and focused. She is seated at a table in a dimly lit room, where the open magazine lies before her. A nearby candle flickers, emitting a warm glow."
crjesEwF0Ks_000197_000207,50,51,49,0.6,0.6,0.6,0.3836643397808075,0.3510098457336426,0.3724212646484375,"In a garage filled with various vacuum cleaners, a person in jeans is using a red vacuum to clean a carpeted floor. The person is barefoot, moving the vacuum back and forth across the dark carpet. The garage is lined with other vacuums, suggesting a collection or repair shop setting.","In a garage filled with various power tools, a person in shorts is using a blue vacuum to clean a carpeted floor. The person is barefoot, moving the vacuum back and forth across the dark carpet. The garage is lined with other power tools, suggesting a collection or repair shop setting.","A person dressed in jeans operates a red vacuum cleaner, tidying a carpeted floor within a garage brimming with diverse cleaning machines. Barefoot, the individual pushes the device repeatedly over the dark carpeting. The garage walls are lined with additional vacuums, implying a collection or a repair shop environment."
iZP6gjlr_nM_000113_000123,64,63,60,0.1,0.1,0.1,0.2690207362174988,0.25955119729042053,0.2883940637111664,"In a room, two people are working on an ice sculpture. One person, wearing a patterned shirt, observes while the other, in a dark jacket, uses a chisel to shape large blocks of ice stacked on a table. The blocks are clear and rectangular, resembling oversized ice cubes. The scene takes place indoors, possibly in a cooler environment to prevent the ice from melting.","In a room, three people are working on an ice sculpture. One person, wearing a plain shirt, observes while the other, in a dark jacket, uses a chisel to shape large blocks of ice stacked on a table. The blocks are cloudy and spherical, resembling giant snowballs. The scene takes place indoors, possibly in a cooler environment to prevent the ice from melting.","Within a chamber, an ice sculpture is being crafted by two individuals. A patterned-shirt-clad individual watches as another, dressed in a dark jacket, employs a chisel to sculpt substantial ice blocks stacked on a table. These blocks appear transparent and rectangular, much like giant ice cubes. The indoor setting suggests a cool atmosphere, likely to prevent the ice from melting."
9eBhetL8n5Q_000222_000232,75,77,71,0.7,0.4,0.7,0.3368607461452484,0.33160728216171265,0.33789387345314026,"In a hotel room, two young men sit on a bed, shirtless, with a box of doughnuts beside them. One of the men, who has a tattoo of footprints and calligraphy on his chest, talks animatedly to the camera while eating a doughnut. He gestures with his hands, emphasizing his words, and occasionally shows a close-up of the doughnut. The atmosphere is relaxed and informal as they discuss the number of doughnuts they have eaten.","In a dorm room, two young men sit on a bed, shirtless, with a bag of chips beside them. One of the men, who has a tattoo of a lion and a crown on his shoulder, talks animatedly to the camera while eating a chip. He gestures with his hands, emphasizing his words, and occasionally shows a close-up of the chip. The atmosphere is relaxed and informal as they discuss the number of chips they have eaten.","Inside a hotel room, a pair of young men are seated on a bed, both shirtless, with a doughnut box next to them. One man, sporting a chest tattoo of footprints and calligraphy, speaks energetically to the camera, consuming a doughnut. He uses hand gestures to stress his points and sometimes displays the doughnut up close. A casual and laid-back mood prevails as they chat about how many doughnuts they've consumed."
zTJ0Zbv1jBo_000045_000055,46,46,40,0.7,0.5,0.7,0.38769468665122986,0.3863121271133423,0.37150153517723083,"On a television show, a doctor speaks on the phone with a woman named Sarah about her three-year-old daughter, who walks on her tiptoes. As they discuss, the scene shifts to show the young girl moving across a carpeted room, walking and running on her toes.","On a television show, a nurse speaks on the phone with a woman named Sarah about her five-year-old daughter, who walks on her tiptoes. As they discuss, the scene shifts to show the young girl moving across a tiled room, walking and running on her toes.","A doctor on a TV program talks by phone with Sarah, a woman whose three-year-old daughter walks on her tiptoes. While they converse, the view changes to the young girl traversing a carpeted room, walking and running on her toes."
h8wsO9A9v_c_000016_000026,39,39,38,0.1,0.0,0.1,0.30176007747650146,0.2127029150724411,0.3003135919570923,"A young boy rides a small bicycle with training wheels around a paved area. The bike is orange with a bright orange basket at the front and a yellow seat. He pedals energetically, moving in circles under the sunlight.","A young boy rides a small bicycle with training wheels around a grassy field. The bike is blue with a shiny green bell at the front and a yellow seat. He pedals energetically, moving in circles under the sunlight.","Under the sunlight, a small bicycle, equipped with training wheels, is ridden by a young boy. The orange bike features a bright orange basket at its front and a yellow seat. He energetically pedals, circling a paved area."
iGmGQxox43I_000000_000010,57,57,53,0.4,0.1,0.4,0.321382611989975,0.2893441617488861,0.3268905580043793,"A woman in an orange top stands beside a horse, demonstrating how to use a grooming mitt. She explains the process as she gently brushes the horse's face, using a mitt with small teeth designed for grooming. The horse stands calmly as she continues to brush its mane and face, showing the proper technique for effective grooming.","A woman in a blue top stands beside a horse, demonstrating how to use a grooming mitt. She explains the process as she gently brushes the horse's leg, using a brush with soft bristles designed for grooming. The horse stands calmly as she continues to brush its mane and face, showing the proper technique for effective grooming.","Beside a horse, a woman wearing an orange top shows how to operate a grooming mitt. She describes the method while softly brushing the horse's face with a grooming mitt featuring small teeth. The horse remains still as she proceeds to brush its mane and face, illustrating the correct approach for thorough grooming."
